#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.469835 -0.534925 -0.239945 -0.563433 -0.746939 -0.065090 0.229890 -0.093598 -0.277105 -0.294980 0.183506 -0.473063 -0.436122
9.300000 -0.527178 -0.585137 -0.270210 -0.609223 -0.831532 -0.057959 0.256968 -0.082044 -0.304354 -0.314927 0.222309 -0.527799 -0.495672
9.500000 -0.401313 -0.452497 -0.160339 -0.471392 -0.838847 -0.051185 0.240974 -0.070079 -0.437535 -0.292159 0.367455 -0.390379 -0.363119
9.700000 -0.145815 -0.189210 -0.041752 -0.203231 -0.620053 -0.043395 0.104064 -0.057416 -0.474238 -0.147458 0.416822 -0.140418 -0.117231
9.900000 0.006747 -0.030103 0.100074 -0.040290 -0.193414 -0.036850 0.093327 -0.047036 -0.200161 -0.130177 0.153124 0.011733 0.029509
10.100000 0.018631 -0.009374 0.040564 -0.017396 -0.061298 -0.028006 0.021933 -0.036028 -0.079930 -0.049938 0.043902 0.023589 0.038033
10.300000 0.015067 -0.005272 0.005721 -0.009603 0.034689 -0.020339 -0.009346 -0.024669 0.019622 -0.010993 -0.044291 0.013732 0.021997
10.500000 -0.032552 -0.044244 -0.053366 -0.043197 -0.075938 -0.011693 -0.020815 -0.010645 -0.043387 0.009122 0.032741 -0.028996 -0.023526
10.700000 -0.041051 -0.049270 0.083893 -0.037859 0.238565 -0.008219 0.124944 0.003191 0.279616 -0.133163 -0.276425 -0.040528 -0.044711
10.900000 -0.003697 -0.005096 0.000000 0.002095 0.000000 -0.001399 0.000000 0.005792 0.000000 0.000000 0.000000 0.003081 -0.004458
11.100000 -0.173392 -0.166269 0.000000 -0.159123 0.000000 0.000000 0.000000 0.014269 0.000000 0.000000 0.000000 -0.045130 -0.055381
11.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
