#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00161689 0.000135562 0 0 0.0146647 0 0 0.0182474 0 0 0.065597 8.625 8.875 157757 2064 106 33 0
9 -3.92268e-06 0.00205268 0.000341273 -3.92268e-06 3.92268e-06 0.0224359 -3.92268e-06 3.92268e-06 0.00694272 -3.92268e-06 3.92268e-06 0.102955 8.875 9.125 258426 3498 494 131 0
9.25 -1.08145e-06 0.00829669 1.12392e-06 -1.08145e-06 0.0197017 1.08145e-06 -1.08145e-06 0.0387311 1.08145e-06 -1.08145e-06 0 0.0875738 9.125 9.375 950962 26279 4546 1623 0
9.5 9.08632e-07 0.0319896 -2.26549e-06 2.61169e-05 0.0661912 -2.26549e-06 -3.77582e-06 0.0938938 -1.51033e-06 -3.77582e-06 2.64308e-06 0.0604101 9.375 9.625 2.8619e+06 213472 33453 9372 0
9.75 4.07629e-05 0.0455797 3.19189e-05 0.000141763 0.10137 0.000121279 0.000156526 0.119167 0.000109473 -1.60865e-05 9.55867e-06 0.0690696 9.625 9.875 4.8346e+06 545300 76022 17380 0
10 0.000231338 0.0680371 0.00022158 0.000436395 0.123343 0.00041151 0.00063747 0.147801 0.000529843 -3.70282e-05 2.73948e-05 0.0505844 9.875 10.125 3.90682e+06 585022 84491 17791 0
10.25 0.000916326 0.0885898 0.000854388 0.00154125 0.138477 0.00143455 0.00271854 0.152806 0.00241309 -4.96246e-05 4.55736e-05 0.0412441 10.125 10.375 2.47589e+06 501061 80459 15895 0
