#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00272769 0.0981977 0.00239056 0.00456232 0.138555 0.00401887 0.00810548 0.145098 0.00720891 -0.000206302 0.000159763 0.023976 7.2 7.4 591939 160532 29778 5414 0
7.5 0.00423043 0.100152 0.00363606 0.00717613 0.13269 0.00627696 0.00762184 0.141641 0.00666337 -0.000403216 0.000335506 0.0224538 7.4 7.6 473795 143947 29554 5109 0
7.7 0.0057048 0.0941638 0.00468209 0.00884715 0.126288 0.00714504 0.0128329 0.139341 0.0103965 -0.000589921 0.00050373 0.0234437 7.6 7.8 368969 119783 27339 4768 0
7.9 0.00879926 0.0895932 0.00705852 0.0126372 0.115204 0.0100016 0.0187892 0.126263 0.0137083 -0.00106373 0.000910167 0.0251913 7.8 8 281350 91453 23867 4080 0
8.1 0.0128579 0.0850978 0.00948389 0.017545 0.104283 0.0132305 0.0242086 0.128297 0.0155765 -0.0017763 0.00149513 0.027642 8 8.2 213221 68538 20185 3579 0
8.3 0.0195822 0.0858043 0.0135134 0.0256706 0.0986822 0.0174658 0.0395006 0.114716 0.0276649 -0.00324006 0.00268424 0.0292287 8.2 8.4 161586 50477 16845 3065 0
8.5 0.0277878 0.0801162 0.017705 0.0319301 0.0928371 0.0200695 0.0564389 0.105493 0.037568 -0.00519681 0.0039772 0.0326774 8.4 8.6 122242 36805 14006 2531 0
8.7 0.0352004 0.0878586 0.0221404 0.0326244 0.0940574 0.0197816 0.058253 0.131108 0.032555 -0.00831853 0.00569347 0.0361709 8.6 8.8 92624 26747 11284 2103 0
8.9 0.0483229 0.090544 0.0274528 0.0378762 0.0842758 0.0221629 0.0834754 0.121798 0.0469573 -0.0133906 0.00823283 0.0375527 8.8 9 69555 19072 8407 1755 0
9.1 0.0616671 0.0950222 0.0324798 0.0391903 0.082864 0.0241194 0.112035 0.121722 0.0529772 -0.0218078 0.0109265 0.032319 9 9.2 52147 13537 5951 1569 0
