#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00290488 2.94187e-05 0 0.00274994 0.0018854 0 0.0213499 0 0 0.0487288 0 8.625 8.875 69763 1779 209 222 27
9 0 0.00376988 0.000172935 0 0.00220074 0.0041521 0 0.0156416 0 0 0 0.0119437 8.875 9.125 122504 4804 911 786 99
9.25 -2.02741e-06 0.0311672 0 -2.02741e-06 0.0333694 0 -2.02741e-06 0.0462229 0 -2.02741e-06 0.0389146 0 9.125 9.375 530683 37443 6897 6485 863
9.5 2.90402e-05 0.0648891 7.80355e-06 5.29926e-05 0.0868482 1.16294e-06 3.43896e-05 0.108233 3.4971e-05 -5.23323e-06 0.114189 2.90735e-06 9.375 9.625 1.92402e+06 204240 34349 25238 3150
9.75 5.95261e-06 0.0718999 3.12928e-06 -1.11005e-05 0.113246 -1.34877e-05 -5.96811e-06 0.137658 -9.13584e-06 -4.69677e-05 0.128939 2.96154e-06 9.625 9.875 4.12492e+06 547994 83642 48781 5673
10 6.10481e-06 0.0784143 4.51e-06 2.05013e-05 0.11342 2.05474e-05 -1.98611e-06 0.134503 -8.80854e-06 0.000116591 0.12933 4.04056e-05 9.875 10.125 4.18145e+06 660855 102953 55879 6478
10.25 1.20806e-05 0.0905796 2.34858e-06 2.59144e-05 0.120936 -1.80882e-06 7.65099e-05 0.140208 1.61374e-05 -4.94819e-06 0.129022 0 10.125 10.375 2.81028e+06 587240 97205 49105 5574
