#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -1.64202e-05 0.105364 -9.53585e-06 -3.36284e-05 0.126076 -1.39408e-05 -3.36284e-05 0.132251 -2.97378e-05 -3.36284e-05 0.123336 5.72277e-06 7.2 7.4 650123 174335 33811 17470 2616
7.5 1.49748e-06 0.104381 -6.68044e-06 -1.08866e-05 0.120258 -7.34694e-06 -1.08866e-05 0.132147 -4.14783e-05 -1.08866e-05 0.117441 1.91685e-05 7.4 7.6 528923 161498 33442 15914 2398
7.7 4.63643e-05 0.0971358 1.38983e-05 8.41037e-05 0.109698 5.85145e-05 0.00012763 0.127711 5.86817e-05 -7.0956e-06 0.121616 1.66279e-07 7.6 7.8 431510 149645 32895 14845 2145
7.9 0.000101399 0.0899803 -1.78609e-05 0.000108494 0.102011 -1.49556e-05 0.000354407 0.125997 8.68108e-05 0.000509303 0.117087 0.000523476 7.8 8 347121 128728 30444 13252 1879
8.1 0.00034478 0.0860794 7.25622e-05 0.00052441 0.0951621 0.000179714 0.000733696 0.122549 7.91692e-05 -4.66054e-05 0.11602 -0.000335817 8 8.2 273855 102201 26269 11534 1625
8.3 0.000865469 0.0877423 7.15228e-05 0.00112479 0.094402 5.18482e-05 0.00101486 0.117864 -0.000103304 0.00430409 0.104206 0.002255 8.2 8.4 215116 79886 22659 9771 1359
8.5 0.00239339 0.0862105 0.000521117 0.00175174 0.0907356 0.000120514 0.00491035 0.115127 0.00134681 0.00557386 0.107883 0.00107047 8.4 8.6 168079 60921 19021 8063 1192
8.7 0.00460804 0.0858677 0.000644947 0.00317325 0.0772564 0.000625025 0.00866544 0.120466 0.00176421 0.0112044 0.102228 0.00269024 8.6 8.8 130965 46739 15669 6879 1001
8.9 0.0103383 0.0804543 0.00279711 0.0049639 0.0666806 0.000562616 0.0174645 0.106248 0.00471553 0.0106727 0.101016 -0.00510968 8.8 9 100760 35262 11971 5866 791
9.1 0.019504 0.0829951 0.0043835 0.00531748 0.0601158 -0.000417206 0.0292595 0.108193 0.00414984 0.0344009 0.0808281 0.00752937 9 9.2 78080 26440 8910 4826 629
9.3 0.037949 0.0769999 0.0118083 0.00777062 0.057449 0.00075248 0.0649598 0.0913731 0.0167499 0.0685973 0.0673555 0.0286148 9.2 9.4 60304 19786 6126 3998 538
9.5 0.0593695 0.0824408 0.0157125 0.00825745 0.0598572 0.00587297 0.0942945 0.0902319 0.0212443 0.0800103 0.0782829 0.0176493 9.4 9.6 47699 15290 3943 3492 434
9.7 0.0919048 0.083596 0.0289151 -0.00316653 0.0582817 0.00965357 0.134829 0.0916639 0.0306088 0.142928 0.0706268 0.0386976 9.6 9.8 39241 12097 2311 3179 389
9.9 0.114821 0.0819305 0.0309865 -0.0258289 0.059818 0.012688 0.177671 0.0759442 0.0396064 0.192396 0.0729733 0.0312552 9.8 10 33640 9633 1329 2754 344
10.1 0.135586 0.0818691 0.0406597 -0.0559345 0.0793141 0.0253853 0.209142 0.0785535 0.0476952 0.269857 0.0696337 0.0510156 10 10.2 29022 7937 647 2559 357
10.3 0.155761 0.0759908 0.0527232 -0.0933936 0.0839643 0.0317769 0.228939 0.0679288 0.0569018 0.273635 0.0850203 0.0412934 10.2 10.4 26308 6533 337 2372 302
10.5 0.161115 0.0732168 0.049938 -0.120326 0.0956338 0.0365864 0.211129 0.0753526 0.0405409 0.33912 0.0190836 0.0695545 10.4 10.6 22335 4927 115 2003 275
10.7 0.15087 0.0666443 0.0331556 -0.158861 0.127794 0.0262502 0.185574 0.0599984 0.0324466 0.287549 0.0504599 0.0180865 10.6 10.8 17818 3675 57 1585 238
10.9 0.15963 0.0401689 0.0433033 -0.0442614 0.0610698 0.11423 0.141615 0.0370461 0.0328736 0.315746 0.0194883 0.0570989 10.8 11 11754 2218 26 921 211
11.1 0.128334 0.0460291 0.0223442 -0.124022 0.0612097 0.168992 0.0366207 0.0509588 0.0111582 0.336762 0.0121329 0.0675512 11 11.2 6244 1132 9 498 136
11.3 0.128708 0.0276526 0.0282936 -0.529116 0.449571 0.0939481 0.0119795 0.0587519 0.036725 0.297807 0.0308477 0.0773698 11.2 11.4 2369 377 1 146 52
11.5 0.107069 0.0481035 0.0507582 -0.619247 0.0256214 0.111114 0.0259144 0.0655426 0.12386 0.314086 0.0232764 0.0984818 11.4 11.6 573 95 0 31 15
11.7 0.331927 -0.0176412 0.233997 -0.556962 0.010087 0.25073 0.443038 -0.0284038 1.24304 0.109705 0.190295 0.136977 11.6 11.8 88 9 0 2 3
11.9 -0.625 0.701923 0.25 -0.625 0.0865384 0.255952 -0.625 0.0865384 0.255952 -0.625 0.208333 0.25 11.8 12 8 0 0 0 0
12.1 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12 12.2 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
