#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.0111971 0.000377288 0 0.0129232 0.0032094 0 0 0.0761681 0 0 0.0761681 8.625 8.875 206620 2532 46 3 0
9 -5.16394e-05 0.00735982 -4.25266e-05 -5.16394e-05 0.0165926 0.000321987 -5.16394e-05 0.0082234 0.0130496 -5.16394e-05 5.16394e-05 0.106748 8.875 9.125 332694 3488 214 31 0
9.25 -2.33992e-05 0.0146774 -1.09452e-05 -6.93868e-05 0.0246932 0.000197486 -6.93868e-05 0.0440272 0.000652058 -6.93868e-05 6.76077e-05 0.0852052 9.125 9.375 1.14588e+06 21745 2531 358 0
9.5 0.000244879 0.0248958 0.000240901 0.000692721 0.0674265 0.000692721 0.000581942 0.089199 0.000582589 -0.000203296 0.000198116 0.0581569 9.375 9.625 3.27875e+06 189658 22321 2547 0
9.75 0.00108576 0.0394054 0.001036 0.00354725 0.0999691 0.00336759 0.0056881 0.116675 0.0051122 -0.000590311 0.000567652 0.0717527 9.625 9.875 4.69258e+06 455829 48821 4619 0
10 0.00312998 0.0642351 0.0029099 0.00815543 0.127501 0.00742607 0.0128667 0.138655 0.0124744 -0.000543665 0.000519386 0.0662501 9.875 10.125 3.53127e+06 483443 55638 4847 0
10.25 0.00900837 0.104163 0.00824735 0.0181268 0.157387 0.0165821 0.0253175 0.175042 0.0218471 -0.000734209 0.000682809 0.0499805 10.125 10.375 2.11943e+06 407387 54398 4683 0
