#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.75 0.0595238 0.75 0.75 0.0714286 0.75 0.75 0.107143 0.75 8.625 8.875 26575 144 359 312
9.00 0.827586 -0.0601444 0.827586 0.758621 0.00668544 0.758621 0.724138 0.0655817 0.724138 8.875 9.125 47540 492 1126 1107
9.25 0.700535 0.0239097 0.700535 0.791165 0.208835 0.0882942 0.8394 0.0172974 0.8394 9.125 9.375 225016 3236 7221 6646
9.50 0.701657 0.0806357 0.116086 0.763141 0.116407 0.117194 0.815037 0.0944071 0.109018 9.375 9.625 830180 11232 16362 14246
9.75 0.7698 0.138457 0.161732 0.81028 0.122153 0.158499 0.849346 0.0923039 0.139284 9.625 9.875 2.32574e+06 34384 39192 31011
10.00 0.910476 0.0405652 0.110925 0.925647 0.0317634 0.110345 0.932327 0.0252835 0.0984139 9.875 10.125 3.52118e+06 71767 73554 55363
10.25 0.942606 0.0132157 0.0826989 0.943414 0.0161004 0.0772378 0.945158 0.0166565 0.076369 10.125 10.375 2.57816e+06 74743 71619 51310
10.50 0.944933 0.0106367 0.077206 0.949113 0.0134597 0.0627873 0.959244 0.00530523 0.0656299 10.375 10.625 1.62642e+06 61012 55930 38942
10.75 0.952122 0.00521868 0.0726902 0.953376 0.0082798 0.0718989 0.950759 0.00887513 0.069183 10.625 10.875 1.01084e+06 48293 40986 27396
11.00 0.952684 0.000819564 0.0798225 0.951824 0.00718492 0.0725758 0.95671 0.00291067 0.0808288 10.875 11.125 621560 37329 28470 18379
11.25 0.939796 0.00419831 0.0749837 0.955179 -0.000305653 0.0756694 0.945966 0.00345278 0.0795356 11.125 11.375 364739 26202 18572 11758
11.50 0.928396 0.000853837 0.075018 0.938021 -0.00248182 0.0687478 0.934022 0 0.0764171 11.375 11.625 213752 15516 12093 7241
11.75 0.878872 0 0.0645466 0.884584 0.00280446 0.0614305 0.880762 0.00428337 0.0646658 11.625 11.875 124570 5015 7885 4506
12.00 0.762987 0.00871718 0.0603848 0.72341 0.0194944 0.0484841 0.71828 0.0190339 0.0470394 11.875 12.125 72396 572 5442 2926
12.25 0.606557 0.0601093 0.0424548 0.509152 0.0261564 0.0362528 0.476901 0.0329456 0.0356404 12.125 12.375 41744 76 3563 1793
12.50 0.666667 0.025641 0.128205 0.280977 0.0529419 0.0317087 0.266064 0.0517495 0.0469285 12.375 12.625 23524 15 2009 1116
12.75 0.4 0.2 0.2 0.185008 0.0551964 0.0331092 0.188235 0.0357549 0.0320253 12.625 12.875 13440 5 691 824
13.00 0 0 0 0.0454545 0.0692995 0.000678428 0.0776892 0.0152899 0.00830149 12.875 13.125 7381 1 69 520
13.25 1 0 1 0 0.1 0 0.032967 0.0193746 0.000881474 13.125 13.375 3991 1 10 371
13.50 0 0 0 1 0 0 0.028436 0.011365 0.00947867 13.375 13.625 2036 0 1 213
13.75 0 0 0 0 0 0 0.028169 0.0153092 0.0138833 13.625 13.875 1036 0 0 71
14.00 0 0 0 0 0 0 0.166667 0.0333333 0 13.875 14.125 455 0 0 6
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 203 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 43 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 15 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
