#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00603355 0.000142059 0 0.00800134 0.000159106 0 0 0.0198258 0 0 0.0570453 8.625 8.875 178278 2295 90 19 0
9 0 0.00172877 0.000189196 0 0.00333297 0.00170991 0 0.0516087 0.000101406 0 0 0.091377 8.875 9.125 289333 3353 342 83 0
9.25 -9.88951e-07 0.0118931 1.08785e-05 -9.88951e-07 0.0334013 9.88951e-07 -9.88951e-07 0.0320762 5.93371e-06 -9.88951e-07 9.88951e-07 0.0793643 9.125 9.375 1.03549e+06 24318 3755 964 0
9.5 4.42499e-05 0.0276663 4.01392e-05 0.000182891 0.0645834 0.000182891 0.000300043 0.0805045 0.000300043 -1.83775e-05 1.8024e-05 0.0593412 9.375 9.625 3.03713e+06 207577 29811 6281 0
9.75 0.000175604 0.0415516 0.00017183 0.000420991 0.100414 0.000410978 0.000438995 0.116842 0.00036492 -8.43824e-05 7.90652e-05 0.0727016 9.625 9.875 4.8448e+06 519257 67277 11464 0
10 0.000715143 0.0640792 0.000676454 0.00182829 0.122639 0.00170526 0.00242378 0.139666 0.00234413 -0.00011687 0.000106358 0.0577909 9.875 10.125 3.78844e+06 554078 75058 11808 0
10.25 0.00251006 0.0896976 0.00232074 0.00453902 0.143344 0.0042014 0.00766823 0.160049 0.00683844 -0.000152892 0.000141213 0.0420761 10.125 10.375 2.35383e+06 470154 72252 10868 0
