#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00393361 0.103479 0.00348824 0.00677757 0.137397 0.00606926 0.00726144 0.149401 0.00637982 -0.000249721 0.000198081 0.0251041 7.2 7.4 586487 158008 29172 4926 0
7.5 0.00521011 0.104317 0.00445939 0.00837628 0.132387 0.00716062 0.0108277 0.146297 0.0095443 -0.000398696 0.000332206 0.0245678 7.4 7.6 468161 142098 28832 4721 0
7.7 0.00692187 0.0931409 0.00574703 0.0113217 0.123485 0.00945301 0.0151119 0.138512 0.0118646 -0.000816082 0.000684537 0.0246651 7.6 7.8 364480 116956 26776 4332 0
7.9 0.00989821 0.093625 0.0079677 0.0147571 0.117149 0.0117724 0.0193825 0.136265 0.0143529 -0.0012776 0.00110664 0.0269068 7.8 8 276549 89479 23075 3727 0
8.1 0.0151146 0.0854436 0.0115775 0.0209152 0.105411 0.0160179 0.032472 0.119677 0.0251308 -0.00218747 0.00183433 0.0285671 8 8.2 209034 65946 19435 3318 0
8.3 0.0206948 0.0830402 0.0147008 0.0269265 0.0989661 0.0191738 0.0406151 0.111678 0.0278638 -0.00354662 0.00286097 0.0317638 8.2 8.4 159136 49172 16572 2672 0
8.5 0.0282861 0.0830841 0.0192 0.0327782 0.0966586 0.0211632 0.0476133 0.120753 0.0292496 -0.00583496 0.00456824 0.0339203 8.4 8.6 119991 35843 13700 2320 0
8.7 0.0380898 0.0939353 0.0235843 0.0388504 0.0988105 0.0241032 0.0634768 0.138376 0.0408626 -0.00874253 0.00611714 0.0367673 8.6 8.8 90343 25602 10926 1897 0
8.9 0.0511493 0.0916239 0.0292468 0.0388767 0.0934045 0.0211903 0.0821768 0.122119 0.0476136 -0.0141564 0.00879215 0.0366251 8.8 9 67811 18222 8127 1609 0
9.1 0.0634213 0.0960267 0.0328373 0.0394987 0.0842143 0.0222673 0.101236 0.13018 0.0529869 -0.0199979 0.0092836 0.0359122 9 9.2 50377 12623 5681 1394 0
9.3 0.0809019 0.0914271 0.0386895 0.0361912 0.0822871 0.0211494 0.14449 0.101671 0.0696097 -0.0309049 0.0135219 0.039394 9.2 9.4 37289 8944 3726 1203 0
9.5 0.104145 0.0934142 0.0474422 0.0370178 0.0748563 0.0282515 0.186268 0.0923924 0.0760938 -0.0452788 0.0183172 0.0392211 9.4 9.6 27537 6070 2090 989 0
9.7 0.112358 0.0978574 0.0447453 0.00607409 0.068434 0.0157031 0.182853 0.113188 0.0535883 -0.0608337 0.0185173 0.0437351 9.6 9.8 20277 4036 1106 792 0
9.9 0.134256 0.0783889 0.0625856 0.00972943 0.0377066 0.0330815 0.239117 0.0860643 0.100818 -0.0789304 0.0210033 0.0441989 9.8 10 15108 2730 485 676 0
10.1 0.130861 0.108462 0.0390275 -0.0313854 0.0597671 0.0118864 0.241517 0.112028 0.0512138 -0.103115 0.0212523 0.0483927 10 10.2 11035 1919 237 531 0
10.3 0.148511 0.0862212 0.0726166 -0.0521506 0.0775899 0.0211733 0.266128 0.0861089 0.0953481 -0.130802 0.0200714 0.0484682 10.2 10.4 8319 1339 89 456 0
10.5 0.155893 0.0740813 0.0527471 -0.0399942 0.0907463 0.0627938 0.276102 0.0705316 0.0894772 -0.164994 0.0261923 0.0407779 10.4 10.6 6039 857 32 365 0
10.7 0.10242 0.109636 0.0204008 -0.0626705 0.173205 0.0875136 0.151882 0.111753 0.0322068 -0.18767 0.0211919 0.0454261 10.6 10.8 4221 555 8 268 0
10.9 0.163489 0.0318833 0.0685735 0.0946574 0.266553 0.0846885 0.190664 0.0555288 0.0790135 -0.191057 0.0109302 0.0647927 10.8 11 2790 330 7 186 0
11.1 0.125886 0.064349 0.0485948 -0.20964 0.527633 0.0762781 0.153996 0.0720659 0.0588217 -0.20964 0.0164227 0.0842563 11 11.2 1459 152 0 77 0
11.3 0.140169 0.0700004 0.0480298 -0.210708 0.0148155 0.105748 0.105081 0.0621672 0.0816238 -0.210708 0.0148155 0.105748 11.2 11.4 636 57 0 38 0
11.5 0.406028 0.0212443 0.375512 -0.260638 0.0627216 0.0655649 0.072695 0.220098 0.291796 -0.260638 0.0627216 0.0655649 11.4 11.6 194 6 0 3 0
11.7 0.883721 -0.00493306 0.351806 -0.116279 -0.00236499 0.258721 -0.116279 0.00516796 0.258721 -0.116279 -0.00236499 0.258721 11.6 11.8 44 1 0 0 0
11.9 0 0 0.333333 0 0 0.333333 0 0 0.333333 0 0 0.333333 11.8 12 1 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
