#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.75 0.15 0.194444 0 0 0 0 0 0 7.2 7.4 116964 93 0 0
7.5 0.571429 0.348571 0 0 0 0 0 0 0 7.4 7.6 85366 81 0 0
7.7 0.916667 0.0833333 0.28876 0 0 0 0 0 0 7.6 7.8 61142 90 0 0
7.9 0.833333 0.166667 0.151515 0 0 0 0 0 0 7.8 8 41977 62 0 0
8.1 1 0 0.428571 0 0 0 0 0 0 8 8.2 27946 56 0 0
8.3 0.727273 0.272727 0.0956938 0 0 0 0 0 0 8.2 8.4 18379 54 0 0
8.5 0.875 0.125 0.25 0 0 0 0 0 0 8.4 8.6 11963 39 0 0
8.7 0.692308 0.307692 0.0559441 0 0 0 0 0 0 8.6 8.8 7681 49 0 0
8.9 0.888889 0.111111 0.252525 0 0 0 0 0 0 8.8 9 4902 33 0 0
9.1 1 0 0.4 0 0 0 0 0 0 9 9.2 2817 28 0 0
9.3 0.666667 0.333333 0.166667 0 0 0 0 0 0 9.2 9.4 1709 11 0 0
9.5 1 0 0.5 0 0 0 0 0 0 9.4 9.6 1027 23 0 0
9.7 1 0 1 0 0 0 0 0 0 9.6 9.8 583 14 0 0
9.9 1 0 1 0 0 0 0 0 0 9.8 10 318 9 0 0
10.1 0 1 0 0 0 0 0 0 0 10 10.2 192 2 0 0
10.3 0 0 0 0 0 0 0 0 0 10.2 10.4 91 0 0 0
10.5 0 0 0 0 0 0 0 0 0 10.4 10.6 43 2 0 0
10.7 0 0 0 0 0 0 0 0 0 10.6 10.8 30 0 0 0
10.9 0 0 0 0 0 0 0 0 0 10.8 11 12 0 0 0
11.1 0 0 0 0 0 0 0 0 0 11 11.2 4 0 0 0
11.3 0 0 0 0 0 0 0 0 0 11.2 11.4 1 0 0 0
11.5 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
