#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00468642 0 0 0.02012 0 0 0 0.0068972 0 0.055555 0 8.625 8.875 56842 1793 230 266 49
9 -2.09361e-05 0.00952826 0 -2.09361e-05 0.0104982 0 -2.09361e-05 0.00694283 0 -2.09361e-05 1.0468e-05 0.022918 8.875 9.125 100747 5218 882 993 188
9.25 2.01068e-05 0.033655 0 -4.82771e-06 0.0306425 0 -4.82771e-06 0.0443986 0 -4.82771e-06 0.0442518 0 9.125 9.375 454380 40105 6885 7607 1474
9.5 8.79074e-06 0.0685864 1.83468e-06 2.48807e-05 0.0878055 7.88845e-06 -6.57371e-06 0.107117 -1.31474e-06 -6.57371e-06 0.107311 2.62948e-06 9.375 9.625 1.71647e+06 195256 31792 27142 4864
9.75 2.77887e-05 0.0735923 1.57834e-05 2.52158e-05 0.11037 1.07325e-05 0.000161094 0.13774 9.54677e-05 -6.34187e-05 0.131703 -3.75153e-05 9.625 9.875 3.88490e+06 526273 78976 53449 8919
10 -2.3541e-06 0.0808254 -3.86106e-06 4.70684e-05 0.111519 2.3526e-05 -3.58554e-06 0.133302 -2.93725e-06 -5.05097e-05 0.125932 -2.82512e-05 9.875 10.125 4.16879e+06 664513 102482 63933 10481
10.25 1.81791e-05 0.090747 5.37482e-06 3.57698e-05 0.119217 2.66518e-06 0.000101103 0.136698 3.40734e-05 -5.37614e-06 0.128868 2.24006e-06 10.125 10.375 2.82643e+06 594347 97215 56349 8980
