#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.132403 0.0632056 0.018694 0.136301 0.0681869 0.0200282 0.161277 0.0755755 0.0181141 0.161231 0.0703 0.0210179 7.2 7.4 732360 184104 24124 24563 19433
7.5 0.133303 0.0627464 0.011274 0.136907 0.0684598 0.0134979 0.165149 0.0701808 0.0174061 0.155978 0.0721283 0.0116307 7.4 7.6 620030 165762 22901 22757 17821
7.7 0.144054 0.0580865 0.011931 0.140825 0.0645355 0.0101268 0.173296 0.0688536 0.0118341 0.172369 0.0601377 0.0154979 7.6 7.8 512709 143390 20476 20202 16223
7.9 0.158222 0.0569132 0.0107053 0.155226 0.0602707 0.0123724 0.181215 0.0661837 0.00956208 0.176519 0.0600506 0.00909618 7.8 8 415480 121749 18123 17977 14022
8.1 0.187337 0.054172 0.0151329 0.177735 0.0568067 0.0140272 0.206775 0.0599862 0.0144425 0.198388 0.0587412 0.0132349 8 8.2 334306 103907 15968 15736 12025
8.3 0.204025 0.0578468 0.0128746 0.196845 0.0534122 0.0162155 0.222064 0.0590195 0.0149983 0.20709 0.0660323 0.00554657 8.2 8.4 272651 93336 14768 14074 10693
8.5 0.20518 0.0536737 0.0130266 0.197527 0.0508547 0.0137091 0.227659 0.0616097 0.0105343 0.220868 0.0596641 0.0135915 8.4 8.6 223460 83289 13522 12586 9316
8.7 0.206783 0.052525 0.00761189 0.201123 0.0445554 0.0159713 0.223909 0.0627271 0.00517583 0.236336 0.051141 0.0164897 8.6 8.8 181162 69523 12064 10729 7966
8.9 0.219825 0.049267 0.0115793 0.20995 0.0461797 0.0171488 0.241495 0.0581373 0.0105611 0.239908 0.0529297 0.0103012 8.8 9 144972 56025 10357 9065 6667
9.1 0.226148 0.0504878 0.0108595 0.21126 0.0455604 0.0153429 0.25079 0.0526945 0.0166111 0.254433 0.0573659 0.0125875 9 9.2 119411 45149 8890 7499 5415
