#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.727273 0.147727 0.127273 0.90625 0.09375 0.0701844 0.807692 0.108974 0.0299145 8.625 8.875 39928 114 392 454
9.00 0.761905 0.0380952 0.0560224 0.84058 0.0743139 0.0577226 0.805 0.0608537 0.005 8.875 9.125 61777 398 1175 1435
9.25 0.723183 0.106446 0.0418647 0.778524 0.106893 0.0282824 0.770223 0.0954489 0.0346772 9.125 9.375 252486 2323 5815 6594
9.50 0.644788 0.128052 0.0485022 0.706004 0.136672 0.056975 0.723821 0.145112 0.0546868 9.375 9.625 768105 6500 10244 10950
9.75 0.638208 0.15133 0.0902516 0.688099 0.14081 0.104076 0.739419 0.120272 0.0960882 9.625 9.875 1.9819e+06 20413 25400 24508
10.00 0.859564 0.0572464 0.064174 0.88356 0.0462708 0.0648907 0.910539 0.0337095 0.0626492 9.875 10.125 3.09998e+06 54030 61558 55914
10.25 0.920068 0.0278102 0.0488393 0.934634 0.0214909 0.0483925 0.941388 0.0166836 0.0474433 10.125 10.375 2.38347e+06 59417 64424 55347
10.50 0.931607 0.0192981 0.0390636 0.945989 0.0129582 0.0439917 0.947919 0.0124164 0.0423743 10.375 10.625 1.52418e+06 48481 51906 43329
10.75 0.932987 0.0111086 0.0426444 0.948726 0.00832123 0.0437114 0.948536 0.00857258 0.0403491 10.625 10.875 948624 36686 38260 31171
11.00 0.92566 0.0117531 0.0405435 0.940758 0.00836104 0.0399379 0.944181 0.0083549 0.0406583 10.875 11.125 587457 28418 26688 21386
11.25 0.900926 0.0126507 0.0399526 0.922013 0.0106211 0.0375587 0.933148 0.00789768 0.0408798 11.125 11.375 353027 20924 17311 13715
11.50 0.848315 0.0127198 0.0382587 0.884951 0.010524 0.0319173 0.912142 0.00614601 0.0403805 11.375 11.625 209522 12732 11151 8526
11.75 0.789428 0.0114118 0.0365974 0.812157 0.00815338 0.0364098 0.849848 0.00231576 0.0456235 11.625 11.875 123967 4388 7053 5373
12.00 0.716374 0.0135292 0.0540366 0.653597 0.0217125 0.0315843 0.698406 0.0125386 0.036566 11.875 12.125 72646 549 4825 3422
12.25 0.574074 0.0413105 0.0205027 0.467485 0.0256896 0.0318371 0.48112 0.0296575 0.0317034 12.125 12.375 42330 76 3051 2105
12.50 0.388889 0.0847953 0.0204678 0.295885 0.0501035 0.0157548 0.273694 0.0513056 0.0160898 12.375 12.625 24677 24 1919 1309
12.75 0.333333 0.266667 0.0833333 0.222015 0.041143 0.0223916 0.176627 0.0403412 0.0210998 12.625 12.875 14399 9 642 903
13.00 0 0 0 0.0833333 0.0666667 0.00396825 0.107143 0.0260539 0.0143594 12.875 13.125 8062 3 70 557
13.25 0 0 0 0.111111 0.138889 0 0.0814607 0.0394833 0.00537372 13.125 13.375 4568 0 10 382
13.50 0 0 0 0 0 0 0.0266667 0.0415152 0.00404223 13.375 13.625 2415 0 1 236
13.75 0 0 0 0 0 0 0.0136986 0.0442724 -0.0116178 13.625 13.875 1305 0 0 77
14.00 0 0 0 0 0 0 0.285714 0.142857 0.119048 13.875 14.125 636 0 0 9
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 314 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 125 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 42 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 6 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
