#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.8 0.2 0.3 0.65 0.135714 0.133871 0.741935 0.133065 0.0752688 8.625 8.875 37778 49 111 161
9.00 0.714286 -0.0267857 0.197044 0.621951 0.163763 0.0168557 0.757576 0.123377 0.0242424 8.875 9.125 61681 195 452 554
9.25 0.577114 0.192116 0.0193455 0.702407 0.144184 0.0277746 0.724252 0.121173 0.0481961 9.125 9.375 254091 1234 3081 3770
9.50 0.62963 0.134219 0.068509 0.657837 0.127529 0.0555509 0.696104 0.14026 0.0763069 9.375 9.625 758659 4495 7385 8269
9.75 0.602561 0.116473 0.0891473 0.655646 0.104687 0.0951509 0.695192 0.106559 0.0895322 9.625 9.875 1.92647e+06 17326 21794 22159
10.00 0.84803 0.0490091 0.0612563 0.872286 0.0399096 0.0551453 0.884313 0.0401616 0.0490024 9.875 10.125 3.00623e+06 49333 56604 54676
10.25 0.913454 0.0280001 0.050446 0.927157 0.0208994 0.0453827 0.930366 0.0205525 0.041379 10.125 10.375 2.32566e+06 54697 61066 56160
10.50 0.918462 0.0250584 0.0350025 0.943185 0.0135465 0.036167 0.943987 0.0126221 0.0381202 10.375 10.625 1.48891e+06 44271 48930 44362
10.75 0.920585 0.0145713 0.0383477 0.937262 0.0148923 0.0343596 0.944231 0.0115029 0.0339026 10.625 10.875 926363 32814 36432 32308
11.00 0.908437 0.0122888 0.041113 0.934815 0.0126415 0.0349646 0.939804 0.00794822 0.0375162 10.875 11.125 573527 25241 25388 21992
11.25 0.876411 0.00462061 0.0521884 0.914506 0.00713056 0.0370926 0.928241 0.00706965 0.0381525 11.125 11.375 346857 18845 16611 14247
11.50 0.817492 -0.000613093 0.0606622 0.867732 0.00603193 0.0340409 0.902876 0.0036006 0.0426491 11.375 11.625 206749 11857 10485 8880
11.75 0.767723 -0.00889957 0.0664363 0.790918 0.00371081 0.0384034 0.847942 -0.00202626 0.0416591 11.625 11.875 122573 4213 6648 5600
12.00 0.646154 -0.0216328 0.0927188 0.627653 0.00507891 0.0448088 0.689072 0.00772208 0.0375708 11.875 12.125 72088 486 4450 3581
12.25 0.590909 0.0227273 0.0909091 0.463042 0.0229969 0.034636 0.485907 0.0181038 0.0378917 12.125 12.375 42073 60 2883 2185
12.50 0.176471 0.109244 -0.0378151 0.310541 0.065488 0.0169978 0.30283 0.0320492 0.0331206 12.375 12.625 24710 20 1787 1320
12.75 0.5 -0.166667 0.166667 0.229675 0.05665 0.0247059 0.208995 0.040289 0.0236558 12.625 12.875 14388 5 594 883
13.00 0 0 0 0.142857 0.0771428 -0.00259739 0.116183 0.0374923 0.0168448 12.875 13.125 8153 1 74 546
13.25 0 0 0 0 0.2 0 0.0928144 0.0659694 -0.00357117 13.125 13.375 4564 0 8 354
13.50 0 0 0 0 0 0 0.0403226 0.042665 0.00819407 13.375 13.625 2508 0 2 262
13.75 0 0 0 0 0 0 0.0416667 0.0492424 -0.000586852 13.625 13.875 1393 0 0 77
14.00 0 0 0 0 0 0 0.2 0.05 0.2 13.875 14.125 686 0 0 11
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 353 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 135 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 61 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 7 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
