#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0141354 0.0199859 0.0141759 0.0223869 0.0096616 0.022671 -0.00550762 0.0477246 0.000228576 0.0148609 0.0212402 0.0151044 8.625 8.875 26455 1814 126 272 348
9 0.00276124 0.0137279 0.0030801 0.00403062 -7.03931e-05 0.00840044 0.00644448 0.00870366 0.00676334 0.0159554 0.0243511 0.016078 8.875 9.125 46458 5687 370 1048 1167
9.25 0.0289397 0.0253898 0.0283805 0.0237468 0.0265516 0.0236171 0.0317418 0.0266873 0.0307835 0.0255425 0.0264352 0.0252885 9.125 9.375 215559 31946 2454 6021 6077
9.5 0.070643 0.0510545 0.0646468 0.0636606 0.0512389 0.0601787 0.0848891 0.0575554 0.0792214 0.0915596 0.0691414 0.0814249 9.375 9.625 773734 82550 8162 12780 12319
9.75 0.0757961 0.0450575 0.0527304 0.0829754 0.0541302 0.0594038 0.119406 0.0663249 0.0845494 0.126391 0.0773778 0.0881512 9.625 9.875 2.14041e+06 257868 27488 32476 27979
10 0.083381 0.0613751 0.0396673 0.088755 0.0679002 0.0441808 0.111316 0.0740027 0.048202 0.116876 0.0790579 0.0514355 9.875 10.125 3.34499e+06 548182 64791 68889 56577
10.25 0.0942824 0.0728903 0.0316303 0.0987484 0.0792826 0.0351244 0.122119 0.0850649 0.0359417 0.12123 0.0832348 0.0345468 10.125 10.375 2.50008e+06 537840 68420 68986 54028
