#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0175695 0.0103218 0.0152552 0.00564345 0.0337967 0.00663334 0.0425099 0.0454069 0.0340585 0.00706804 0.00424356 0.0140703 8.625 8.875 30417 2131 111 358 449
9 0.000912607 0.00342014 0.00488648 0.00708371 0.0162345 0.006343 0.00284996 -0.00211181 0.0107211 0.00790316 0.0201845 0.00950596 8.875 9.125 51084 6122 390 1075 1261
9.25 0.021833 0.0146395 0.0198016 0.0181661 0.00460079 0.015568 0.0283031 0.020198 0.0264293 0.0187837 0.0143872 0.0175448 9.125 9.375 224845 31964 2287 5562 6167
9.5 0.070253 0.0401357 0.0496086 0.0563048 0.039962 0.0403067 0.0865813 0.0444625 0.0613024 0.0975683 0.0497083 0.0666078 9.375 9.625 755230 72489 6802 10894 11030
9.75 0.0847979 0.0355232 0.030404 0.0881938 0.0440118 0.0344471 0.124059 0.0554461 0.0451108 0.136518 0.0575039 0.048916 9.625 9.875 2.03313e+06 223253 22699 27645 25547
10 0.108434 0.050428 0.0230948 0.112927 0.0567737 0.0268055 0.140064 0.0598845 0.0269324 0.144414 0.0624075 0.0273138 9.875 10.125 3.19048e+06 514316 58339 64057 56269
10.25 0.13218 0.0586149 0.0199345 0.139599 0.0650102 0.0222756 0.165005 0.0694264 0.0202458 0.161739 0.067308 0.0198331 10.125 10.375 2.42942e+06 516138 63015 66427 54941
