#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -0.000846126 0.00762503 -0.00080848 0.00358508 0.00969437 0.00362272 -0.00806116 0.0108196 -0.00119878 0.00682504 0.0169997 0.00682504 8.625 8.875 28905 2342 217 459 293
9 0.00202217 0.00982127 0.00204452 0.000854611 0.0114333 0.00181482 0.00546332 0.0162445 0.00548567 0.00717486 -0.00243518 0.00930044 8.875 9.125 52014 7277 812 1552 1030
9.25 0.00746209 0.0328974 0.00744053 0.0064836 0.0320572 0.0064836 0.00834727 0.0330254 0.00824919 0.0106061 0.0405189 0.0106061 9.125 9.375 247903 46389 5144 9705 6488
9.5 0.0218363 0.0713911 0.0217934 0.0216022 0.0754737 0.0214718 0.0285965 0.0924496 0.0285853 0.0303509 0.100816 0.0303616 9.375 9.625 982997 142631 18324 23698 14486
9.75 0.0253448 0.0778596 0.0252891 0.0310019 0.0982362 0.0309732 0.0396239 0.121565 0.0394531 0.0445339 0.129951 0.0445153 9.625 9.875 2.79078e+06 387641 49704 49632 27597
10 0.0232244 0.0831918 0.0230544 0.0279538 0.0976902 0.0277823 0.0347325 0.115163 0.0345022 0.0377347 0.114624 0.037297 9.875 10.125 3.79165e+06 623056 84435 78232 41901
10.25 0.0208016 0.0891651 0.0204229 0.0245851 0.103003 0.0241742 0.0319285 0.119748 0.0311696 0.0281905 0.118647 0.0274644 10.125 10.375 2.69975e+06 582045 84367 73131 36833
