#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.949334 0.019868 0.0455725 0.966578 0.0095399 0.0467148 0.964189 0.0117186 0.0406957 7.2 7.4 750404 21654 22999 20672
7.5 0.953609 0.0168052 0.0428333 0.965909 0.0130513 0.0391462 0.971735 0.0079419 0.0418103 7.4 7.6 649499 21185 22307 19746
7.7 0.956898 0.0135483 0.0441908 0.969524 0.010669 0.0370018 0.970693 0.0112952 0.0389539 7.6 7.8 541880 19283 20475 18125
7.9 0.947939 0.0207098 0.0356586 0.971506 0.00867486 0.0379735 0.973499 0.0079428 0.0385687 7.8 8 441147 17143 18432 16124
8.1 0.940073 0.0188584 0.0312979 0.97012 0.00863099 0.0385068 0.968775 0.0109652 0.034515 8 8.2 354933 14977 15927 13808
8.3 0.947112 0.0121769 0.0399885 0.966516 0.00986928 0.0354094 0.9706 0.00711238 0.036189 8.2 8.4 285610 12986 14112 12214
8.5 0.946698 0.00873971 0.0415149 0.968269 0.00644082 0.0363927 0.972384 0.00378561 0.0381645 8.4 8.6 234446 12111 12697 10686
8.7 0.931003 0.0179651 0.0321429 0.960554 0.00830835 0.0359961 0.964639 0.00606322 0.0350325 8.6 8.8 193132 11022 10874 9217
8.9 0.915576 0.0182605 0.0295429 0.955622 0.00369704 0.0377432 0.967761 0.00420195 0.0340441 8.8 9 156808 9845 9199 7890
9.1 0.907523 0.0127053 0.0309112 0.935708 0.0102119 0.0276443 0.94695 0.014789 0.0265261 9 9.2 128447 8420 7807 6663
9.3 0.89465 0.00962192 0.0294431 0.917826 0.014017 0.0241775 0.945421 0.000355661 0.043788 9.2 9.4 106635 7034 6607 5656
9.5 0.880578 0.00936371 0.0321894 0.906823 0.00906467 0.028905 0.925714 0.0120727 0.0326207 9.4 9.6 89916 5480 5692 4900
9.7 0.873248 0.00579423 0.0335706 0.870444 0.0187835 0.0233543 0.908441 0.00871605 0.0353609 9.6 9.8 75922 4070 4823 4294
9.9 0.875211 0.00351101 0.0376521 0.812712 0.0345936 0.0162849 0.854005 0.0243849 0.0248907 9.8 10 64954 2683 4302 3869
10.1 0.858369 0.0134258 0.0235646 0.742493 0.0376072 0.00715828 0.79811 0.0168954 0.0290264 10 10.2 56702 1511 3929 3365
10.3 0.855491 0.00747162 0.0414752 0.66814 0.0319919 0.0187144 0.674334 0.0561938 -0.00138533 10.2 10.4 49936 741 3621 3114
10.5 0.85 -0.00819212 0.0734043 0.605556 0.025425 0.028572 0.646959 0.00814152 0.0330355 10.4 10.6 42918 293 3301 2646
10.7 0.863636 0.00174826 0.10925 0.548227 0.034304 0.0232107 0.526117 0.0293656 0.0186185 10.6 10.8 34398 124 2423 2259
10.9 0.571429 0.178571 0 0.533937 0.0157258 0.05477 0.43745 0.0253955 0.0340949 10.8 11 23743 39 1567 1618
11.1 0.777778 0.0555555 0.222222 0.544872 0.0305342 0.0822679 0.327957 0.0453264 0.0320068 11 11.2 13221 10 626 907
11.3 0 0.5 0 0.53271 -0.00666857 0.152429 0.245478 0.0235093 0.0557674 11.2 11.4 5975 2 130 438
11.5 0 0 0 0.285714 0.142857 0.285714 0.217391 0.00841515 0.0864389 11.4 11.6 2158 0 7 123
11.7 0 0 0 0 0 0 0.181818 0.0181818 0.0984849 11.6 11.8 640 0 0 24
11.9 0 0 0 0 0 0 0 0 0 11.8 12 195 0 0 2
12.1 0 0 0 0 0 0 0 0 0 12 12.2 26 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 2 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
