#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0691178 0 0 0.085398 0 0 0.0974576 0 0 0.0972644 0 0 0.0636364 0 8.625 8.875 39948 38051 1897 236 329 110
9.00 0 0.108404 0 0 0.125232 0 0 0.113636 0 0 0.12588 0 0 0.12297 0 8.875 9.125 72259 66326 5933 880 1279 431
9.25 0 0.087811 0 4.59844e-05 0.136183 2.29922e-05 0.000307361 0.141079 0.000153681 0 0.138339 0 0 0.145859 0 9.125 9.375 342362 298869 43493 6507 9043 3284
9.50 1.32935e-05 0.0554083 2.49254e-06 1.69855e-05 0.14329 -5.66184e-06 0 0.153103 0 3.61847e-05 0.180923 0 0 0.188206 0 9.375 9.625 1.38021e+06 1.20359e+06 176621 26616 27636 9123
9.75 0.000100088 0.0640279 1.57856e-05 0.000145147 0.156892 5.25883e-05 0.000292933 0.189639 8.78739e-05 0.000252698 0.216528 0.000108281 0.000180865 0.227467 6.02882e-05 9.625 9.875 3.45277e+06 2.97739e+06 475380 68275 55402 16587
10.00 7.00814e-05 0.0526408 1.87666e-05 5.92969e-05 0.147018 1.06196e-05 7.17147e-05 0.176895 1.02443e-05 4.06868e-05 0.199794 2.71174e-05 9.45135e-05 0.198421 4.72299e-05 9.875 10.125 4.06803e+06 3.41032e+06 657707 97609 73734 21161
10.25 8.58714e-06 0.0395967 1.80782e-06 1.84398e-05 0.140818 1.77515e-06 2.11754e-05 0.164976 -3.8126e-09 6.08235e-05 0.183377 1.48705e-05 0 0.177 0 10.125 10.375 2.80915e+06 2.21261e+06 596537 94449 65764 18450
10.50 7.82907e-07 0.0319606 0 8.45949e-06 0.137948 -1.27324e-05 1.21513e-05 0.159314 -2.31391e-05 1.92319e-05 0.173557 -3.74082e-05 0 0.168476 0 10.375 10.625 1.75013e+06 1.27729e+06 472842 82296 51997 14113
10.75 1.34507e-06 0.0272645 -1.34507e-06 7.03253e-05 0.140249 -3.57189e-05 2.94308e-05 0.150584 -4.45742e-05 0.000213044 0.168202 -9.35082e-05 0.000399082 0.154116 -0.000118463 10.625 10.875 1.08473e+06 743457 341271 67956 37551 10023
11.00 2.30711e-06 0.0257566 -1.38427e-05 0.000539861 0.14019 -0.000593479 0.000343823 0.138852 -0.000515878 0.00144945 0.1624 -0.00100526 0.00155836 0.155366 -0.000664214 10.875 11.125 637199 433443 203756 49444 25527 6417
11.25 5.52151e-05 0.0277495 -9.85983e-05 0.00496499 0.14131 -0.00318731 0.00221851 0.132281 -0.00253374 0.00844085 0.156597 -0.00480832 0.0124193 0.1477 -0.00310944 11.125 11.375 361510 253554 107956 32905 16586 4026
11.50 0.00090209 0.0295064 -0.000706861 0.0372547 0.139769 -0.00399453 0.0168995 0.124241 -0.004247 0.0508536 0.148871 -0.00489121 0.0704225 0.13729 -0.00521474 11.375 11.625 205557 148544 57013 18107 11130 2485
11.75 0.0108258 0.0357589 -0.0010744 0.171989 0.124955 0.0160848 0.0846446 0.110223 0.00644067 0.218 0.136595 0.0314382 0.224787 0.128895 0.0277636 11.625 11.875 115817 85629 30188 5529 7500 1646
12.00 0.0940219 0.0566843 0.0159874 0.448696 0.0670034 0.0511399 0.268421 0.113825 0.0392914 0.489037 0.0647098 0.0510116 0.543173 0.0548173 0.0469001 11.875 12.125 64910 49414 15496 570 5108 996
12.25 0.374821 0.0566911 0.0432803 0.748237 0.0274425 0.0377789 0.706897 0.0531034 0.0193965 0.755194 0.0274565 0.0419878 0.785928 0.0303047 0.03479 12.125 12.375 35546 27888 7658 58 3321 668
12.50 0.743422 0.0938652 0.112806 0.906744 0.0341865 0.0469458 0.947368 0.0526316 0.0140351 0.896868 0.0357826 0.05426 0.941834 0.0179113 0.038037 12.375 12.625 19265 15469 3796 19 1852 447
12.75 0.928685 0.0327268 0.0915863 0.96338 0.0131298 0.0409084 1 0 0 0.949914 0.0190519 0.0525223 0.951219 0.0121951 0.0239468 12.625 12.875 9964 8189 1775 7 579 328
13.00 0.964684 0.00348514 0.0276487 0.982118 0.00307685 0.00811011 0 0 0 0.982759 0 0.0191223 0.985714 0.00502646 0.0053221 12.875 13.125 5031 4304 727 0 58 210
13.25 0.975425 0.00094521 0.010397 0.974074 0.00733858 0.00680137 0 0 0 1 0 0 0.968504 0.00824022 0.00129086 13.125 13.375 2386 2116 270 0 1 127
