#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.974009 0.0133168 0.0590053 0.982968 0.00884062 0.0508185 0.983227 0.00752074 0.0536348 7.2 7.4 728096 24786 24391 19466
7.5 0.981308 0.00860333 0.0599679 0.987563 0.0031687 0.0581876 0.982747 0.00802225 0.0495388 7.4 7.6 611347 23329 22596 17781
7.7 0.97771 0.00929779 0.0614032 0.982143 0.00856543 0.0527216 0.983369 0.00753695 0.0503551 7.6 7.8 503985 21045 20087 15796
7.9 0.973203 0.0114071 0.0582168 0.982689 0.00690985 0.0532903 0.984499 0.00527823 0.0529322 7.8 8 407613 18193 17471 13714
8.1 0.971464 0.00865376 0.0533894 0.983823 0.00133175 0.0555966 0.986853 0.00312144 0.0510752 8 8.2 328311 16494 15479 11774
8.3 0.971718 0.00575227 0.0503671 0.982743 0.00190741 0.0498714 0.984434 0.00337416 0.0553473 8.2 8.4 270306 15499 13876 10567
8.5 0.969173 0.00365335 0.0554409 0.983366 0.000202119 0.0509156 0.983131 0.00170457 0.0503615 8.4 8.6 220699 14105 12367 9083
8.7 0.957639 0.00977051 0.0465136 0.976711 0.00191367 0.0487372 0.983157 -0.00164181 0.0511587 8.6 8.8 175789 12155 10498 7666
8.9 0.956506 0.00323546 0.0463939 0.977407 -0.000900447 0.0538337 0.971963 0.0041824 0.0456266 8.8 9 141663 10546 8815 6408
9.1 0.952047 0.00343513 0.0401756 0.958111 0.00863403 0.0477442 0.971302 0.000753462 0.0499422 9 9.2 115691 8939 7439 5377
9.3 0.930818 0.00839472 0.0335608 0.958296 -0.0030725 0.0514531 0.954463 0.00679988 0.0474563 9.2 9.4 96912 7328 6381 4678
9.5 0.924918 0.00251925 0.0342847 0.925647 0.00983679 0.0478088 0.933453 0.008367 0.0449269 9.4 9.6 82978 5847 5553 4167
9.7 0.928415 -0.00341487 0.0381351 0.885317 0.0222577 0.0328003 0.880706 0.0258206 0.0350052 9.6 9.8 71843 4415 5046 3699
9.9 0.911579 0.00704521 0.0251898 0.817842 0.0328405 0.0214447 0.840024 0.024751 0.0280164 9.8 10 63175 2925 4429 3381
10.1 0.905109 0.00639498 0.0354819 0.754475 0.0314637 0.017988 0.795195 0.011686 0.0359675 10 10.2 56708 1760 4162 3138
10.3 0.915408 -0.00436491 0.0489306 0.676056 0.0333454 0.0113611 0.682317 0.043545 0.0108347 10.2 10.4 51006 917 4039 2838
10.5 0.834586 0.0536488 0.00258642 0.624828 0.0155659 0.0256343 0.605313 0.0186234 0.025151 10.4 10.6 44562 351 3581 2528
10.7 0.836735 0.0123219 0.129418 0.561688 0.0242047 0.0209798 0.484173 0.0280586 0.00830591 10.6 10.8 35424 133 2830 2039
10.9 0.705882 0.0798319 0.105882 0.56584 0.00999576 0.0547071 0.40333 0.0173787 0.029641 10.8 11 23634 39 1665 1491
11.1 0.888889 0.111111 0.0555556 0.545035 -0.00146616 0.0855752 0.270928 0.0392165 0.018896 11 11.2 12504 13 658 823
11.3 0 1 0 0.491071 0.0285364 0.108521 0.208609 0.0074186 0.0615504 11.2 11.4 5232 1 155 351
11.5 0 0 0 0.5 0.166667 0.357143 0.10989 0.0474133 0.0229336 11.4 11.6 1615 0 10 100
11.7 0 0 0 0 0 0 0 0.115385 0 11.6 11.8 435 0 0 13
11.9 0 0 0 0 0 0 0 0 0 11.8 12 88 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 9 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
