#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.958713 0.014976 0.0487556 0.970647 0.00905424 0.045967 0.97139 0.00969291 0.0468861 7.2 7.4 745627 22314 23314 20145
7.5 0.962711 0.0116752 0.0469446 0.971909 0.011322 0.0422319 0.975765 0.00775909 0.0429257 7.4 7.6 642593 21534 22468 19291
7.7 0.959776 0.015312 0.0422274 0.97274 0.00887746 0.0391325 0.974726 0.010126 0.0415704 7.6 7.8 535083 19578 20646 17290
7.9 0.954413 0.014146 0.0436363 0.972489 0.010141 0.0397241 0.972903 0.0101433 0.0389591 7.8 8 435696 17490 18247 15421
8.1 0.940348 0.0221925 0.0332917 0.974803 0.00630885 0.041942 0.971648 0.0104412 0.0359915 8 8.2 350338 15215 15902 13397
8.3 0.950292 0.0116153 0.0385433 0.971717 0.00479436 0.0388044 0.972985 0.00667632 0.0384527 8.2 8.4 281516 13358 14135 11560
8.5 0.95012 0.00985122 0.041099 0.971227 0.00550914 0.0377954 0.973542 0.00436598 0.0391387 8.4 8.6 232515 12476 12632 10404
8.7 0.937114 0.0122073 0.033704 0.960493 0.0075233 0.0363972 0.967661 0.0070346 0.033873 8.6 8.8 190173 11293 10834 8850
8.9 0.925596 0.0132058 0.0329319 0.957311 0.00422758 0.0385441 0.972021 0.00047344 0.0398828 8.8 9 154691 9963 9264 7576
9.1 0.914717 0.0102524 0.0331344 0.941642 0.00807118 0.0326675 0.955176 0.00813234 0.0337501 9 9.2 126476 8513 7754 6305
9.3 0.895405 0.0126232 0.025685 0.931151 0.00728667 0.0322782 0.946365 0.00603408 0.0350387 9.2 9.4 105111 7124 6568 5409
9.5 0.883134 0.0111984 0.0293102 0.89873 0.0206715 0.0260396 0.930931 0.00896418 0.0394173 9.4 9.6 88931 5527 5772 4746
9.7 0.898122 -0.00183302 0.0453731 0.877258 0.0122699 0.0240699 0.902745 0.0114624 0.0333642 9.6 9.8 75670 4126 4852 4185
9.9 0.86766 0.015889 0.0230726 0.826199 0.0240552 0.0226417 0.845111 0.0272923 0.0197793 9.8 10 64949 2728 4332 3708
10.1 0.873435 0.00619429 0.0414482 0.742832 0.0404874 0.0123653 0.812143 0.00915134 0.036633 10 10.2 56812 1600 4021 3310
10.3 0.88141 -0.000765085 0.0468514 0.669783 0.03576 0.00883901 0.688207 0.04338 0.00514364 10.2 10.4 50189 740 3771 3008
10.5 0.835443 -0.00100595 0.0623934 0.601511 0.030068 0.0153555 0.625568 0.0163798 0.0252428 10.4 10.6 43326 322 3303 2665
10.7 0.69697 0.0749601 0.0177244 0.54848 0.0251597 0.0317814 0.514132 0.0318291 0.0113627 10.6 10.8 34360 112 2564 2106
10.9 0.875 -0.0568182 0.195 0.516619 0.0296857 0.0330602 0.435876 0.0228556 0.0317541 10.8 11 23974 42 1522 1574
11.1 0 0.777778 -0.25 0.537445 0.0163308 0.0748187 0.323219 0.0414869 0.0319569 11 11.2 12963 7 634 907
11.3 1 0 1 0.53913 -0.00391918 0.14154 0.228022 0.0255393 0.0511927 11.2 11.4 5891 1 144 411
11.5 0 0 0 0.6 0.15 0.6 0.135417 0.0532626 0.0368251 11.4 11.6 2004 0 10 106
11.7 0 0 0 0 0 0 0.153846 0.0461538 0.0871795 11.6 11.8 627 0 0 26
11.9 0 0 0 0 0 0 0 0 0 11.8 12 167 0 0 2
12.1 0 0 0 0 0 0 0 0 0 12 12.2 20 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 5 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
