#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0661006 0 0 0.0699659 0 0 0.0707965 0 0 0.0673077 0 0 0.12 0 8.625 8.875 67355 65597 1758 226 208 25
9.00 0 0.0968689 0 0 0.0977787 0 0 0.0996483 0 0 0.100127 0 0 0.0956522 0 8.875 9.125 118290 113473 4817 853 789 115
9.25 0 0.0796247 0 2.6284e-05 0.108553 2.6284e-05 0 0.112672 0 0 0.117887 0 0 0.116558 0 9.125 9.375 516930 478884 38046 6905 6608 918
9.50 8.90169e-06 0.0545324 4.15412e-06 2.95438e-05 0.123567 9.84795e-06 5.85223e-05 0.147271 0 3.90717e-05 0.167149 3.90717e-05 0 0.165644 0 9.375 9.625 1.88816e+06 1.68507e+06 203088 34175 25594 3423
9.75 4.40863e-05 0.0639387 1.4978e-05 6.97015e-05 0.138236 2.93444e-05 7.22413e-05 0.181811 3.6118e-05 6.03926e-05 0.212582 2.01292e-05 0 0.20111 0 9.625 9.875 4.0837e+06 3.53852e+06 545182 83055 49675 6126
10.00 3.97791e-05 0.0508244 1.81847e-05 4.37988e-05 0.133645 1.65847e-05 5.83385e-05 0.169569 2.90953e-05 3.48712e-05 0.192436 -6.9449e-08 0.000141784 0.189929 1.60639e-07 9.875 10.125 4.18155e+06 3.51943e+06 662119 102848 57354 7053
10.25 6.29e-06 0.0380752 3.145e-06 1.3581e-05 0.131132 -1.5925e-06 4.11455e-05 0.166292 1.00506e-05 3.97464e-05 0.184399 -2.04861e-05 0 0.179042 0 10.125 10.375 2.81482e+06 2.22576e+06 589059 97216 50319 6051
10.50 1.56844e-06 0.0296043 7.84221e-07 1.87527e-05 0.13171 2.58113e-07 2.26447e-05 0.155669 3.5757e-07 7.40905e-05 0.171897 -1.99752e-06 0 0.159363 0 10.375 10.625 1.75508e+06 1.27515e+06 479932 88321 40491 4688
10.75 1.35869e-06 0.0250584 0 7.38635e-05 0.13255 7.73369e-07 8.31451e-05 0.144489 2.51001e-05 0.00027328 0.165295 -2.61112e-05 0 0.149476 0 10.625 10.875 1.07446e+06 736002 338462 72163 29274 3423
11.00 7.07525e-06 0.0244261 2.35842e-06 0.000633439 0.137107 0.000109409 0.000357881 0.140421 3.83223e-05 0.00164745 0.170233 0.000304749 0.000897263 0.160124 5.60039e-06 10.875 11.125 608719 424013 184706 50296 19424 2229
11.25 7.80095e-05 0.0272294 -4.10576e-06 0.00573455 0.146806 0.000382513 0.00340188 0.142969 0.000201488 0.0114571 0.176989 0.000736787 0.0143575 0.167526 0.00357389 11.125 11.375 337726 243560 94166 32629 13005 1393
11.50 0.000903096 0.0307124 -0.000172018 0.0383438 0.149246 0.00517425 0.0203679 0.136862 0.00109645 0.0614419 0.159389 0.0068608 0.0886999 0.137577 0.0112091 11.375 11.625 186881 139520 47361 17233 8447 823
11.75 0.0107037 0.0400086 3.80911e-05 0.150602 0.146519 0.0232105 0.0773749 0.120365 0.0118184 0.192907 0.152736 0.0306946 0.213262 0.127083 0.0366851 11.625 11.875 102496 78758 23738 4937 5837 558
12.00 0.0744637 0.0520695 0.0117598 0.378323 0.105622 0.0487968 0.299445 0.0707203 0.0513539 0.420707 0.110173 0.0484443 0.470588 0.0827112 0.047091 11.875 12.125 55237 43538 11699 541 3960 374
12.25 0.283311 0.0507966 0.0343574 0.659328 0.0375845 0.0356616 0.65 0.05 0.0785714 0.685714 0.0407282 0.038223 0.77193 0.0235248 0.0318417 12.125 12.375 28932 23663 5269 40 2450 228
12.50 0.605206 0.104362 0.0899012 0.838803 0.0410479 0.0364535 0.857143 0 0.142857 0.820588 0.0470153 0.0415184 0.898089 0.0115883 0.0183423 12.375 12.625 14854 12447 2407 7 1360 157
12.75 0.853842 0.0754051 0.105407 0.938208 0.0268485 0.0516757 1 0 0 0.905013 0.0366313 0.0629079 0.94898 0.0404941 0.0689796 12.625 12.875 7204 6233 971 1 379 98
13.00 0.952605 0.0171428 0.0594958 0.979885 0.00868636 0.0367032 0 0 0 0.948718 0.025641 0.0769231 0.985915 0.0140845 0.0414711 12.875 13.125 3323 2975 348 0 39 71
13.25 0.972112 0.00159359 0.0151395 0.977273 0.00757575 0.0227273 0 0 0 0.666667 0 0 1 0 0 13.125 13.375 1387 1255 132 0 3 47
