#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -1.49452e-05 0.00237003 9.96348e-05 -1.49452e-05 1.49452e-05 0.0130012 -1.49452e-05 0.00768832 0.00850882 -1.49452e-05 1.49452e-05 0.0739191 8.625 8.875 203215 2482 44 10 0
9 -1.24607e-05 0.0118 -1.24607e-05 -1.24607e-05 1.24607e-05 0.00442667 -1.24607e-05 1.24607e-05 0.0427877 -1.24607e-05 1.24607e-05 0.108349 8.875 9.125 324369 3360 210 36 0
9.25 3.34864e-06 0.0141177 5.15677e-06 -4.15871e-05 0.0333539 -2.16976e-05 -4.15871e-05 0.0323611 0.000146459 -4.15871e-05 4.0683e-05 0.0876412 9.125 9.375 1.12837e+06 22254 2770 432 0
9.5 0.000219276 0.0234193 0.00021189 0.000673419 0.0595599 0.000673419 -0.00013228 0.0820006 -0.000128341 -0.00013228 0.000129654 0.057659 9.375 9.625 3.23999e+06 193426 23582 2997 0
9.75 0.000879027 0.038635 0.000841587 0.00252202 0.0974207 0.00241124 0.00441924 0.113674 0.00387481 -0.000429695 0.000413069 0.0711361 9.625 9.875 4.73963e+06 469160 52173 5362 0
10 0.00247003 0.0632199 0.00229704 0.0063737 0.130143 0.00576082 0.0106911 0.130782 0.0101842 -0.00042003 0.000395074 0.0650978 9.875 10.125 3.58341e+06 497913 59025 5760 0
10.25 0.00767574 0.102123 0.00706212 0.0149876 0.153794 0.0135983 0.0205044 0.169661 0.0175445 -0.000581589 0.000543198 0.0479945 10.125 10.375 2.16460e+06 419385 57421 5359 0
