#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00968668 0.0264861 0.00735456 0.0617003 0.108255 0.0403648 0.0650704 0.117947 0.0450643 0.0831654 0.123975 0.0536178 0.0781886 0.118768 0.0493275 7.2 7.4 706845 522470 184375 27355 24806 16473
7.5 0.0088984 0.0242381 0.00580506 0.062104 0.101794 0.0343252 0.0647978 0.103561 0.0386815 0.080873 0.118432 0.0421553 0.072685 0.114009 0.036482 7.4 7.6 581907 423447 158460 24970 21948 14611
7.7 0.00890196 0.0221044 0.00490198 0.0665161 0.0973194 0.0279618 0.0685201 0.101384 0.0330247 0.0769992 0.112895 0.0250354 0.0767567 0.107573 0.0282777 7.6 7.8 474380 340262 134118 22373 19195 12481
7.9 0.00860584 0.0205439 0.00324509 0.0743199 0.0949521 0.0214392 0.0735026 0.0980526 0.0227056 0.0901981 0.101245 0.025488 0.0836256 0.0981753 0.0201994 7.8 8 387463 269352 118111 20285 17262 11121
8.1 0.00979197 0.0197876 0.0020949 0.0779324 0.0898684 0.0111528 0.0759957 0.0940415 0.0109421 0.0946555 0.0958028 0.0123924 0.0865761 0.0940642 0.0116674 8 8.2 319186 210887 108299 19409 15530 9714
8.3 0.0114521 0.0199116 0.00128968 0.0810967 0.0811554 0 0.0815897 0.0792004 0.00318064 0.093208 0.093687 -0.00497697 0.0915777 0.0873829 -0.00392652 8.2 8.4 259145 163987 95158 18066 13722 8430
8.5 0.0146739 0.0204239 0.000245252 0.0925926 0.0748423 -0.0057213 0.0893284 0.0767267 -0.00321782 0.110148 0.0831727 -0.00663447 0.105136 0.0805146 -0.00726072 8.4 8.6 205296 127914 77382 15471 11766 7010
8.7 0.0182676 0.0187586 0 0.111822 0.0713951 -0.0097417 0.107515 0.0686378 -0.00603325 0.126171 0.0805535 -0.0110391 0.132136 0.0808227 -0.0103522 8.6 8.8 162076 100451 61625 13161 9717 5956
8.9 0.0249226 0.017041 0.000219772 0.138217 0.0653707 -0.0109217 0.126858 0.0644091 -0.00793467 0.153375 0.0755225 -0.0117489 0.16909 0.0705888 -0.0037912 8.8 9 129155 80449 48706 11099 8163 4814
9.1 0.0334762 0.0179972 0.000401281 0.168543 0.0651802 -0.0112258 0.143631 0.0633769 -0.00972526 0.19504 0.0661045 -0.00875773 0.193955 0.064011 -0.00643432 9 9.2 103964 64882 39082 9051 6855 4202
9.3 0.0461316 0.0185761 0.00200866 0.20173 0.0599547 -0.00653172 0.159586 0.0551534 -0.00622824 0.228245 0.0623494 -0.00619665 0.221907 0.0652474 -0.00859334 9.2 9.4 86606 54583 32023 7438 6033 3524
9.5 0.0647244 0.0176922 0.00554349 0.249981 0.0539788 0.0016804 0.184538 0.0539029 -0.00173809 0.282908 0.052029 0.00371379 0.276616 0.0574949 0.00766319 9.4 9.6 74395 47401 26994 5782 5295 3203
9.7 0.0944369 0.0157449 0.0106726 0.296748 0.055265 0.0041863 0.191844 0.0651001 -0.00211705 0.334221 0.0505196 0.00869992 0.339768 0.0439852 0.0126993 9.6 9.8 64781 41721 23060 4316 4880 2849
9.9 0.135348 0.0164443 0.0156257 0.350683 0.0456215 0.00950444 0.207984 0.0605234 0.0012639 0.391961 0.0430794 0.0146242 0.395988 0.0400402 0.0120527 9.8 10 58701 38412 20289 2981 4503 2692
10.1 0.18822 0.0154878 0.0185665 0.412277 0.0447988 0.00499648 0.232444 0.0614425 -0.000342682 0.462366 0.0376344 0.01412 0.462439 0.0416559 0.00734234 10 10.2 54185 36282 17903 1837 4185 2476
