#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00146212 0.105889 0.00133938 0.00137931 0.123864 0.00128476 0.00214474 0.137636 0.00192457 0.00315123 0.129354 0.0029146 7.2 7.4 681208 179330 30744 23102 9695
7.5 0.00150141 0.110037 0.00119195 0.00152087 0.122279 0.00120025 0.00302096 0.135062 0.00261191 0.0021977 0.127194 0.00162367 7.4 7.6 546823 153615 28042 20379 8631
7.7 0.00146096 0.108958 0.000708551 0.00111341 0.120242 0.000580141 0.00306754 0.135078 0.00182891 0.0031217 0.124809 0.0015783 7.6 7.8 445691 137679 26358 18307 7448
7.9 0.00144618 0.102188 -2.8013e-06 0.00134118 0.107129 0.000254974 0.00234585 0.127602 4.78046e-05 0.00180377 0.116643 -0.000701631 7.8 8 369980 127791 25616 16741 6817
8.1 0.00150117 0.096764 -0.00122816 0.00131272 0.100395 -0.00114063 0.00302692 0.1197 -0.00196192 0.00199818 0.108396 -0.00208571 8 8.2 302796 112048 23641 15025 6002
8.3 0.00230362 0.0914198 -0.00322736 0.00173356 0.0955803 -0.00327508 0.00365224 0.114056 -0.0051595 0.00543465 0.109408 -0.00300693 8.2 8.4 241453 91180 20672 12614 5011
8.5 0.00474767 0.0900131 -0.00610674 0.00412362 0.0908391 -0.00512933 0.00738455 0.113112 -0.0076482 0.00634725 0.103173 -0.00777205 8.4 8.6 189183 71351 17756 10687 4161
8.7 0.0078802 0.0883399 -0.0112826 0.00643533 0.0805426 -0.00904742 0.0105033 0.109639 -0.0137966 0.0104374 0.0976468 -0.0140507 8.6 8.8 147535 55243 14752 8903 3336
8.9 0.0164698 0.0840369 -0.0124824 0.0102733 0.0745552 -0.00941445 0.0232581 0.105519 -0.0146068 0.0252271 0.095072 -0.0128183 8.8 9 114874 42316 11896 7190 2800
9.1 0.0304759 0.0816943 -0.0144623 0.0195614 0.0634137 -0.0102972 0.0383045 0.101218 -0.0165511 0.0454843 0.0902594 -0.0107115 9 9.2 90516 33313 9388 6111 2265
9.3 0.0533126 0.0772388 -0.0109111 0.026194 0.0589454 -0.00622487 0.0716475 0.0928233 -0.00710706 0.0778979 0.0830409 -0.00500122 9.2 9.4 73389 26534 7156 5190 1971
9.5 0.0817739 0.074992 -0.000676483 0.0280046 0.0625226 -0.00461831 0.112943 0.083563 -0.000266396 0.117654 0.0678266 0.00377943 9.4 9.6 61318 21903 5350 4526 1708
9.7 0.117305 0.0671347 0.013512 0.0279904 0.0579111 0.00823548 0.16023 0.0666329 0.0199329 0.163707 0.0662066 0.0143593 9.6 9.8 53465 18789 3766 4356 1543
9.9 0.140829 0.068958 0.0187822 0.00375639 0.0814956 0.0114648 0.187999 0.0690105 0.019966 0.202531 0.0611021 0.0192952 9.8 10 48078 16084 2439 4015 1489
10.1 0.16356 0.0651418 0.0217843 -0.049766 0.101218 0.0131822 0.222166 0.0634253 0.0227246 0.241815 0.0545788 0.0166873 10 10.2 44909 14347 1423 3899 1388
10.3 0.169694 0.058919 0.0251798 -0.0696218 0.0657739 0.034178 0.225222 0.048774 0.0320199 0.250381 0.0486033 0.0205538 10.2 10.4 42705 12698 777 3782 1467
