#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 1.25897e-05 0.0623316 1.25897e-05 0 0.0635514 0 0 0.0582011 0 0 0.0833333 0 0 0 0 8.625 8.875 81035 79430 1605 189 180 13
9.00 0 0.0976555 0 0 0.0930388 0 0 0.0886814 0 0 0.0943953 0 0 0.102941 0 8.875 9.125 140931 136449 4482 857 678 68
9.25 1.80373e-06 0.0825782 1.80373e-06 0 0.114061 0 0 0.118567 0 0 0.130935 0 0 0.127103 0 9.125 9.375 590345 554408 35937 6840 5560 535
9.50 4.28435e-06 0.0537311 2.14217e-06 1.42931e-05 0.117618 4.76438e-06 2.78839e-05 0.141734 0 4.26548e-05 0.162053 4.26548e-05 0 0.168173 0 9.375 9.625 2.07715e+06 1.86726e+06 209891 35863 23444 1992
9.75 3.96984e-05 0.0600921 1.47528e-05 4.81942e-05 0.131638 1.78464e-05 4.65149e-05 0.172302 1.16279e-05 4.40878e-05 0.20515 -2.91766e-09 0 0.205106 0 9.625 9.875 4.28834e+06 3.72811e+06 560233 85994 45364 3447
10.00 2.90186e-05 0.0487999 8.25039e-06 3.20183e-05 0.130837 1.21687e-05 3.89048e-05 0.16846 1.94458e-05 2.00076e-05 0.187055 -4.49345e-08 0 0.177238 0 9.875 10.125 4.17086e+06 3.51499e+06 655875 102815 49981 3923
10.25 3.62566e-06 0.0386237 4.53207e-07 1.89795e-05 0.130366 -1.74447e-06 4.12137e-05 0.164502 9.67132e-06 4.55239e-05 0.183218 -5.70617e-08 0 0.16808 0 10.125 10.375 2.78607e+06 2.2065e+06 579572 97055 43933 3343
10.50 7.93108e-07 0.0299256 -7.93108e-07 1.46564e-05 0.134911 -1.01561e-06 4.50385e-05 0.157652 -8.89607e-06 0 0.171099 -2.77001e-05 0 0.168665 0 10.375 10.625 1.73847e+06 1.26086e+06 477607 88813 35385 2652
10.75 1.37598e-06 0.0271674 0 0.000133836 0.136604 4.70036e-05 9.81932e-05 0.147244 0 0.000513814 0.16995 0.000179645 0 0.148993 0 10.625 10.875 1.05552e+06 726754 328761 71288 25301 1944
11.00 1.92435e-05 0.0263804 9.62175e-06 0.00132092 0.135883 0.000577675 0.000953869 0.140342 0.0004847 0.00289273 0.166034 0.00113703 0.0016 0.16067 -3.3987e-05 10.875 11.125 590603 415725 174878 49273 16939 1250
11.25 0.000168989 0.0281535 5.49214e-05 0.00923077 0.155712 0.00390109 0.0069462 0.144152 0.00321907 0.016428 0.181026 0.0051034 0.0176678 0.170346 0.00665193 11.125 11.375 324452 236702 87750 31672 11383 849
11.50 0.00139212 0.0329888 0.000362839 0.0477073 0.145713 0.0138306 0.0276359 0.137033 0.00847227 0.0733871 0.164579 0.0187941 0.0949074 0.150571 0.011772 11.375 11.625 178226 135046 43180 16645 7440 432
11.75 0.0141904 0.0414153 0.00166086 0.159466 0.150981 0.0316692 0.0866245 0.127025 0.0164729 0.199021 0.161622 0.0410504 0.246835 0.130064 0.0468354 11.625 11.875 96370 75262 21108 4583 5105 316
12.00 0.0785042 0.0545032 0.0112673 0.367651 0.113926 0.0493501 0.267857 0.0951058 0.0404789 0.409831 0.120106 0.0503973 0.418103 0.0885045 0.0719496 11.875 12.125 51104 40915 10189 448 3377 232
12.25 0.254623 0.0520287 0.0367099 0.606129 0.0535606 0.0398939 0.518519 0.0584046 0.037037 0.646754 0.0492494 0.0413025 0.732824 0.0423694 0.0453244 12.125 12.375 26176 21738 4438 27 2126 131
12.50 0.544897 0.0995733 0.0734352 0.784434 0.0459092 0.0347033 1 0 0 0.77213 0.0464583 0.0364975 0.811111 0.0777778 0.0156565 12.375 12.625 13201 11248 1953 5 1141 90
12.75 0.793173 0.0911439 0.104428 0.909589 0.0410959 0.044907 0 0 0 0.877814 0.0604982 0.0693719 0.897059 0.0394491 0.071662 12.625 12.875 6150 5420 730 0 311 68
13.00 0.936161 0.0284184 0.0778419 0.97037 0.00664115 0.0461279 0 0 0 0.852941 0.0258467 0.0882353 1 0 0 12.875 13.125 2698 2428 270 0 34 46
13.25 0.969844 0.00583661 0.0272374 0.974684 0.0126582 0.0396186 0 0 0 0.5 0.5 0 1 0 0.03125 13.125 13.375 1107 1028 79 0 2 33
13.50 0.974093 0.00518137 0.00777203 0.941176 0 0.00784314 0 0 0 0 0 0 1 0 0 13.375 13.625 403 386 17 0 0 10
