#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00441862 0 0 0 0.0144959 0 0.0110515 0 0 0.0130599 1.42191e-05 8.625 8.875 72123 1795 225 233 19
9 0 0.00450049 5.32717e-06 0 0 0.00984231 0 0.0257509 0 0 0 0.0284754 8.875 9.125 126506 4618 868 735 95
9.25 2.70292e-05 0.0316938 2.70292e-05 0 0.0386166 1.96593e-06 0 0.0451496 1.96593e-06 0 0.0415555 1.96593e-06 9.125 9.375 545662 36997 6771 6247 760
9.5 3.4367e-05 0.0639609 1.11787e-05 8.20104e-05 0.0887546 2.94255e-05 3.61247e-05 0.105828 3.78336e-05 -4.55717e-06 0.105736 4.55717e-06 9.375 9.625 1.961e+06 205528 34655 24581 2846
9.75 2.1653e-05 0.0714984 1.38387e-05 1.19918e-05 0.114333 2.9504e-08 3.66982e-05 0.13793 1.65464e-05 0.000147092 0.126583 0.000162585 9.625 9.875 4.16556e+06 551028 84316 47615 5144
10 -1.88034e-06 0.0779518 -7.50164e-07 -2.03947e-05 0.114671 -1.53115e-05 1.55894e-05 0.134935 6.18559e-06 0.000131028 0.129631 9.03335e-05 9.875 10.125 4.18044e+06 659875 103244 54195 5855
10.25 6.55047e-06 0.0884537 -3.30783e-06 2.53902e-05 0.12196 -2.4513e-06 5.76144e-05 0.139775 1.48794e-05 -5.40682e-06 0.128406 0 10.125 10.375 2.80484e+06 585417 97412 47603 5009
