#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -8.02203e-07 0.106091 2.54375e-06 2.25193e-05 0.124897 -2.65427e-06 5.23287e-05 0.134763 1.17117e-05 -4.05305e-05 0.127938 -6.48325e-05 7.2 7.4 669653 176197 31721 21538 7286
7.5 5.00893e-06 0.110464 -4.32896e-05 1.29246e-05 0.121609 -3.4628e-05 -2.08671e-05 0.137792 -0.000111218 -2.08671e-05 0.122834 -9.04173e-05 7.4 7.6 537961 154583 29593 19272 6348
7.7 7.67717e-06 0.106761 -8.54202e-05 2.18559e-05 0.118078 -4.03365e-05 4.26426e-05 0.13555 -0.000113976 -1.34175e-05 0.116843 -0.000153226 7.6 7.8 440334 142216 28350 17838 5624
7.9 6.03286e-05 0.0984369 -0.00018305 2.75917e-05 0.109773 -0.000181416 0.000116873 0.124987 -0.000433828 -8.54986e-06 0.109474 -0.000395307 7.8 8 364587 130665 27669 15946 5198
8.1 0.000145936 0.0900506 -0.000706517 0.000233256 0.0973892 -0.000545915 0.000236885 0.120061 -0.000975014 -4.34237e-05 0.111507 -0.00101506 8 8.2 295131 110900 25300 14270 4327
8.3 0.000614965 0.0866644 -0.00141205 0.000791318 0.092706 -0.00120777 0.00110876 0.115953 -0.0025233 0.00157245 0.107589 -0.000589324 8.2 8.4 233579 88376 21618 12173 3718
8.5 0.00158816 0.0879838 -0.00348464 0.0013656 0.0877063 -0.00241598 0.00234922 0.113788 -0.00576555 0.00273263 0.108849 -0.00424055 8.4 8.6 182994 68740 18383 9973 3114
8.7 0.00397775 0.0871962 -0.00594419 0.00229634 0.0811335 -0.00451914 0.0054163 0.10899 -0.00774929 0.00539642 0.106877 -0.00746176 8.6 8.8 142527 52989 15302 8263 2538
8.9 0.0101212 0.0838461 -0.00396602 0.00564927 0.0692656 -0.0043399 0.0143935 0.101231 -0.00590053 0.0165698 0.103129 -0.00572206 8.8 9 110345 40325 11941 6908 2005
9.1 0.020521 0.0828936 -0.00298801 0.0095422 0.062157 -0.00366278 0.0286824 0.0990805 -0.00245037 0.0385268 0.0876842 -0.00403641 9 9.2 86650 31254 9445 5793 1665
