#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.35432e-05 0.02102 1.927e-05 0.000931176 0.130518 0.000827075 0.00168522 0.161093 0.00145198 0.00194813 0.169407 0.0017519 0 0.149254 0 7.2 7.4 616863 447185 169678 33230 8213 110
7.5 0.000116744 0.0198678 8.50647e-05 0.00136129 0.126315 0.00112136 0.00200431 0.152575 0.0016115 0.00327869 0.158316 0.00302667 0 0.145299 0 7.4 7.6 499099 342630 156469 32929 7930 151
7.7 0.000219613 0.0196634 0.000158755 0.0021743 0.119514 0.00178571 0.0035485 0.141231 0.00290704 0.00431635 0.156475 0.00375479 0.012987 0.147597 0.012987 7.6 7.8 392924 259548 133376 30999 7182 154
7.9 0.000362073 0.0196399 0.00026186 0.00354182 0.113862 0.00264107 0.00508943 0.133808 0.00391231 0.00622278 0.156039 0.00466136 0.00862069 0.149274 0.00862069 7.8 8 304168 198855 105313 27115 6428 116
8.1 0.000689534 0.0212878 0.000493483 0.00679663 0.114253 0.00468922 0.0088159 0.13426 0.005981 0.0137931 0.153471 0.00946914 0 0.151163 0 8 8.2 233031 153727 79304 23140 5365 95
8.3 0.00130071 0.0234364 0.000839182 0.0118819 0.113998 0.00811537 0.014112 0.125087 0.00922977 0.0226391 0.142893 0.0159754 0 0.202247 0 8.2 8.4 178584 119166 59418 19487 4638 66
8.5 0.00261451 0.0248581 0.00174748 0.016976 0.110843 0.0100937 0.0184289 0.117941 0.0106283 0.0317337 0.136604 0.0193513 0.027027 0.204857 0.0136937 8.4 8.6 136417 92178 44239 16116 3876 74
8.7 0.0047099 0.0279239 0.00279201 0.0291229 0.109635 0.0155198 0.0252224 0.110996 0.0140848 0.0441804 0.140309 0.0197398 0.1 0.14 0.0705882 8.6 8.8 104459 71976 32483 12925 3282 60
8.9 0.00877822 0.0302813 0.00453189 0.0440809 0.111087 0.0202188 0.0315694 0.107986 0.0144271 0.0744489 0.134652 0.0370101 0.0555556 0.241742 0.0338164 8.8 9 79413 55820 23593 9883 2767 36
9.1 0.0147787 0.0312024 0.00633333 0.0653278 0.108504 0.0251317 0.041517 0.091602 0.018222 0.104193 0.136967 0.0455014 0.151515 0.126263 0.115801 9 9.2 60164 43035 17129 6961 2361 33
9.3 0.0229497 0.0329958 0.00859524 0.0958949 0.110109 0.0383659 0.046882 0.0963144 0.0186334 0.140474 0.137726 0.0510053 0.192308 0.141026 0.0947467 9.2 9.4 45615 33508 12107 4458 1858 26
9.5 0.0393037 0.0335736 0.01258 0.121316 0.122258 0.040653 0.0488462 0.0997592 0.0127394 0.183722 0.126553 0.0588792 0.111111 0.166667 0.0241546 9.4 9.6 33874 25392 8482 2600 1671 36
9.7 0.0552138 0.0388796 0.0147763 0.162422 0.126525 0.0374423 0.0633093 0.0806718 0.0178898 0.227003 0.140539 0.0430267 0.0588235 0.213904 0.0588235 9.6 9.8 25435 19506 5929 1390 1348 17
9.9 0.08081 0.0400515 0.0182578 0.202086 0.107365 0.0433114 0.0542522 0.0846791 0.0073772 0.284372 0.108485 0.0661427 0.15 0.2 0.0875 9.8 10 19870 15555 4315 682 1171 20
10.1 0.111524 0.0387 0.0189627 0.254733 0.0983501 0.0519609 0.0874126 0.0792541 0.0288646 0.342583 0.0947054 0.075629 0.555556 0.0444444 0.222222 10 10.2 15385 12374 3011 286 937 9
10.3 0.15717 0.0313051 0.0302645 0.277977 0.10732 0.033389 0.0978261 0.0995423 0.0269599 0.349526 0.10903 0.0351753 0.291667 0.129386 0.0563725 10.2 10.4 12185 9951 2234 92 844 24
10.5 0.184252 0.0355469 0.0134261 0.343331 0.101041 0.0487674 0.125 0.0972222 0.0460526 0.419118 0.093279 0.0687656 0.357143 0.142857 0.093985 10.4 10.6 9187 7620 1567 48 680 14
10.7 0.215785 0.0507846 0.0157233 0.375909 0.112056 0.0429056 0.2 0.157143 0.2 0.403361 0.118665 0.0371943 0.461538 0.100962 0.104396 10.6 10.8 6728 5765 963 10 476 13
10.9 0.256501 0.0467989 0.0146897 0.379045 0.104233 0.0239491 0 0.333333 0 0.364985 0.104663 0.0377125 0.714286 0 0.252747 10.8 11 4610 3961 649 9 337 14
11.1 0.273771 0.0840912 0.0157825 0.452229 0.0923252 0.0810637 0 1 0 0.414773 0.0702572 0.0794069 0.428571 0.371429 0 11 11.2 2491 2177 314 1 176 7
