#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00110832 0.017943 0.00110832 0.00731418 0.0120224 0.00731418 0.000154942 0.0167017 0.000154942 -0.00355774 0.0257225 -0.00351914 8.625 8.875 28429 2522 258 497 323
9 -0.00107104 0.0168095 -0.00107104 -0.00301867 0.01274 -0.000328392 -0.00403782 0.0255502 -0.00401436 9.39928e-05 0.0168741 9.39928e-05 8.875 9.125 50128 7496 734 1540 1124
9.25 0.012795 0.0315333 0.0127887 0.0143075 0.0306221 0.0143075 0.0131414 0.0321341 0.0131414 0.0182155 0.0339829 0.0182155 9.125 9.375 240909 46121 4931 9449 6904
9.5 0.0320682 0.0640398 0.0320012 0.0297179 0.0678329 0.0296586 0.0391086 0.0778349 0.0390401 0.0444884 0.0863635 0.0444357 9.375 9.625 926299 133677 16525 21940 15023
9.75 0.0378367 0.0702787 0.0376825 0.0448437 0.0883328 0.0447642 0.057523 0.108889 0.0572396 0.0633999 0.111147 0.0629545 9.625 9.875 2.63714e+06 364614 45288 46761 28854
10 0.0357532 0.0780214 0.0352584 0.0403104 0.0900147 0.0399211 0.0531301 0.105061 0.0522655 0.0554784 0.109251 0.0544752 9.875 10.125 3.71212e+06 611605 80779 76924 45595
10.25 0.0326752 0.0809721 0.031007 0.0366857 0.0948925 0.0351491 0.047265 0.103782 0.0443065 0.0449329 0.103038 0.0421559 10.125 10.375 2.66514e+06 574994 81708 72558 40637
