#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000310318 0.00239734 0.000310318 -5.1346e-05 0.00605467 0.0147223 -5.1346e-05 5.1346e-05 0.0680194 -5.1346e-05 5.1346e-05 0.072986 8.625 8.875 216998 2765 27 1 0
9 0.000177804 0.0121634 0.000221449 -9.6019e-05 9.6019e-05 0.0225258 -9.6019e-05 0.00167321 0.0205859 -9.6019e-05 9.6019e-05 0.106459 8.875 9.125 347334 3652 188 19 0
9.25 8.3597e-05 0.0198746 8.3597e-05 0.000321319 0.0362262 0.000323884 0.00373459 0.0192355 0.00374314 -0.000156464 0.000155609 0.0895096 9.125 9.375 1.19042e+06 20828 2093 257 0
9.5 0.000524289 0.0264361 0.000497911 0.00172523 0.0735695 0.00163769 0.00340073 0.0919137 0.00294373 -0.000372852 0.000361171 0.0638013 9.375 9.625 3.34693e+06 179459 19065 1855 0
9.75 0.00170814 0.0417908 0.0016407 0.00557508 0.116143 0.00535257 0.00664655 0.12592 0.00578069 -0.000945983 0.000904653 0.0704042 9.625 9.875 4.56363e+06 426130 41711 3161 0
10 0.00459833 0.0664275 0.00427181 0.0123442 0.132776 0.0112566 0.0157695 0.156343 0.0151849 -0.000887258 0.000837609 0.0652514 9.875 10.125 3.41181e+06 451000 47916 3362 0
10.25 0.0127383 0.107381 0.0114756 0.0242643 0.165252 0.021596 0.0319468 0.176964 0.0273543 -0.00107628 0.000990057 0.0535389 10.125 10.375 2.01602e+06 380756 47197 3331 0
10.5 0.0245549 0.123792 0.0214719 0.0402902 0.163144 0.0342772 0.0430161 0.18654 0.0374424 -0.00172171 0.0016077 0.0494045 10.375 10.625 1.13921e+06 270887 39108 2727 0
10.75 0.0442488 0.122947 0.035718 0.0620738 0.159762 0.0479413 0.0817669 0.190419 0.0600711 -0.00380636 0.00359894 0.0548801 10.625 10.875 593868 126230 26700 1823 0
11 0.0713404 0.131095 0.0509937 0.0936566 0.159118 0.066117 0.116547 0.181705 0.0780927 -0.00867299 0.00772796 0.0581704 10.875 11.125 301215 56778 17600 1134 0
11.25 0.109266 0.11577 0.0690803 0.121668 0.131107 0.0757583 0.185454 0.150697 0.110652 -0.0188183 0.0151739 0.0740474 11.125 11.375 145725 23344 10485 749 0
11.5 0.156823 0.0984936 0.0728124 0.13879 0.0997671 0.0679104 0.235684 0.132273 0.0949505 -0.0377387 0.0277216 0.0827395 11.375 11.625 67588 8789 5019 523 0
11.75 0.190834 0.0759418 0.0855114 0.101174 0.0478238 0.0516242 0.343367 0.0989851 0.124466 -0.0722575 0.0422457 0.0860438 11.625 11.875 30245 3189 1355 320 0
12 0.202192 0.0676938 0.0709455 0.0964033 0.0271256 0.0580427 0.338729 0.0946128 0.0954543 -0.127373 0.0534511 0.089406 11.875 12.125 12581 1150 143 236 0
12.25 0.170677 0.0585509 0.0662363 0.399511 0.0280062 0.172483 0.246665 0.0876778 0.110205 -0.200489 0.064681 0.0895755 12.125 12.375 4825 326 5 123 0
12.5 0.183174 0.0446592 0.0473267 0.721636 0.0580475 0.096306 0.236342 0.0407419 0.0587459 -0.278364 0.0580475 0.0956464 12.375 12.625 1607 91 1 68 0
12.75 0.0766783 0.0337258 0.111359 -0.351893 0.0668151 0.113586 0.109645 0.0447148 0.115813 -0.351893 0.0668151 0.113586 12.625 12.875 463 14 0 13 0
13 -0.521739 0.3 0.026087 -0.521739 0.0869565 0.0956522 -0.521739 0.0869565 0.0956522 -0.521739 0.0869565 0.0956522 12.875 13.125 117 2 0 1 0
13.25 -0.761905 1 0 -0.761905 0.047619 0.047619 -0.761905 1 0 -0.761905 0.047619 0.047619 13.125 13.375 22 1 0 1 0
13.5 -1 1 0 -1 1 0 -1 1 0 -1 1 0 13.375 13.625 1 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
