#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.38937e-06 0.103092 2.04999e-06 -1.47606e-05 0.127655 -5.43928e-06 -1.47606e-05 0.138699 -4.94628e-05 -1.47606e-05 0.122401 1.91523e-05 7.2 7.4 649161 174927 34189 16533 2071
7.5 -2.91666e-06 0.103178 -9.28704e-06 -2.741e-05 0.120105 -2.17465e-05 -2.741e-05 0.134326 -7.3896e-05 -2.741e-05 0.122241 9.01978e-06 7.4 7.6 528141 163310 33731 15404 1849
7.7 2.93271e-05 0.0951163 0 7.97463e-05 0.108898 5.03272e-05 5.87138e-05 0.129063 1.48154e-05 -1.06969e-05 0.11781 1.67992e-05 7.6 7.8 430366 149910 33170 14407 1747
7.9 0.000142454 0.0893448 0 0.00020887 0.101408 7.78082e-05 0.000440203 0.124504 5.9525e-05 -2.30106e-05 0.11324 -5.27955e-06 7.8 8 344206 126915 30188 12953 1508
8.1 0.000370078 0.087125 3.03207e-06 0.000581951 0.0963113 6.94219e-05 0.00102141 0.119958 0.000205224 -6.48547e-05 0.115809 -5.89876e-05 8 8.2 270775 101165 26283 11047 1321
8.3 0.00114069 0.0849313 0.000388512 0.0015523 0.0925025 0.000669384 0.00139269 0.119768 1.62062e-05 0.0047693 0.102805 0.00379792 8.2 8.4 212548 77931 22339 9354 1026
8.5 0.00249342 0.0866326 0.000450341 0.00205398 0.08853 0.000177555 0.00404372 0.121081 0.000675159 0.0126115 0.0990571 0.00599487 8.4 8.6 165979 60147 19138 7739 1003
8.7 0.00476425 0.0855085 0.00128813 0.00247988 0.0791523 3.32566e-05 0.0101771 0.1166 0.00303586 0.00563437 0.109691 -0.00413335 8.6 8.8 128894 45565 15495 6514 768
8.9 0.0113846 0.0813014 0.00289027 0.00619703 0.064783 0.00140427 0.0233255 0.111946 0.00509841 0.0133564 0.102436 0.00151497 8.8 9 99471 34448 12085 5539 631
9.1 0.0214719 0.0847849 0.00507928 0.00643908 0.0621102 0.00121531 0.038052 0.104211 0.00821455 0.0269169 0.0873884 0.00130115 9 9.2 76972 25841 8868 4680 517
9.3 0.0408102 0.0773552 0.012026 0.0096776 0.0580921 0.00469783 0.0672373 0.0940794 0.0140976 0.0631692 0.0750438 0.0195532 9.2 9.4 59434 19383 5938 3876 414
9.5 0.060869 0.0809654 0.0162749 0.00773225 0.058144 0.00450161 0.0961284 0.0958318 0.019812 0.103151 0.08054 0.0287688 9.4 9.6 46653 14698 3743 3340 343
9.7 0.0864162 0.084291 0.0288235 -0.00662156 0.0614294 0.0060567 0.134209 0.0960993 0.0326304 0.178804 0.0743438 0.0514218 9.6 9.8 37894 11407 2230 2920 317
9.9 0.115322 0.0830169 0.0333193 -0.0187447 0.0620749 0.0187003 0.182356 0.0758683 0.0442038 0.222158 0.0845387 0.0254573 9.8 10 32201 9104 1233 2627 270
10.1 0.133723 0.0784628 0.0426376 -0.0517357 0.0710791 0.0256995 0.211014 0.072443 0.0479493 0.228218 0.0761672 0.0313105 10 10.2 28021 7503 617 2481 246
10.3 0.149823 0.0722084 0.0455549 -0.0624827 0.0618397 0.0309707 0.21618 0.072009 0.0441073 0.289675 0.0485848 0.0605504 10.2 10.4 24738 5959 298 2201 246
10.5 0.146525 0.0775787 0.0470571 -0.120196 0.0901011 0.0470915 0.208793 0.0721456 0.0442347 0.264406 0.0680396 0.0440818 10.4 10.6 21226 4750 128 1927 227
10.7 0.15306 0.0590143 0.0319443 -0.18094 0.113211 0.0106547 0.187455 0.0500225 0.0260281 0.310721 0.0378633 0.0381521 10.6 10.8 16536 3219 49 1422 197
10.9 0.156012 0.05088 0.0377545 0.0395645 0.132847 0.153829 0.142002 0.0520543 0.0238636 0.285179 0.0388416 0.0449482 10.8 11 11058 2080 19 894 147
11.1 0.149692 0.033756 0.0376351 0.365091 0.173671 0.212129 0.0753418 0.019763 0.0523832 0.327467 0.0356598 0.0696957 11 11.2 5876 1052 5 439 101
