#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0118624 0.0724122 0.0104996 0.0726459 0.185006 0.0601267 0.175824 0.246398 0.141341 0 0 0 0 0 0 7.2 7.4 144532 129569 14963 182 0 0
7.5 0.0120345 0.0727624 0.0104785 0.0778853 0.182391 0.0643727 0.213043 0.201464 0.174082 0 0 0 0 0 0 7.4 7.6 106304 94312 11992 230 0 0
7.7 0.0136174 0.0722188 0.0116142 0.0764033 0.183248 0.0606046 0.123711 0.29043 0.0817533 0 0 0 0 0 0 7.6 7.8 76148 66973 9175 194 0 0
7.9 0.0155877 0.0706799 0.0135215 0.0870581 0.177435 0.0684671 0.130435 0.29109 0.0858488 0 0 0 0 0 0 7.8 8 52547 46126 6421 161 0 0
8.1 0.015744 0.0713896 0.0132073 0.0861156 0.183754 0.0644366 0.178344 0.264279 0.133758 0 0 0 0 0 0 8 8.2 35466 31123 4343 157 0 0
8.3 0.0180476 0.0680263 0.014709 0.0844307 0.183849 0.0614088 0.114754 0.289092 0.0765862 0 0 0 0 0 0 8.2 8.4 23582 21000 2582 122 0 0
8.5 0.0206409 0.064416 0.0170474 0.115265 0.163581 0.0844482 0.224299 0.202172 0.170728 0 0 0 0 0 0 8.4 8.6 15461 13856 1605 107 0 0
8.7 0.0225141 0.0705469 0.0174476 0.114979 0.169403 0.0779419 0.265625 0.181743 0.182292 0 0 0 0 0 0 8.6 8.8 10009 9061 948 64 0 0
8.9 0.0273498 0.0663432 0.0206247 0.136519 0.150457 0.101384 0.2875 0.156944 0.2125 0 0 0 0 0 0 8.8 9 6363 5777 586 80 0 0
9.1 0.0314164 0.0679029 0.0228599 0.102564 0.169213 0.0630161 0.147541 0.28103 0.0720693 0 0 0 0 0 0 9 9.2 4107 3756 351 61 0 0
9.3 0.0336432 0.070018 0.0236276 0.143564 0.122445 0.0991199 0.25 0.171053 0.15 0 0 0 0 0 0 9.2 9.4 2461 2259 202 52 0 0
9.5 0.0334996 0.0676004 0.0243066 0.128713 0.114278 0.0942301 0.26087 0.0852843 0.208238 0 0 0 0 0 0 9.4 9.6 1504 1403 101 23 0 0
9.7 0.0446097 0.0565139 0.0345377 0.117647 0.117647 0.0721925 0.111111 0.185185 0.0584795 0 0 0 0 0 0 9.6 9.8 875 807 68 27 0 0
9.9 0.0377778 0.0554762 0.0258017 0.129032 0.103526 0.0873656 0.117647 0.145511 0.117647 0 0 0 0 0 0 9.8 10 481 450 31 17 0 0
10.1 0.0284698 0.0633177 0.0205016 0 0.166667 0 0 0.181818 0 0 0 0 0 0 0 10 10.2 303 281 22 8 0 0
10.3 0.0310559 0.0735953 0.0159044 0.0666667 0.115152 0.0666667 0.1 0.130769 0.1 0 0 0 0 0 0 10.2 10.4 176 161 15 10 0 0
10.5 0.0405405 0.0910384 0.0405405 0.333333 -0.047619 0.333333 0.5 -0.166667 0.5 0 0 0 0 0 0 10.4 10.6 77 74 3 2 0 0
10.7 0.117647 0.0252101 0.117647 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 35 34 1 0 0 0
10.9 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 11 10 1 1 0 0
11.1 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 10 10 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 4 4 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 1 1 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
