#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.984255 0.00706464 0.0632586 0.990268 0.00347465 0.0669176 0.989507 0.00553608 0.0576733 7.2 7.4 717759 25930 24709 18461
7.5 0.983217 0.00827503 0.0660978 0.993791 0.00099808 0.0666344 0.988704 0.00564176 0.0544682 7.4 7.6 597495 24278 22578 16551
7.7 0.982174 0.00895804 0.0728819 0.990173 0.00352859 0.0636846 0.990643 0.00321233 0.0624224 7.6 7.8 489274 21609 19718 14230
7.9 0.982067 0.00416738 0.0669748 0.985966 0.00468028 0.0646033 0.985 0.00584245 0.0565159 7.8 8 395103 18741 17281 12371
8.1 0.975783 0.00916213 0.0604493 0.98402 0.00449014 0.0599009 0.987334 0.00329852 0.0596229 8 8.2 323919 17771 15495 10910
8.3 0.982551 0.000990033 0.063632 0.986619 0.00174254 0.0593643 0.984293 0.00344759 0.0605819 8.2 8.4 265199 16672 13869 9504
8.5 0.977447 0.00263727 0.0574769 0.988561 -0.00181371 0.0616946 0.984707 0.00127667 0.063169 8.4 8.6 213148 14617 12141 8164
8.7 0.976734 0.00119179 0.0573689 0.983537 9.05991e-05 0.0590767 0.988563 -0.00467062 0.0637721 8.6 8.8 169223 12735 10305 6760
8.9 0.968677 0.00166601 0.055678 0.976362 0.00250518 0.0573004 0.975664 0.00346673 0.0569512 8.8 9 134643 10871 8513 5569
9.1 0.959425 0.00355363 0.0455726 0.960589 0.00770521 0.0553203 0.968468 0.0047521 0.056982 9 9.2 110384 9070 7156 4944
9.3 0.956962 -0.00149643 0.0440056 0.950708 0.000454903 0.0518315 0.944534 0.0146636 0.0571536 9.2 9.4 92063 7224 6350 4070
9.5 0.946404 0.000224888 0.0407921 0.922172 0.0142322 0.049492 0.919903 0.0113948 0.053133 9.4 9.6 79206 5949 5444 3778
9.7 0.93315 0.000571609 0.0306345 0.878961 0.0209831 0.0345775 0.883159 0.0241621 0.0432498 9.6 9.8 68500 4372 5013 3229
9.9 0.920354 0.00388843 0.0301806 0.839303 0.0191826 0.0333736 0.824945 0.0345142 0.0336971 9.8 10 61457 3059 4589 3120
10.1 0.930057 0 0.0320975 0.728215 0.0566969 0.00398207 0.780726 0.0226564 0.0315199 10 10.2 56207 1873 4238 2851
10.3 0.893443 0.0135341 0.0318509 0.681478 0.0253325 0.0153632 0.653343 0.0564696 0.00473243 10.2 10.4 50942 878 4191 2637
10.5 0.88806 0.0174521 0.0589998 0.643641 0.00814033 0.0324585 0.591823 0.0258434 0.0209724 10.4 10.6 44784 401 3676 2324
10.7 0.826923 0.0384616 0.0622172 0.573889 0.0215857 0.0169269 0.500786 0.0156317 0.0185527 10.6 10.8 35392 139 2902 1917
10.9 0.807692 0.0923077 0.0384615 0.570119 0.00166512 0.0577224 0.370221 0.0288613 0.0211374 10.8 11 23670 41 1743 1371
11.1 0 0.6 0 0.544811 0.021428 0.055972 0.283048 0.0127717 0.0301746 11 11.2 12193 4 682 796
11.3 1 0 1 0.522124 -0.000756323 0.103757 0.188679 0.0248439 0.0492235 11.2 11.4 4905 3 166 314
11.5 0 0 0 0.454545 0.25974 0.204545 0.131579 0.0278413 0.0601504 11.4 11.6 1398 0 14 80
11.7 0 0 0 0 0 0 0.111111 0 0.111111 11.6 11.8 364 0 0 19
11.9 0 0 0 0 0 0 0 0 0 11.8 12 72 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 7 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
