#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0578574 0 0 0.0576842 0 0 0.0277778 0 0 0 0 0 0 0 8.625 8.875 183510 181135 2375 72 11 0
9.00 0 0.0893038 0 0 0.0825444 0 0 0.096875 0 0 0.112676 0 0 0 0 8.875 9.125 296447 293067 3380 320 71 0
9.25 4.84431e-06 0.0775719 4.84431e-06 4.2107e-05 0.0911617 0 0 0.102751 0 0 0.112782 0 0 0 0 9.125 9.375 1.05589e+06 1.03214e+06 23749 3562 798 0
9.50 3.23867e-05 0.0588271 3.09937e-05 9.26621e-05 0.0924475 8.77852e-05 0.000173316 0.136608 0.000173316 0.000183117 0.149606 0.000183117 0 0 0 9.375 9.625 3.0766e+06 2.87155e+06 205046 28849 5461 0
9.75 0.000119024 0.0728796 0.000113015 0.000422994 0.121063 0.000405365 0.000838379 0.182887 0.000822852 0.0009998 0.1985 0.00089979 0 0 0 9.625 9.875 4.83752e+06 4.32688e+06 510645 64410 10002 0
10.00 0.00014834 0.0597123 0.000136498 0.00116003 0.131834 0.00110676 0.00276518 0.189371 0.00259843 0.00441436 0.206019 0.00421691 0 0 0 9.875 10.125 3.75365e+06 3.20883e+06 544812 72328 10194 0
10.25 0.000188875 0.0428736 0.000173808 0.00345957 0.14543 0.00319592 0.00673687 0.190885 0.00618315 0.00916942 0.202539 0.0079561 0 0 0 10.125 10.375 2.31883e+06 1.85837e+06 460462 69320 9379 0
10.50 0.000388678 0.038481 0.000346895 0.00818338 0.159987 0.0072504 0.0134239 0.199339 0.01145 0.0146873 0.213852 0.0128651 0 0 0 10.375 10.625 1.39475e+06 1.02913e+06 365619 61383 7898 0
10.75 0.000973258 0.0407899 0.000858553 0.0187409 0.169263 0.0149232 0.025277 0.195861 0.0195746 0.0382828 0.21286 0.0280556 0 0 0 10.625 10.875 768387 575387 193000 43597 5381 0
11.00 0.00289082 0.0478712 0.00254226 0.041636 0.162308 0.0300445 0.0508916 0.179217 0.0359834 0.0703503 0.185424 0.0512014 0 0 0 10.875 11.125 403669 312714 90955 28826 3511 0
11.25 0.00822149 0.0552633 0.00653626 0.0861249 0.169431 0.0545333 0.0899893 0.181888 0.0566887 0.140283 0.190915 0.0839329 0 0 0 11.125 11.375 206510 166150 40360 17791 2331 0
11.50 0.0225684 0.0638051 0.015108 0.157958 0.169819 0.0825604 0.136337 0.156717 0.072158 0.212294 0.184002 0.11069 0 0 0 11.375 11.625 102035 85385 16650 8457 1578 0
11.75 0.0531355 0.0722153 0.0306597 0.255901 0.156763 0.0999267 0.178665 0.133388 0.0766875 0.322266 0.174764 0.111434 0 0 0 11.625 11.875 49052 42401 6651 2278 1024 0
12.00 0.115698 0.0796177 0.0444878 0.344218 0.126325 0.0877285 0.171296 0.0822248 0.0462963 0.443574 0.131661 0.11024 0 0 0 11.875 12.125 22586 19983 2603 216 638 0
12.25 0.209837 0.0822799 0.0555045 0.45733 0.0841543 0.08413 0.555556 0.0694444 0.180556 0.536341 0.0861592 0.109907 0 0 0 12.125 12.375 9616 8702 914 9 399 0
12.50 0.314971 0.0850832 0.0569948 0.503597 0.0928314 0.0535972 0 0 0 0.512821 0.102564 0.0695216 0 0 0 12.375 12.625 3945 3667 278 0 195 0
12.75 0.4345 0.102522 0.0683483 0.597403 0.0649351 0.103896 0 0 0 0.576271 0.0508475 0.0847458 0 0 0 12.625 12.875 1306 1229 77 0 59 0
13.00 0.631829 0.0712589 0.087886 0.583333 0.0833334 0.166667 0 0 0 0.666667 0 0.166667 0 0 0 12.875 13.125 433 421 12 0 6 0
13.25 0.755319 0.0638298 0.117021 0.5 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 98 94 4 0 1 0
13.50 0.777778 0.166667 0.166667 0.666667 0.333333 0 0 0 0 0 0 0 0 0 0 13.375 13.625 21 18 3 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0 0
