#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0679999 0 0 0.0755578 0 0 0.0991379 0 0 0.0902256 0 0 0.0672269 0 8.625 8.875 36075 34103 1972 232 399 119
9.00 0 0.10842 0 0 0.117819 0 0 0.112469 0 0 0.117601 0 0 0.0914179 0 8.875 9.125 65367 59205 6162 818 1284 536
9.25 3.71303e-06 0.0879431 0 0 0.137041 0 0 0.143581 0 0 0.137057 0 0 0.148313 0 9.125 9.375 313484 269322 44162 6317 9237 4032
9.50 1.4345e-05 0.055958 8.96561e-07 9.37246e-05 0.148149 3.51467e-05 7.98308e-05 0.158264 0 7.35727e-05 0.188273 3.67863e-05 0.000188235 0.190682 9.41176e-05 9.375 9.625 1.28609e+06 1.11537e+06 170713 25053 27184 10625
9.75 0.000115126 0.0642276 9.07051e-06 0.000204839 0.157074 6.31939e-05 0.000200475 0.189967 6.16739e-05 0.000255535 0.217347 9.12685e-05 0.0002069 0.224849 5.1725e-05 9.625 9.875 3.32533e+06 2.86643e+06 458898 64846 54787 19333
10.00 7.8299e-05 0.0512855 2.34304e-05 6.42594e-05 0.146541 7.68005e-06 0.000104886 0.174366 1.04856e-05 1.32749e-05 0.197825 -1.32908e-05 3.9029e-05 0.202163 -3.50665e-08 9.875 10.125 4.02529e+06 3.37169e+06 653601 95342 75330 25622
10.25 1.274e-05 0.0408053 2.73e-06 2.6877e-05 0.14461 -1.75398e-06 3.24897e-05 0.168456 -9.98843e-08 2.94434e-05 0.187753 -2.8909e-05 0 0.181015 0 10.125 10.375 2.79311e+06 2.1978e+06 595304 92337 67927 22233
10.50 1.57171e-06 0.0332747 0 1.27902e-05 0.142208 -2.07334e-05 0 0.159249 -3.82132e-05 0 0.177417 -3.82416e-05 0 0.168404 0 10.375 10.625 1.74161e+06 1.2725e+06 469111 79857 53276 17107
10.75 1.34883e-06 0.0279544 -2.69765e-06 8.26141e-05 0.140963 -0.000179905 6.04823e-05 0.150224 -0.000145145 0.000129413 0.166796 -0.000428075 0.000330442 0.156022 -0.000332084 10.625 10.875 1.08031e+06 741386 338925 66135 38636 12105
11.00 9.23161e-06 0.0267532 -2.53869e-05 0.000695495 0.139921 -0.00151416 0.000289292 0.140184 -0.00100618 0.00192707 0.154672 -0.00281098 0.00141534 0.153816 -0.00308261 10.875 11.125 638903 433294 205609 48394 26465 7772
11.25 8.25044e-05 0.0267393 -0.000243584 0.0060681 0.140001 -0.00797203 0.00277692 0.132413 -0.00563935 0.0103563 0.161167 -0.0109315 0.015102 0.141935 -0.010351 11.125 11.375 364451 254532 109919 32410 17091 4900
11.50 0.00104444 0.0289429 -0.00105783 0.0443585 0.135432 -0.00488263 0.0205529 0.118667 -0.00685091 0.0586319 0.141934 -0.00469354 0.078341 0.127163 -0.00575885 11.375 11.625 207796 149363 58433 18051 11359 3038
11.75 0.0129283 0.0354545 -0.00132983 0.187968 0.12208 0.0128213 0.0935316 0.106753 0.00345611 0.237685 0.123971 0.0272403 0.262038 0.120409 0.0373422 11.625 11.875 117695 86477 31218 5581 7653 1973
12.00 0.106384 0.0563234 0.0188476 0.464695 0.0683623 0.0418063 0.32247 0.0789141 0.0532392 0.502696 0.0659979 0.0406012 0.549918 0.054669 0.0308784 11.875 12.125 66298 50139 16159 583 5192 1222
12.25 0.393974 0.0575898 0.0453143 0.75433 0.0329072 0.0383337 0.774194 0.0961769 0.0241935 0.767926 0.0305234 0.0386608 0.78642 0.0381417 0.0459056 12.125 12.375 36596 28512 8084 62 3361 810
12.50 0.751661 0.0877523 0.10969 0.917969 0.0283858 0.0485874 0.928571 0.0714286 0.0194805 0.908671 0.0305762 0.0567374 0.932358 0.0249701 0.0426245 12.375 12.625 20050 15954 4096 14 1949 547
12.75 0.932394 0.0269953 0.0901409 0.966822 0.0101652 0.0376598 1 0 0 0.957447 0.0164094 0.0572804 0.954887 0.0167623 0.0294728 12.625 12.875 10449 8520 1929 3 611 399
13.00 0.966973 0.00306213 0.0319335 0.982716 0.00610387 0.013966 1 0 0 0.983607 0.0163934 0.0502732 0.983402 0.00836706 0.0139702 12.875 13.125 5382 4572 810 1 61 241
13.25 0.973269 0.00394392 0.00569671 0.974684 0.00316459 0.00468349 0 0 0 1 0 0 0.981366 -0.000353813 0.0124224 13.125 13.375 2598 2282 316 0 2 161
