#Peak halo mass range: 12.125 < log10(Mh/Msun) < 12.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 20446 21627
0.994717 0.0687176 0.0443912 0.0199412 0.92329 0.0185781 0.0488359 20446 21627
0.987123 0.0946395 0.0424318 0.015792 0.887039 0.0186201 0.0458922 20446 21627
0.979529 0.114986 0.0399051 0.0125538 0.861007 0.016486 0.0494601 20446 21627
0.971935 0.134745 0.0296511 0.0137805 0.840154 0.0160788 0.0513625 20446 21627
0.964342 0.143549 0.0296991 0.0127306 0.82545 0.016005 0.0552692 20446 21627
0.956748 0.152988 0.0265537 0.0120649 0.807925 0.01602 0.058273 20446 21627
0.949154 0.167074 0.0260409 0.0133551 0.793406 0.0162152 0.0598693 20446 21627
0.941560 0.169715 0.0294271 0.0107179 0.779396 0.0135676 0.0641807 20446 21627
0.933967 0.176709 0.0297313 0.0104038 0.766819 0.0136877 0.0669647 20446 21627
0.926373 0.183752 0.0290835 0.0112095 0.752532 0.0152428 0.0712802 20446 21627
0.918779 0.18879 0.029282 0.0112584 0.74185 0.0174298 0.0726218 20446 21627
0.911185 0.193779 0.0292197 0.0105414 0.731354 0.0166359 0.0749419 20446 21627
0.903592 0.199892 0.0278355 0.0126153 0.721459 0.0157393 0.0769151 20446 21627
0.895998 0.203561 0.0294227 0.013187 0.708882 0.016039 0.0794313 20446 21627
0.888404 0.208403 0.0284504 0.0147375 0.701253 0.0134446 0.0817906 20446 21627
0.880810 0.213147 0.0312581 0.0120322 0.690202 0.0144159 0.0816321 20446 21627
0.873217 0.220092 0.0299763 0.0150351 0.677163 0.0179613 0.0816969 20446 21627
0.865623 0.221853 0.0332441 0.0160507 0.670643 0.0141841 0.0817543 20446 21627
0.858029 0.224641 0.0340466 0.0180437 0.664447 0.0156034 0.0833938 20446 21627
0.850435 0.223271 0.034866 0.0160683 0.656818 0.0144024 0.0818802 20446 21627
0.842842 0.225961 0.0351051 0.0192649 0.654691 0.0117732 0.0821249 20446 21627
0.835248 0.22332 0.0366911 0.0163638 0.649189 0.0148839 0.0818871 20446 21627
0.827654 0.224151 0.0381206 0.0163858 0.643501 0.0152711 0.0807086 20446 21627
0.820060 0.228162 0.0354192 0.0200005 0.635687 0.0155687 0.0805185 20446 21627
0.812467 0.229287 0.0368513 0.0199846 0.631294 0.0114881 0.0800627 20446 21627
0.804873 0.228847 0.0374852 0.0198525 0.621769 0.0114325 0.0786713 20446 21627
0.797279 0.227086 0.040033 0.0204818 0.613585 0.0118083 0.0757911 20446 21627
0.789685 0.224396 0.0427407 0.0196268 0.606094 0.00990415 0.0763069 20446 21627
0.782092 0.228896 0.0398189 0.022534 0.599205 0.00761712 0.0776497 20446 21627
0.774498 0.230363 0.0385429 0.0235862 0.590697 0.0077213 0.0770392 20446 21627
0.766904 0.230559 0.0398252 0.0244772 0.586535 0.00537568 0.075767 20446 21627
0.759310 0.23183 0.042124 0.0251507 0.581865 0.00500333 0.0781752 20446 21627
0.751717 0.228993 0.0438397 0.0213399 0.574883 0.00461835 0.0794493 20446 21627
0.744123 0.233151 0.0411099 0.0261895 0.564988 0.00787705 0.077749 20446 21627
0.736529 0.231097 0.0433372 0.0265566 0.556989 0.00820392 0.0764022 20446 21627
0.728935 0.230901 0.0439851 0.0268255 0.549637 0.00560957 0.0758473 20446 21627
0.721342 0.232711 0.045547 0.0282188 0.540944 0.0047676 0.0741472 20446 21627
0.713748 0.230118 0.0470018 0.0282419 0.532483 0.00368398 0.0722781 20446 21627
0.706154 0.223222 0.0524112 0.0239563 0.528506 0.00203496 0.073142 20446 21627
0.698560 0.221755 0.0523429 0.0254129 0.520183 0.00243437 0.0734455 20446 21627
0.690967 0.218087 0.0528575 0.0258508 0.51297 0.00147891 0.0728603 20446 21627
0.683373 0.21794 0.0519665 0.0241991 0.501826 0.00318342 0.0720573 20446 21627
0.678310 0.219016 0.0514405 0.0256038 0.491192 0.00559202 0.0694629 20446 21627
0.673248 0.216326 0.0545185 0.0238491 0.487724 0.004538 0.0694574 20446 21627
0.668185 0.214663 0.0532683 0.0240147 0.479447 0.00600314 0.0697789 20446 21627
0.663123 0.211631 0.0546752 0.0235774 0.474546 0.00675899 0.0698893 20446 21627
0.658060 0.208256 0.0566672 0.0232628 0.468211 0.00573987 0.0688289 20446 21627
0.652998 0.206935 0.054737 0.0226004 0.46109 0.00652397 0.0637151 20446 21627
0.647935 0.206251 0.0544729 0.0228928 0.451195 0.00999594 0.061001 20446 21627
0.642873 0.200871 0.0570675 0.0220725 0.442919 0.0102367 0.0578768 20446 21627
0.637810 0.198376 0.0561637 0.0231447 0.43552 0.0132321 0.0572374 20446 21627
0.632748 0.195931 0.0539432 0.0226696 0.425302 0.0154411 0.0534268 20446 21627
0.627685 0.192507 0.0547349 0.0216722 0.417996 0.0153443 0.0549462 20446 21627
0.622623 0.190795 0.053934 0.0223135 0.409534 0.017291 0.0524032 20446 21627
0.617560 0.183214 0.0554006 0.0208555 0.401258 0.014816 0.0536395 20446 21627
0.612498 0.177736 0.0578582 0.0210689 0.392056 0.016759 0.0500396 20446 21627
0.607435 0.173237 0.0577094 0.0189504 0.384011 0.0134735 0.0493919 20446 21627
0.602373 0.171036 0.0569292 0.0200109 0.371203 0.0155957 0.0459732 20446 21627
0.597310 0.167612 0.0578907 0.0193804 0.364406 0.0152628 0.0450109 20446 21627
0.592248 0.165558 0.0553271 0.0209561 0.353632 0.0127839 0.0444591 20446 21627
0.587185 0.160227 0.0556443 0.0202819 0.345864 0.0137592 0.0433189 20446 21627
0.582123 0.156167 0.054244 0.0223026 0.33768 0.0165381 0.0419819 20446 21627
0.577060 0.149663 0.0560686 0.0209907 0.328016 0.0170597 0.0407866 20446 21627
0.571997 0.144967 0.0574104 0.018446 0.320387 0.015732 0.0415413 20446 21627
0.566935 0.13944 0.0567962 0.0185952 0.307255 0.0216775 0.0371796 20446 21627
0.561872 0.136066 0.0555313 0.0190055 0.29699 0.0232488 0.0361027 20446 21627
0.556810 0.131713 0.0553963 0.017714 0.288852 0.0241075 0.0360182 20446 21627
0.551747 0.125501 0.0569777 0.0161329 0.28076 0.0256837 0.0363504 20446 21627
0.546685 0.121931 0.0545954 0.0173212 0.273408 0.0251206 0.036209 20446 21627
0.541622 0.116257 0.0543095 0.0170389 0.263051 0.0249267 0.0331505 20446 21627
0.536560 0.112687 0.0523748 0.0177006 0.254219 0.0271535 0.0319517 20446 21627
0.531497 0.108041 0.0520453 0.0171001 0.244879 0.0279927 0.032461 20446 21627
0.526435 0.102123 0.052234 0.0160593 0.234938 0.0275259 0.0316113 20446 21627
0.521372 0.0971339 0.0533288 0.0159464 0.225366 0.0285176 0.0310854 20446 21627
0.516310 0.0919495 0.0541339 0.0138788 0.216072 0.0296554 0.0302632 20446 21627
0.511247 0.0903844 0.049672 0.0149339 0.208767 0.0285433 0.0285988 20446 21627
0.506185 0.0852489 0.0502213 0.0137148 0.199195 0.0294255 0.0285784 20446 21627
0.501122 0.080896 0.0500384 0.0132095 0.187497 0.0307365 0.0249414 20446 21627
0.496060 0.0773745 0.0461513 0.0125495 0.180654 0.0307739 0.0229084 20446 21627
0.490997 0.0731194 0.0458534 0.0116658 0.173348 0.029176 0.0242479 20446 21627
0.485935 0.0680818 0.0478226 0.0101905 0.1641 0.0309515 0.0241652 20446 21627
0.480872 0.0654407 0.0452611 0.0094115 0.155546 0.0303625 0.0247984 20446 21627
0.475810 0.0618214 0.0444179 0.00968518 0.145836 0.0313336 0.0232465 20446 21627
0.470747 0.0575174 0.0434149 0.00827241 0.139409 0.0278941 0.0217015 20446 21627
0.465685 0.0540937 0.0425871 0.0078216 0.133074 0.0289779 0.0217589 20446 21627
0.460622 0.0497408 0.0426774 0.00720751 0.124751 0.03144 0.0198188 20446 21627
0.455560 0.0461215 0.0411103 0.00622495 0.116983 0.0321032 0.0181919 20446 21627
0.450497 0.0429913 0.040897 0.005474 0.11014 0.0314614 0.0171009 20446 21627
0.445435 0.0394698 0.0408716 0.00544637 0.103944 0.0316719 0.0179451 20446 21627
0.440372 0.0370244 0.0389512 0.00521718 0.096361 0.0339492 0.0156165 20446 21627
0.435310 0.0348723 0.0393201 0.00444358 0.0917834 0.0309331 0.0141686 20446 21627
0.430247 0.033454 0.0394885 0.00436817 0.0872058 0.0294309 0.0137557 20446 21627
0.425185 0.0321823 0.0367636 0.00507811 0.0820733 0.0288702 0.0122247 20446 21627
0.420122 0.0298347 0.0382346 0.00424259 0.077357 0.0308129 0.0113853 20446 21627
0.415060 0.02915 0.0362244 0.00492525 0.0728256 0.0318652 0.0104718 20446 21627
0.409997 0.0271447 0.0370125 0.00308838 0.0677394 0.0325262 0.00903266 20446 21627
0.404935 0.0265089 0.0361459 0.00317625 0.0627456 0.034448 0.00723763 20446 21627
0.399872 0.0244547 0.0366014 0.00278507 0.0603875 0.0344988 0.00780246 20446 21627
0.394810 0.0236232 0.0375018 0.00298706 0.0569658 0.0345952 0.00836976 20446 21627
0.389747 0.0215201 0.0354968 0.00239768 0.0549313 0.0351452 0.00775528 20446 21627
0.384685 0.0210799 0.0365527 0.00264798 0.0508623 0.0358996 0.0070903 20446 21627
0.379622 0.0191235 0.0372714 0.00233547 0.049059 0.0364686 0.00762435 20446 21627
0.374560 0.0187812 0.0370553 0.00278493 0.0460998 0.0377346 0.00747461 20446 21627
0.369497 0.0169715 0.0379601 0.00174117 0.0440191 0.0379425 0.0077675 20446 21627
