#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00403342 0.0132994 0.00552808 -0.0124272 0.032638 0.00470049 0.0109673 0.0321258 0.0115889 0.00879791 0.0270047 0.00891445 8.625 8.875 27683 1941 120 327 351
9 0.00517004 0.00879297 0.00553534 0.0213539 -0.00169461 0.0229298 0.00283322 0.0099158 0.00515962 0.00355531 0.0131278 0.00356182 8.875 9.125 47733 5852 387 991 1206
9.25 0.0260059 0.0231343 0.0247586 0.0344253 0.0184346 0.0344409 0.0302743 0.0259245 0.0285975 0.0272103 0.0210214 0.0256687 9.125 9.375 217654 31597 2252 5767 6213
9.5 0.0750124 0.046693 0.0621838 0.0580065 0.0463233 0.0486067 0.092184 0.0544611 0.0750039 0.108433 0.0616842 0.0897923 9.375 9.625 759968 76383 7322 11464 11656
9.75 0.0803617 0.0408966 0.0417478 0.0832284 0.0514291 0.0457063 0.121511 0.0589603 0.0650107 0.138558 0.0656553 0.0742665 9.625 9.875 2.0794e+06 238613 24920 29606 27111
10 0.0945089 0.0566216 0.0300019 0.0992883 0.0617444 0.0339682 0.123903 0.0681126 0.034927 0.132297 0.0706057 0.0376501 9.875 10.125 3.26252e+06 530922 61357 65980 57603
10.25 0.112993 0.0645916 0.0247075 0.120522 0.0695109 0.0275536 0.144471 0.0722787 0.0271956 0.141435 0.072613 0.0262813 10.125 10.375 2.46356e+06 527353 65591 67468 55379
