#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0116439 0.00937055 0.0116439 -0.00412556 0.0196271 -0.000735796 0.0118449 0.0156889 0.0118449 0.00137743 0.0128858 0.00137743 8.625 8.875 27961 2339 217 436 376
9 0.00363698 0.0165825 0.00335345 0.0101648 0.0277152 0.00868552 0.00910998 0.0100333 0.00910998 0.00861972 0.0198243 0.00861972 8.875 9.125 49376 7054 676 1408 1214
9.25 0.0155008 0.0307399 0.0155008 0.0148516 0.0251187 0.0148516 0.0168728 0.0313865 0.0168728 0.0223686 0.0411283 0.0223686 9.125 9.375 232858 43217 4259 8691 7012
9.5 0.0419016 0.0588074 0.0417743 0.0412917 0.056492 0.0411572 0.0516975 0.0723729 0.0515157 0.056444 0.085276 0.0561418 9.375 9.625 876347 119841 14177 19575 14854
9.75 0.0487542 0.0615229 0.048005 0.0555022 0.0747514 0.0547726 0.0729911 0.0935228 0.0717649 0.0801494 0.100456 0.0786979 9.625 9.875 2.48099e+06 335390 39822 43488 30156
10 0.0492498 0.0702327 0.0466437 0.0564631 0.0785777 0.0538243 0.070394 0.0929723 0.0656761 0.0721919 0.0964982 0.0681149 9.875 10.125 3.62242e+06 594995 76259 75594 49991
10.25 0.0477699 0.0765243 0.0413316 0.0537727 0.0854305 0.0470213 0.0652105 0.0965474 0.0545137 0.0630853 0.0934741 0.0527531 10.125 10.375 2.62467e+06 565971 78241 72386 45402
