#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0125007 0.0188251 0.0126126 -0.00424159 0.0154406 0.0157678 0.0441091 0.0637456 0.0394038 -0.00766052 0.0143772 0.00222586 8.625 8.875 31738 2212 118 353 466
9 -0.00151694 0.0014825 0.00384428 -0.00501319 0.00859002 0.015 -0.00134084 -0.00111619 0.0184547 0.0105326 0.00848728 0.0107386 8.875 9.125 52839 6419 382 1127 1366
9.25 0.0216715 0.0134595 0.018539 0.0211053 0.0020167 0.0146316 0.0252684 0.0145619 0.0232711 0.0291843 0.0131372 0.0257334 9.125 9.375 229799 32309 2319 5580 6337
9.5 0.0704301 0.0368906 0.0437217 0.0601927 0.0377614 0.0404957 0.0790825 0.0447957 0.0491575 0.0939309 0.0477481 0.0566749 9.375 9.625 755475 71725 6635 10694 11098
9.75 0.086369 0.0331913 0.027373 0.0913826 0.039283 0.0343833 0.128897 0.0513471 0.0440988 0.137686 0.053039 0.0422155 9.625 9.875 2.0179e+06 217403 21934 26851 25489
10 0.113737 0.0505984 0.0210777 0.11782 0.0561646 0.0230573 0.145463 0.0584887 0.0267837 0.151107 0.0606486 0.0264344 9.875 10.125 3.16475e+06 508409 57146 63217 57136
10.25 0.139387 0.0575554 0.0202516 0.147709 0.0665812 0.0220553 0.173245 0.0660786 0.0238019 0.169824 0.0644807 0.0236955 10.125 10.375 2.41726e+06 512596 62011 65951 56080
