#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 1.63832e-05 0.0647793 1.63832e-05 0 0.076661 0 0 0.0734694 0 0 0.0655738 0 0 0.151515 0 8.625 8.875 62799 61038 1761 245 244 33
9.00 2.84129e-05 0.0986589 1.89419e-05 0 0.101655 0 0 0.10596 0 0 0.0953947 0 0 0.0583942 0 8.875 9.125 110662 105586 5076 906 912 137
9.25 2.21539e-06 0.0797387 2.21539e-06 0 0.107002 0 0 0.111306 0 0 0.118991 0 0 0.10683 0 9.125 9.375 490349 451387 38962 6837 7093 1142
9.50 9.27903e-06 0.0547253 3.71161e-06 2.99643e-05 0.124921 9.98801e-06 5.99341e-05 0.146838 2.9967e-05 0 0.167261 0 0 0.171145 0 9.375 9.625 1.81679e+06 1.61655e+06 200238 33370 26378 3833
9.75 5.71246e-05 0.0653831 1.99071e-05 7.05765e-05 0.140799 2.97129e-05 4.91884e-05 0.181819 3.68907e-05 0.000174863 0.215399 9.71413e-05 0 0.212782 0 9.625 9.875 4.00453e+06 3.46611e+06 538423 81320 51469 6838
10.00 4.78006e-05 0.0520079 2.6461e-05 5.27461e-05 0.137269 1.80624e-05 6.81511e-05 0.171949 1.9476e-05 3.30186e-05 0.196448 -1.96342e-08 0.000127162 0.196765 -1.61672e-08 9.875 10.125 4.17816e+06 3.5146e+06 663556 102713 60572 7864
10.25 4.48556e-06 0.0395272 1.79423e-06 2.0269e-05 0.133813 3.25763e-06 3.08483e-05 0.167624 2.03445e-05 5.65472e-05 0.186578 -6.83933e-07 0 0.173448 0 10.125 10.375 2.82141e+06 2.22937e+06 592037 97250 53053 6710
10.50 1.56442e-06 0.0296231 7.82209e-07 1.66691e-05 0.132702 -2.1251e-06 1.136e-05 0.159139 -1.2631e-07 4.71988e-05 0.175078 -2.35649e-06 0 0.16033 0 10.375 10.625 1.75836e+06 1.27843e+06 479931 88028 42374 5222
10.75 0 0.0248761 0 6.75051e-05 0.133362 0 6.95517e-05 0.145058 1.3642e-05 0.000227435 0.167956 -5.74561e-05 0 0.157365 0 10.625 10.875 1.07974e+06 739022 340715 71889 30778 3792
11.00 4.69397e-06 0.0252324 -2.34698e-06 0.000548304 0.134097 2.41678e-07 0.000378396 0.13843 9.08032e-05 0.00141188 0.169073 -0.000128083 0.000819336 0.158506 -2.77624e-05 10.875 11.125 613931 426079 187852 50212 20540 2441
11.25 4.07174e-05 0.0272766 -8.14349e-06 0.0051923 0.146795 9.41651e-05 0.00307449 0.14037 0.000106354 0.0100015 0.177607 0.000281675 0.0160359 0.164104 0.000863506 11.125 11.375 342084 245595 96489 32851 13598 1559
11.50 0.000728172 0.0307317 -0.000169671 0.0357979 0.149616 0.00331799 0.018543 0.13925 0.00092295 0.0580667 0.156187 0.00370878 0.0651934 0.138177 0.00175623 11.375 11.625 190168 141450 48718 17365 8938 905
11.75 0.0101688 0.039711 0 0.146847 0.139511 0.0215105 0.0750596 0.115076 0.0125472 0.189399 0.149502 0.0297661 0.211974 0.144141 0.0239804 11.625 11.875 104524 79852 24672 5036 6188 618
12.00 0.0752417 0.0540595 0.0135205 0.382197 0.103447 0.0563062 0.282847 0.0798367 0.0410885 0.425613 0.102504 0.0585879 0.471154 0.0745252 0.0460924 11.875 12.125 56656 44377 12279 548 4201 416
12.25 0.293123 0.0509528 0.0365066 0.673139 0.0368769 0.0304507 0.76087 0.0248447 0.0652174 0.691411 0.0435429 0.030793 0.780083 0.0279527 0.030083 12.125 12.375 29859 24297 5562 46 2573 241
12.50 0.629561 0.101692 0.0932309 0.847287 0.0447227 0.044373 1 0 0 0.833448 0.0512205 0.0487258 0.884848 0.0318182 0.0242424 12.375 12.625 15462 12882 2580 4 1453 165
12.75 0.871232 0.0665051 0.108014 0.931363 0.0363787 0.0461492 1 0 0 0.890244 0.0555689 0.0634146 0.935185 0.0461232 0.0304233 12.625 12.875 7650 6601 1049 1 410 108
13.00 0.95844 0.0131074 0.0540281 0.971722 0.0126932 0.0264099 0 0 0 0.93617 0.0212766 0.0638298 0.970149 0.0298507 0.0163031 12.875 13.125 3517 3128 389 0 47 67
13.25 0.969543 0.00580132 0.00942713 0.972414 0.0206897 0 0 0 0 1 0 0 0.980392 0.0196078 0.000392139 13.125 13.375 1524 1379 145 0 2 51
