#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0363272 0.120246 0.0363272 -0.0071511 0.00610434 0.0396914 -0.0071511 0.00610434 0.0396914 -0.0071511 0.00610434 0.0396914 7.2 7.4 4404 69 0 0 0
7.5 0.019683 0.140398 0.019683 -0.012575 0.0119026 0.0405487 -0.012575 0.0119026 0.0405487 -0.012575 0.0119026 0.0405487 7.4 7.6 3561 62 0 0 0
7.7 0.0118243 0.180056 0.0118243 -0.00778354 0.00703649 0.0525549 -0.00778354 0.00703649 0.0525549 -0.00778354 0.00703649 0.0525549 7.6 7.8 2749 51 0 0 0
7.9 0.14634 0.0747807 0.147206 -0.0115546 0.0109567 0.0499955 -0.0115546 0.0109567 0.0499955 -0.0115546 0.0109567 0.0499955 7.8 8 1942 38 0 0 0
8.1 0.0229882 0.20768 0.0229882 -0.0170118 0.0170118 0.0492044 -0.0170118 0.0170118 0.0492044 -0.0170118 0.0170118 0.0492044 8 8.2 1377 25 0 0 0
8.3 -0.0114155 0.244749 -0.0063565 -0.0114155 0.0114155 0.0578343 -0.0114155 0.0114155 0.0578343 -0.0114155 0.0114155 0.0578343 8.2 8.4 895 19 0 0 0
8.5 0.0690985 0.194728 0.0731416 -0.0142349 0.0142349 0.051615 -0.0142349 0.0142349 0.051615 -0.0142349 0.0142349 0.051615 8.4 8.6 574 12 0 0 0
8.7 0.199043 0.0215448 0.211864 -0.0231788 0.0231788 0.040888 -0.0231788 0.0231788 0.040888 -0.0231788 0.0231788 0.040888 8.6 8.8 311 9 0 0 0
8.9 -0.0121951 0.230278 0.00741272 -0.0121951 0.0121951 0.0519074 -0.0121951 0.0121951 0.0519074 -0.0121951 0.0121951 0.0519074 8.8 9 166 2 0 0 0
9.1 -0.0454545 0.245455 -0.0109718 -0.0454545 0.0454545 0.018648 -0.0454545 0.0454545 0.018648 -0.0454545 0.0454545 0.018648 9 9.2 112 2 0 0 0
9.3 0 0 0.037037 0 0 0.0731707 0 0 0.0731707 0 0 0.0731707 9.2 9.4 52 2 0 0 0
9.5 -0.0416667 0.0416667 0.00711382 -0.0416667 0.0416667 0.0261299 -0.0416667 0.0416667 0.0261299 -0.0416667 0.0416667 0.0261299 9.4 9.6 24 0 0 0 0
9.7 0 0 0.0454545 0 0 0.0625 0 0 0.0625 0 0 0.0625 9.6 9.8 10 0 0 0 0
9.9 0 0 0 0 0 0 0 0 0 0 0 0 9.8 10 4 0 0 0 0
10.1 0 0 0 0 0 0 0 0 0 0 0 0 10 10.2 1 0 0 0 0
10.3 0 0 0 0 0 0 0 0 0 0 0 0 10.2 10.4 0 0 0 0 0
10.5 0 0 0 0 0 0 0 0 0 0 0 0 10.4 10.6 0 0 0 0 0
10.7 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 0 0 0 0 0
10.9 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 0 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 0 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 0 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
