#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000139437 0.0975681 0.000117971 0.000100158 0.126625 8.99612e-05 0.000608378 0.14133 0.000522505 -1.52859e-05 0.133193 1.71494e-05 7.2 7.4 632444 174505 34649 11224 394
7.5 0.000335138 0.0972722 0.000286871 0.000367602 0.119446 0.000318238 0.000920602 0.135647 0.00071146 -3.41429e-05 0.118264 -6.73497e-06 7.4 7.6 513942 162478 34848 10474 414
7.7 0.000653386 0.0898289 0.000528771 0.00111922 0.10943 0.00100653 0.00125507 0.128483 0.000833539 -6.72766e-05 0.118813 -4.66104e-05 7.6 7.8 410476 142924 32870 9831 400
7.9 0.00128772 0.083834 0.000917611 0.00198214 0.101638 0.00147551 0.00366556 0.111642 0.00263583 -0.000136723 0.127629 -7.53222e-05 7.8 8 319927 115133 29261 8679 373
8.1 0.00288521 0.0787994 0.00185887 0.00321459 0.0937168 0.0021765 0.00495792 0.124464 0.00281436 0.00323973 0.125793 0.003246 8 8.2 247964 88135 24974 7270 285
8.3 0.00469402 0.0822845 0.00297138 0.00544339 0.0983809 0.0033028 0.00845215 0.120269 0.00541678 0.0117308 0.108341 0.00813324 8.2 8.4 191805 67165 21279 6361 242
8.5 0.00922485 0.0799794 0.00517869 0.00983636 0.0864791 0.00542922 0.0159932 0.110939 0.00912427 0.0306201 0.112063 0.0156077 8.4 8.6 148691 50434 17800 5249 219
8.7 0.0152948 0.0821437 0.00776938 0.0117231 0.0816454 0.00561101 0.0270771 0.109733 0.012723 0.0371109 0.0892506 0.0205874 8.6 8.8 113575 37312 14251 4405 176
8.9 0.0262703 0.0764363 0.011176 0.0142159 0.0658431 0.00681017 0.0510582 0.103581 0.0215685 0.0396656 0.0726856 0.0152642 8.8 9 87725 27860 10958 3784 155
9.1 0.0393945 0.084907 0.0160801 0.0205313 0.0569196 0.0116793 0.0662219 0.114812 0.0239489 0.0249378 0.116154 0.00526384 9 9.2 66513 20339 7744 3195 113
9.3 0.058524 0.0845898 0.0203929 0.0183912 0.0614559 0.00884564 0.0983444 0.0997737 0.033297 0.129478 0.0964567 0.0653115 9.2 9.4 50721 14593 4967 2640 94
9.5 0.0797361 0.0884949 0.0235432 0.00962282 0.0643828 0.00854999 0.135142 0.104558 0.0429949 0.142426 0.113902 0.0346529 9.4 9.6 38745 10471 2986 2224 80
9.7 0.0974324 0.0929364 0.035548 -0.00333507 0.0574893 0.0101953 0.165158 0.100764 0.0485346 0.147707 0.102095 0.114858 9.6 9.8 30285 7828 1678 1932 49
9.9 0.114207 0.0946427 0.0374186 -0.0232533 0.0657351 0.0161755 0.182447 0.0956194 0.0469121 0.147139 0.113527 0.0249036 9.8 10 23486 5550 795 1586 52
10.1 0.135053 0.0928007 0.0431436 -0.0264788 0.0613592 0.0374842 0.205032 0.0958156 0.050035 0.296475 0.0613733 0.0784655 10 10.2 19320 4316 333 1449 46
10.3 0.15247 0.083282 0.0394837 -0.0881827 0.118797 -0.00087814 0.226043 0.0822791 0.0464057 0.306898 0.053872 0.0620757 10.2 10.4 15936 3305 146 1284 44
10.5 0.152405 0.0735337 0.050587 0.0101804 0.0753999 0.0975682 0.204027 0.0789732 0.045965 0.394738 0.00433588 0.102536 10.4 10.6 12532 2301 58 1012 46
10.7 0.149137 0.0762752 0.0465022 -0.0312544 0.121562 0.0881698 0.182114 0.0673672 0.0470484 0.356279 0.1193 0.0810287 10.6 10.8 9517 1607 27 753 41
10.9 0.148764 0.0544738 0.0394963 0.0411036 0.218194 0.218002 0.144278 0.0497598 0.0483421 0.564913 -0.016188 0.123049 10.8 11 6294 966 3 504 28
11.1 0.156244 0.0480793 0.0534106 0.0612544 0.178719 0.173488 0.103314 0.049029 0.0368323 0.423159 0.0931698 0.044424 11 11.2 3640 499 5 233 21
