#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.079218 0.0629085 0.0644996 0.0960245 0.0831804 0.0776758 0.181818 0.116883 0.181818 0.0912863 0.0954357 0.0746888 0.111782 0.0906344 0.0845921 8.625 8.875 54426 52791 1635 77 241 331
9.00 0.120868 0.0915179 0.0941655 0.120936 0.101677 0.0987782 0.129371 0.0909091 0.101399 0.12947 0.0838471 0.106042 0.130049 0.100493 0.103448 8.875 9.125 75460 70631 4829 286 811 1015
9.25 0.110197 0.0940377 0.0837992 0.12831 0.105164 0.0967639 0.121047 0.105234 0.0965104 0.125294 0.0991647 0.0948811 0.136804 0.106463 0.101436 9.125 9.375 282058 253845 28213 1834 4669 5570
9.50 0.0826255 0.073333 0.0559986 0.153559 0.105592 0.084907 0.143182 0.0992473 0.0876947 0.162889 0.115444 0.0938889 0.175552 0.116571 0.0937935 9.375 9.625 785591 722840 62751 5713 9000 10054
9.75 0.139385 0.0888872 0.061059 0.237406 0.124972 0.0723666 0.246575 0.132845 0.0792184 0.281307 0.143331 0.0815706 0.287893 0.144761 0.0808325 9.625 9.875 1.95354e+06 1.76192e+06 191617 18834 23533 23342
10.00 0.114638 0.0602016 0.0472002 0.254852 0.0967595 0.0563112 0.260196 0.102129 0.059704 0.288857 0.10733 0.0581176 0.292587 0.109064 0.0568734 9.875 10.125 3.04832e+06 2.57179e+06 476524 51638 59005 55351
10.25 0.102825 0.044468 0.038572 0.27996 0.0895898 0.049406 0.286183 0.094251 0.0502621 0.31575 0.0957823 0.045473 0.31244 0.0931842 0.0442678 10.125 10.375 2.35393e+06 1.86296e+06 490977 57037 62920 55886
10.50 0.103208 0.0368375 0.0342858 0.309008 0.0837485 0.0432683 0.308649 0.0883563 0.043578 0.350795 0.0908954 0.0422896 0.347765 0.0869726 0.0409547 10.375 10.625 1.50744e+06 1.12592e+06 381524 46480 50625 44070
10.75 0.110077 0.0315633 0.0331515 0.361318 0.0749546 0.0399291 0.355626 0.072945 0.0436001 0.399026 0.0801408 0.0391428 0.389758 0.0811796 0.0369942 10.625 10.875 938332 672458 265874 34809 37366 31771
11.00 0.126869 0.0246742 0.0333986 0.424734 0.0683492 0.0373672 0.402041 0.0665677 0.0433634 0.4529 0.0661055 0.0338117 0.448753 0.0651527 0.0330539 10.875 11.125 580566 399688 180878 26756 26019 21738
11.25 0.160069 0.0216981 0.0361773 0.479235 0.0551741 0.031462 0.448839 0.055182 0.0398778 0.494696 0.0536456 0.0304567 0.50853 0.0466671 0.030617 11.125 11.375 350242 239791 110451 19898 16873 13950
11.50 0.212855 0.0173239 0.0385942 0.5374 0.0433556 0.0302132 0.486078 0.0435064 0.0363699 0.550773 0.0459279 0.0268502 0.581323 0.0365356 0.0306134 11.375 11.625 208366 144944 63422 12319 10872 8706
11.75 0.267687 0.0199127 0.0399858 0.601892 0.0338998 0.0243593 0.552486 0.0316036 0.0374847 0.611538 0.0360444 0.0258318 0.620123 0.0326131 0.0182644 11.625 11.875 123530 87281 36249 4344 6899 5536
12.00 0.329437 0.0356695 0.0414955 0.665136 0.0329884 0.0149897 0.621673 0.0394992 0.0187318 0.665886 0.034372 0.0153988 0.671633 0.0276533 0.0179694 11.875 12.125 72529 51837 20692 526 4699 3557
12.25 0.423293 0.0466817 0.0416881 0.730133 0.0322737 0.0180638 0.826667 0.032029 0.0297917 0.728254 0.0355155 0.0183217 0.744305 0.0267794 0.0186412 12.125 12.375 42353 31040 11313 75 2966 2151
12.50 0.521655 0.0624092 0.0383601 0.798364 0.0341806 0.0190168 0.842105 0.0150376 0.0921053 0.801592 0.0364096 0.0213298 0.802661 0.0342554 0.0195106 12.375 12.625 24821 18587 6234 19 1885 1353
12.75 0.616931 0.0832051 0.0498868 0.844963 0.0331927 0.0223241 1 0 0 0.836667 0.0379153 0.0274923 0.845727 0.035852 0.0181026 12.625 12.875 14470 11045 3425 9 600 901
13.00 0.704756 0.0883692 0.0547795 0.886288 0.0353388 0.0217278 1 0 0 0.898551 0.00914156 0.0523969 0.891844 0.0332897 0.0243304 12.875 13.125 8165 6371 1794 1 69 564
13.25 0.767067 0.0917531 0.0565265 0.911638 0.0280173 0.0204741 0 0 0 0.888889 0.111111 0.111111 0.939474 0.0198286 0.025188 13.125 13.375 4590 3662 928 0 9 380
