#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -2.56486e-06 0.103181 4.27702e-06 -2.54291e-05 0.125389 0 3.87187e-05 0.13549 4.70694e-05 -2.54291e-05 0.132603 9.74026e-06 7.2 7.4 646847 174946 34174 15589 1666
7.5 3.76999e-05 0.0987121 2.98732e-05 4.73451e-05 0.118783 5.04282e-05 5.91865e-05 0.133262 1.91709e-05 0.00060928 0.118005 0.000618426 7.4 7.6 525452 164043 34239 14234 1612
7.7 5.26887e-05 0.0933897 -5.53347e-06 7.57575e-05 0.109103 2.23751e-05 6.05895e-05 0.125383 -5.82558e-06 -1.43786e-05 0.12033 -1.06111e-05 7.6 7.8 427295 149104 33283 13339 1466
7.9 0.000226249 0.0871962 6.58839e-05 0.000289736 0.099951 9.50079e-05 0.000464113 0.122396 0.000105984 0.000756301 0.108359 0.00015805 7.8 8 339381 125190 30573 11965 1260
8.1 0.000676267 0.0850862 0.000287772 0.000688683 0.0955819 0.000233373 0.00165604 0.118952 0.000799733 0.000835871 0.113695 0.000840798 8 8.2 266619 98952 26307 10419 1102
8.3 0.00141594 0.0839887 0.000397019 0.0014537 0.092469 0.000426422 0.00283192 0.121754 0.000689147 0.00606162 0.106539 0.00350918 8.2 8.4 208312 76354 22622 8627 961
8.5 0.00307214 0.0850633 0.000993564 0.00289434 0.0891588 0.0012629 0.00626697 0.120673 0.00252059 0.00325374 0.111519 -0.00125586 8.4 8.6 162373 57920 18838 7295 810
8.7 0.00682726 0.087661 0.00144042 0.0039438 0.0845266 0.000233689 0.0124599 0.114099 0.0029625 0.0115661 0.115397 0.00408493 8.6 8.8 126480 44349 15366 6180 630
8.9 0.0122236 0.0791995 0.00367394 0.00656139 0.0639195 0.00204815 0.0212176 0.109811 0.0054999 0.0187303 0.113534 0.00237495 8.8 9 97681 33395 12078 5158 515
9.1 0.0245924 0.0786207 0.00822936 0.00842259 0.060097 0.00253115 0.0437035 0.101094 0.0125078 0.0342708 0.0898022 0.00922634 9 9.2 75086 24807 8682 4388 420
9.3 0.0404295 0.0815583 0.0085595 0.0105634 0.0636404 0.00325486 0.070192 0.0977699 0.0145647 0.0609563 0.0840425 0.0136205 9.2 9.4 57214 18179 5628 3540 363
9.5 0.0668973 0.0819481 0.0188893 0.00457097 0.0634685 0.00551554 0.108404 0.0896408 0.0253422 0.146917 0.0707562 0.0606734 9.4 9.6 45428 13891 3579 3046 309
9.7 0.0846907 0.0926984 0.0193344 -0.0146405 0.0669806 0.00144993 0.135067 0.0927073 0.0280938 0.16205 0.121956 0.0138918 9.6 9.8 36472 10681 2114 2740 244
9.9 0.115193 0.0882432 0.0346334 -0.0171008 0.0479126 0.0180941 0.184002 0.0883289 0.0418592 0.225596 0.0570278 0.0525509 9.8 10 29736 8115 1077 2345 247
10.1 0.136369 0.0766983 0.0404889 -0.0476247 0.0625889 0.033535 0.208587 0.0763958 0.0474985 0.250155 0.0412444 0.0718356 10 10.2 26266 6832 581 2238 198
10.3 0.153677 0.0701677 0.0523013 -0.0723286 0.0662237 0.0307709 0.222451 0.0697706 0.0487659 0.259604 0.0813709 0.0568397 10.2 10.4 22648 5347 252 2025 204
10.5 0.141457 0.080985 0.0380405 -0.108813 0.117682 0.0282049 0.195289 0.0914824 0.0320223 0.310773 0.00109178 0.0738593 10.4 10.6 19033 4027 116 1682 189
10.7 0.144914 0.0695318 0.0360288 -0.0678291 0.113163 0.0451411 0.190562 0.0501616 0.0431339 0.241723 0.0970778 0.0191936 10.6 10.8 14879 2840 37 1224 161
10.9 0.160839 0.0486984 0.0441141 -0.00299913 0.09492 0.163654 0.147087 0.0402665 0.0392199 0.393589 0.0199776 0.0855508 10.8 11 10004 1835 14 830 134
11.1 0.164562 0.0470914 0.0480282 -0.016198 0.225741 0.182588 0.0782464 0.0460753 0.0281283 0.320066 0.0388459 0.0422973 11 11.2 5287 842 5 360 91
11.3 0.186666 0.0126399 0.0477829 -0.456192 0.00847918 0.104309 0.109326 0.00853899 0.0950301 0.381018 -0.0016759 0.0978388 11.2 11.4 2062 350 1 145 43
11.5 0.166278 0.045086 0.0692081 -0.518908 0.0177311 0.131919 -0.0744631 0.192373 -0.00924572 0.481092 -0.0201512 0.214545 11.4 11.6 530 54 0 18 11
11.7 -0.00326794 0.234037 0.0473273 -0.558824 0.00780314 0.193865 -0.0588235 0.147533 0.681917 -0.558824 0.954428 0.0490196 11.6 11.8 77 9 0 2 0
11.9 -0.8 0.8 0 -0.8 0.3 0.0333333 -0.8 0.3 0.0333333 -0.8 0.4 0.0181818 11.8 12 5 0 0 0 0
12.1 0 0 0 0 0 0.333333 0 0 0.333333 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
