#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.991087 0.0054574 0.0819964 0.99255 0.00369656 0.0798026 0.99839 0.000943601 0.0811396 7.2 7.4 699235 28912 24255 13547
7.5 0.985944 0.00983679 0.0888159 0.994175 0.00403738 0.0797163 0.996377 0.000418067 0.0774579 7.4 7.6 567778 25981 21375 12308
7.7 0.996914 -0.0025593 0.0907865 0.994571 0.00306112 0.0829058 0.991525 0.00200909 0.0773398 7.6 7.8 463190 23432 18968 10439
7.9 0.991597 0.00190985 0.0825057 0.995501 0.00102723 0.0865309 0.992925 0.00148892 0.0826589 7.8 8 381087 22038 17011 9319
8.1 0.994138 -0.000834763 0.0860302 0.992481 0.0025326 0.0869371 0.989848 0.00508898 0.0776642 8 8.2 313852 21102 15471 8138
8.3 0.996144 -0.00433171 0.0894514 0.993261 0.00115198 0.0835794 0.997312 -0.00366104 0.0958695 8.2 8.4 253492 19000 13739 6931
8.5 0.993734 -0.00404364 0.0891542 0.98862 0.00243121 0.0798442 0.985994 -0.000919759 0.0913731 8.4 8.6 199468 16402 11171 5677
8.7 0.98301 0.000935256 0.0845107 0.982094 0.00414115 0.082743 0.979827 0.00745022 0.0989338 8.6 8.8 155397 13638 9534 4654
8.9 0.972873 0.00508529 0.0671053 0.985469 -0.00498116 0.0900715 0.957606 0.017446 0.0856383 8.8 9 123142 11451 7736 3910
9.1 0.97619 -0.00220203 0.0637721 0.95657 0.0133721 0.0671043 0.91704 0.0357727 0.0669799 9 9.2 99012 9208 6652 3317
9.3 0.969349 -0.0036447 0.0574968 0.943038 0.0108349 0.0754007 0.901606 0.0243732 0.0664064 9.2 9.4 81755 7402 5668 2792
9.5 0.974684 -0.010451 0.0609066 0.899471 0.0298039 0.055334 0.882459 0.0274932 0.070905 9.4 9.6 69490 5734 5061 2565
9.7 0.93719 0.00839514 0.0302133 0.850187 0.0289024 0.0504807 0.837662 0.0332527 0.0657055 9.6 9.8 60876 4239 4547 2227
9.9 0.920732 0.0139863 0.0220389 0.793417 0.0370911 0.045235 0.766871 0.0463025 0.0409888 9.8 10 55008 2824 4220 2250
10.1 0.922118 -0.00525373 0.0460122 0.73224 0.0283859 0.0301383 0.728632 0.0318278 0.0369113 10 10.2 51520 1782 4219 2062
10.3 0.899371 0.0112435 0.0445324 0.675728 0.0264761 0.0163304 0.637525 0.0468898 0.0247197 10.2 10.4 48198 894 4124 1983
10.5 0.831683 0.0572057 -0.00438243 0.63255 0.013814 0.0306749 0.582625 0.0193695 0.0241188 10.4 10.6 43170 413 3757 1787
10.7 0.733333 0.103876 -0.0113475 0.597433 0.0173858 0.025147 0.479381 0.0302076 0.0226045 10.6 10.8 34302 144 2900 1510
10.9 0.85 0.00714284 0.127778 0.605672 -0.00136214 0.0598171 0.389714 0.0326102 0.0207239 10.8 11 22426 51 1756 1145
11.1 0.6 0.4 0 0.556793 0.0240728 0.057738 0.356394 -0.00750527 0.0534896 11 11.2 11342 10 696 579
11.3 1 0 1 0.628571 -0.0262987 0.142857 0.232143 0.0381274 0.0360644 11.2 11.4 4291 2 159 252
11.5 1 0 1 0.461538 0.225962 0.0615385 0.185185 0.0117845 0.0788022 11.4 11.6 1044 1 15 59
11.7 0 0 0 0 0 0 0 0.1 0 11.6 11.8 240 0 0 13
11.9 0 0 0 0 0 0 0 0 0 11.8 12 28 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 3 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
