#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.970831 0.0107684 0.0542089 0.975729 0.0102078 0.0459044 0.976913 0.00901186 0.0506804 7.2 7.4 737389 23429 24050 19897
7.5 0.968215 0.0148941 0.0497345 0.977714 0.00933003 0.048198 0.977839 0.0101986 0.0465023 7.4 7.6 627206 22603 22875 18538
7.7 0.96567 0.0152525 0.0492093 0.979036 0.00793242 0.0484323 0.982572 0.00497639 0.0497059 7.6 7.8 519176 20207 20457 16704
7.9 0.962815 0.0139989 0.0449327 0.983439 0.00444096 0.0479357 0.975348 0.0107946 0.0447249 7.8 8 422133 17978 18040 14739
8.1 0.960756 0.0132129 0.0411514 0.97996 0.0054785 0.0454429 0.978479 0.00556582 0.0426676 8 8.2 338883 15782 15828 12494
8.3 0.963325 0.00947541 0.0433331 0.976792 0.00406194 0.0472115 0.976603 0.00589091 0.0436103 8.2 8.4 274445 14113 14136 11068
8.5 0.959 0.00776184 0.0434817 0.977396 0.00163978 0.0451486 0.980763 0.00222039 0.0452381 8.4 8.6 226831 13339 12787 9714
8.7 0.947311 0.010528 0.0376857 0.969298 0.00536281 0.0434249 0.97832 0.00152344 0.0438278 8.6 8.8 183558 11713 10798 8502
8.9 0.941926 0.0105363 0.0327334 0.969212 -0.0023104 0.0502687 0.970325 0.00412476 0.0395187 8.8 9 148304 10354 9069 6905
9.1 0.934189 0.0103824 0.0350481 0.953457 0.00434601 0.0402005 0.960105 0.00502044 0.0423959 9 9.2 121737 8808 7744 5823
9.3 0.918251 0.00497609 0.0318103 0.941704 0.00695449 0.0411839 0.950024 0.0055123 0.0427508 9.2 9.4 101800 7426 6576 5071
9.5 0.908288 0.00626862 0.0296503 0.906327 0.0125619 0.0362308 0.932596 0.0101905 0.0414298 9.4 9.6 86096 5696 5619 4455
9.7 0.899501 0.00320876 0.0307855 0.872285 0.019654 0.0255399 0.89451 0.0187243 0.0279152 9.6 9.8 74075 4312 4902 3927
9.9 0.889693 0.00522268 0.035206 0.819089 0.0305123 0.0211685 0.850886 0.023312 0.0305304 9.8 10 64147 2875 4516 3604
10.1 0.876872 0.0134302 0.0211434 0.749553 0.0373535 0.0143973 0.783092 0.0248904 0.0254622 10 10.2 57035 1655 4121 3253
10.3 0.870482 0.0108237 0.0283766 0.674007 0.0270752 0.0120915 0.70214 0.0305492 0.0205256 10.2 10.4 50715 837 3899 2908
10.5 0.875 0.0138889 0.0555556 0.612634 0.0170579 0.0306937 0.612565 0.0247802 0.0174598 10.4 10.6 44056 306 3504 2641
10.7 0.809524 0.0632035 0.0132275 0.550175 0.0254189 0.025594 0.527645 0.0200902 0.0165339 10.6 10.8 34861 142 2643 2071
10.9 0.71875 0.08125 0.0520833 0.516189 0.0259525 0.0296503 0.415027 0.0236721 0.0286632 10.8 11 23873 51 1648 1563
11.1 0.714286 0.285714 0.214286 0.526786 0.00979966 0.0602503 0.286115 0.0356935 0.0238429 11 11.2 12828 9 644 872
11.3 0 0 0 0.566038 0.00175887 0.173181 0.197015 0.0284493 0.0419997 11.2 11.4 5483 0 138 389
11.5 0 0 0 0.545455 0.204545 0.212121 0.176471 0.000744596 0.0882353 11.4 11.6 1811 0 12 92
11.7 0 0 0 0 0 0 0 0.0666667 0 11.6 11.8 529 0 0 18
11.9 0 0 0 0 0 0 0 0 0 11.8 12 118 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 19 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
