#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00990155 0.00978048 0.0100775 -0.00676205 0.0430627 0.0081496 0.0168236 0.0126709 0.0172936 0.0268551 0.0161733 0.0270554 8.625 8.875 27445 1909 111 322 365
9 0.000888415 0.0168456 0.00143986 0.00980631 0.0280673 0.0104329 -0.00359901 0.0156416 0.00501972 0.00544068 0.0147182 0.00522765 8.875 9.125 47315 5821 371 1014 1191
9.25 0.0276179 0.0239143 0.0263419 0.0317566 0.0211667 0.0311081 0.0298941 0.0239494 0.028658 0.0273006 0.0256688 0.0254072 9.125 9.375 216976 31682 2315 5804 6213
9.5 0.0735486 0.047775 0.0616098 0.0573364 0.0437583 0.0475384 0.091482 0.0543601 0.0773195 0.103545 0.0666563 0.0858596 9.375 9.625 762086 77449 7477 11638 11804
9.75 0.0797282 0.0411882 0.044167 0.0804335 0.0523591 0.0455935 0.121065 0.0610452 0.0693941 0.135611 0.0675613 0.0771996 9.625 9.875 2.09027e+06 242357 25356 30107 27446
10 0.0931062 0.0573597 0.0323523 0.0975533 0.0631819 0.0359814 0.121613 0.0699838 0.0368387 0.13039 0.0720538 0.0409139 9.875 10.125 3.27826e+06 534071 61922 66467 57877
10.25 0.10911 0.0656815 0.0256392 0.115952 0.072069 0.0279481 0.140086 0.0772254 0.0281515 0.136248 0.0768325 0.0259008 10.125 10.375 2.47078e+06 529757 66150 67673 55513
