#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0.0032916 0 0 0.0262718 0 0.0518852 0.00030583 0 0 0.0712852 8.625 8.875 188799 2421 61 8 0
9 0 0.0023047 3.65422e-05 0 0 0.0149464 0 0.0845531 0.000182711 0 0 0.104112 8.875 9.125 304319 3297 308 66 0
9.25 7.65778e-05 0.0167625 4.01932e-05 -9.52149e-06 0.0243184 8.00909e-05 -9.52149e-06 0.0430376 -4.76074e-06 -9.52149e-06 8.56934e-06 0.0884565 9.125 9.375 1.07348e+06 23229 3346 706 0
9.5 8.20737e-05 0.0251449 7.42569e-05 0.000134838 0.064154 0.000134838 0.000158336 0.0792477 0.000159022 -4.62884e-05 4.49169e-05 0.0607269 9.375 9.625 3.11905e+06 202552 27605 4887 0
9.75 0.000424944 0.0384384 0.000408708 0.00117289 0.097969 0.00111026 0.00152319 0.11507 0.00130505 -0.000163156 0.000154824 0.0705936 9.625 9.875 4.82264e+06 501616 61375 8895 0
10 0.00125476 0.059724 0.00116925 0.00333246 0.119573 0.0030881 0.00548542 0.134086 0.00516381 -0.000195161 0.000183533 0.0587562 9.875 10.125 3.71718e+06 535202 68885 9154 0
10.25 0.00408781 0.0940198 0.00372814 0.00839327 0.147512 0.00749769 0.0124879 0.158003 0.0105773 -0.000267543 0.000244065 0.0425426 10.125 10.375 2.28265e+06 451169 66391 8467 0
10.5 0.00933513 0.120564 0.0082394 0.0159137 0.149561 0.0138085 0.0173014 0.156737 0.0148003 -0.000502746 0.000436439 0.0391093 10.375 10.625 1.36469e+06 354243 58478 7077 0
10.75 0.0204362 0.113516 0.016305 0.0286017 0.137578 0.0218707 0.0452204 0.161834 0.0329897 -0.00125228 0.00109574 0.0429333 10.625 10.875 745959 183784 41100 4777 0
11 0.0426257 0.117655 0.0306314 0.0536844 0.135899 0.0382403 0.0711484 0.158822 0.0480951 -0.00347851 0.00309748 0.0491688 10.875 11.125 390572 86131 27098 3149 0
11.25 0.0823764 0.12904 0.0498863 0.0858814 0.143439 0.0532415 0.137781 0.146763 0.0678649 -0.00916362 0.00751903 0.0590558 11.125 11.375 198422 37896 16771 2062 0
11.5 0.138952 0.101336 0.0641 0.119579 0.0912737 0.059439 0.185523 0.135279 0.0787589 -0.0240743 0.0163179 0.0648446 11.375 11.625 97423 15427 7894 1417 0
11.75 0.197831 0.0878631 0.0772326 0.125033 0.0597205 0.0514145 0.263726 0.111793 0.0924918 -0.0562315 0.0323207 0.0730263 11.625 11.875 46284 6093 2135 947 0
12 0.226386 0.0648771 0.0712572 0.0341445 0.0113255 0.0280219 0.339951 0.078697 0.115423 -0.113639 0.0454982 0.082826 11.875 12.125 21117 2391 203 571 0
12.25 0.245944 0.032278 0.0840795 0.152106 0.0582997 0.0516427 0.32057 0.0543294 0.103357 -0.205036 0.0574003 0.0865325 12.125 12.375 8917 816 14 371 0
12.5 0.184482 0.0293089 0.0769081 -0.307321 0.0545345 0.0900874 0.218102 0.0325979 0.0979313 -0.307321 0.0545345 0.0900874 12.375 12.625 3563 244 0 177 0
12.75 0.171519 0.00790727 0.0616258 -0.425255 0.0696379 0.0993501 0.174745 0.0149799 0.0809657 -0.425255 0.0696379 0.0993501 12.625 12.875 1139 62 0 45 0
13 -0.239669 0.22314 -0.0192837 -0.603306 0.0881543 0.0743802 -0.228306 0.297865 0.00275487 -0.603306 0.0881543 0.0743802 12.875 13.125 374 11 0 8 0
13.25 -0.0833333 0.320833 -0.0125 -0.75 0.0875 0.0625 -0.75 0.0875 0.0625 -0.75 0.0875 0.0625 13.125 13.375 83 3 0 0 0
13.5 0.333333 0 0.25 -0.666667 0 0.25 -0.666667 0 0.25 -0.666667 0 0.25 13.375 13.625 14 2 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
