#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.0074371 0 0 0.0129649 0 0 0.0211118 0 0 0 0.0130994 8.625 8.875 48537 1842 257 291 59
9 0 0.0214015 0 0 0.0110259 0 0 0.013932 0 0 0.00331883 0.00272978 8.875 9.125 86920 5453 878 1080 256
9.25 -5.54496e-06 0.037016 -2.77248e-06 -5.54496e-06 0.0393089 2.77248e-06 -5.54496e-06 0.0378427 2.77248e-06 -5.54496e-06 0.0445568 0 9.125 9.375 402238 41550 6629 8114 2049
9.5 1.33932e-05 0.0729099 4.15465e-06 5.99457e-05 0.0890062 2.88835e-05 2.78867e-05 0.109524 2.93392e-05 -7.98903e-06 0.112564 4.35765e-06 9.375 9.625 1.56396e+06 187071 29440 27874 6466
9.75 5.73552e-05 0.0782975 4.48754e-05 0.000136079 0.11485 6.98008e-05 0.000158391 0.138753 0.000114487 0.000176521 0.13725 0.000123215 9.625 9.875 3.69728e+06 505084 74303 54703 11729
10 1.68172e-06 0.0837088 2.27469e-06 -6.1285e-07 0.113724 9.213e-07 1.26763e-05 0.138804 8.0361e-06 -6.01899e-05 0.131337 -4.78257e-05 9.875 10.125 4.13501e+06 662663 100710 68619 14233
10.25 2.08572e-05 0.093127 4.21051e-06 4.42472e-05 0.118334 9.59302e-06 5.79317e-05 0.138325 1.64463e-05 -7.62812e-06 0.13297 -1.79485e-06 10.125 10.375 2.8254e+06 596799 96385 61013 12259
