#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.00148844 0.0564576 0.00144656 0.00135896 0.0706659 0.00135896 0 0 0 0 0 0 0 0 0 8.625 8.875 315543 310392 5151 0 0 0
9.00 0.00234806 0.0690136 0.00226965 0.00433651 0.0954033 0.00433651 0 0 0 0 0 0 0 0 0 8.875 9.125 477643 471878 5765 10 0 0
9.25 0.00298128 0.064564 0.00283463 0.0062242 0.0995237 0.00616069 0.0146341 0.141463 0.0146341 0 0 0 0 0 0 9.125 9.375 1.25682e+06 1.24108e+06 15745 205 0 0
9.50 0.00527728 0.069191 0.0049257 0.00951418 0.109712 0.0088079 0.0278195 0.159398 0.0263158 0 0.285714 0 0 0 0 9.375 9.625 2.33341e+06 2.2612e+06 72208 1330 7 0
9.75 0.00688887 0.0729156 0.00631819 0.0192825 0.136109 0.0175599 0.0453324 0.218939 0.0409656 0 0.2 0 0 0 0 9.625 9.875 2.34142e+06 2.20617e+06 135252 2978 10 0
10.00 0.00779192 0.080897 0.00713911 0.043477 0.181319 0.0389071 0.0914883 0.265468 0.0786546 0 0.307692 0 0 0 0 9.875 10.125 1.49959e+06 1.36642e+06 133174 3924 14 0
10.25 0.0100794 0.0849218 0.00918186 0.0769968 0.225222 0.0653643 0.131859 0.281531 0.105306 0.214286 0.324176 0.214286 0 0 0 10.125 10.375 784869 677423 107446 3754 14 0
10.50 0.0135424 0.0843187 0.0123835 0.100747 0.219404 0.0781694 0.151696 0.259278 0.117867 0.0833333 0.25 0 0 0 0 10.375 10.625 362590 314936 47654 2683 12 0
10.75 0.0208132 0.0879526 0.0185053 0.125531 0.197734 0.0920609 0.204786 0.232124 0.139026 0 0.428571 0 0 0 0 10.625 10.875 160223 142554 17669 1797 7 0
11.00 0.0325007 0.100451 0.0272403 0.144094 0.17877 0.0942653 0.235144 0.23129 0.146121 0.4 0.2 0.4 0 0 0 10.875 11.125 66159 59691 6468 1178 5 0
11.25 0.0468851 0.106256 0.0353898 0.192881 0.16092 0.114696 0.277628 0.196765 0.171937 0.5 0 0.5 0 0 0 11.125 11.375 25306 23227 2079 742 2 0
11.50 0.063496 0.112909 0.0444719 0.18622 0.153333 0.0836078 0.205202 0.162914 0.0950574 0 0 0 0 0 0 11.375 11.625 8632 8095 537 346 1 0
11.75 0.0954136 0.110565 0.0610156 0.227642 0.121951 0.146341 0.151163 0.0930233 0.104651 0 1 0 0 0 0 11.625 11.875 2565 2442 123 86 1 0
12.00 0.135542 0.118976 0.0798193 0.342857 0.0857143 0.171429 0.222222 0 0.111111 0 0 0 0 0 0 11.875 12.125 699 664 35 9 0 0
12.25 0.129032 0.120968 0.0403226 0.5 0.5 0 0 0 0 0 0 0 0 0 0 12.125 12.375 126 124 2 0 0 0
12.50 0.185185 0.0740741 0.0740741 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 27 27 0 0 0 0
12.75 1 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 5 5 0 0 0 0
13.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0 0
