#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.024459 0.111662 0.0215403 0.0417392 0.160758 0.0356973 0.0537762 0.18233 0.045784 -0.00225825 0.00205092 0.0430672 7.2 7.4 477090 111763 15910 928 0
7.5 0.0268562 0.113905 0.0226783 0.0454984 0.159834 0.0378641 0.0575364 0.177924 0.0471316 -0.00321131 0.00296806 0.0414176 7.4 7.6 370496 95219 15500 856 0
7.7 0.0315912 0.107638 0.0263575 0.0531438 0.153452 0.0429539 0.0574722 0.167031 0.0447607 -0.00422745 0.00377998 0.0428203 7.6 7.8 278405 74263 14014 859 0
7.9 0.0345925 0.109729 0.0270014 0.0583035 0.148523 0.0457135 0.061518 0.158863 0.045476 -0.00604961 0.00543902 0.0465947 7.8 8 206773 54697 12074 740 0
8.1 0.0410087 0.107853 0.0302605 0.0635722 0.146135 0.0456449 0.0737117 0.185692 0.0557261 -0.0085251 0.00753763 0.0481377 8 8.2 151871 39145 10361 608 0
8.3 0.0513452 0.110435 0.0360807 0.0744216 0.14823 0.0516201 0.08707 0.17808 0.0622502 -0.0111618 0.00910174 0.0488762 8.2 8.4 110491 26813 8296 509 0
8.5 0.0577602 0.111097 0.037892 0.0783985 0.143654 0.050642 0.0964276 0.197819 0.0644262 -0.0146835 0.0114598 0.0499327 8.4 8.6 80557 18787 6736 441 0
8.7 0.067452 0.109533 0.0412132 0.0883615 0.130918 0.0562585 0.164799 0.130363 0.100889 -0.019328 0.0141655 0.0515311 8.6 8.8 58948 13056 5553 315 0
8.9 0.0782484 0.108379 0.0430219 0.0851054 0.124547 0.0448642 0.150286 0.173286 0.0819932 -0.024798 0.016079 0.0537367 8.8 9 42580 8666 4140 297 0
9.1 0.0959349 0.100512 0.0564402 0.0974997 0.101574 0.0615723 0.226734 0.145126 0.122721 -0.0331085 0.0204836 0.0500767 9 9.2 29944 5781 3009 254 0
9.3 0.10084 0.108632 0.0518812 0.0679424 0.117976 0.0376637 0.27394 0.0988013 0.143958 -0.0413308 0.02192 0.0554207 9.2 9.4 21242 3749 1995 203 0
9.5 0.109066 0.102149 0.0565077 0.0611489 0.0908983 0.034143 0.276577 0.0854875 0.129899 -0.0527648 0.0261747 0.0561611 9.4 9.6 15088 2447 1229 167 0
9.7 0.121007 0.0931088 0.0651259 0.0390934 0.0914737 0.0315733 0.238087 0.11764 0.0810731 -0.0657101 0.0268356 0.057123 9.6 9.8 10377 1596 687 158 0
9.9 0.105002 0.103102 0.0455039 0.0031262 0.0891373 0.0254628 0.232855 0.125108 0.0831996 -0.0729301 0.026074 0.0617707 9.8 10 7190 1006 355 121 0
10.1 0.132338 0.0831234 0.0523012 -0.0095031 0.0732636 0.0149875 0.257948 0.0864611 0.0966488 -0.0786855 0.0222737 0.0637909 10 10.2 4956 635 159 101 0
10.3 0.137905 0.124053 0.0714258 0.0458917 0.0592024 0.0621208 0.194647 0.151932 0.0363473 -0.101649 0.0246632 0.0604933 10.2 10.4 3330 359 61 81 0
10.5 0.127181 0.0605495 0.0870033 0.028521 0.0938258 0.0872211 0.283151 0.0949117 0.137408 -0.119627 0.025416 0.0589843 10.4 10.6 2166 235 27 72 0
10.7 0.099223 0.0714275 0.0514024 -0.00853565 0.0857072 0.141464 0.207373 0.108154 0.0736846 -0.133536 0.027051 0.0683463 10.6 10.8 1434 116 8 44 0
10.9 0.10238 0.0597398 0.0796096 -0.136426 0.0400753 0.0850727 0.245927 0.0638413 0.155744 -0.136426 0.0213814 0.0870292 10.8 11 800 67 1 34 0
11.1 -0.005703 0.178714 0.0355382 -0.154639 0.0808137 0.0665147 -0.0182755 0.255544 0.00748268 -0.154639 0.0458778 0.0689789 11 11.2 435 47 1 22 0
11.3 0.113325 0.0519292 0.190248 -0.0684932 -0.003796 0.127159 0.26484 0.0240664 0.371983 -0.0684932 -0.00604101 0.127159 11.2 11.4 157 11 0 6 0
