#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00754912 0.0239631 0.0062459 0.0509487 0.10465 0.0382007 0.0550135 0.11244 0.0423947 0.066795 0.118807 0.0490585 0.0622896 0.114847 0.0458663 7.2 7.4 702401 519001 183400 28084 24418 15444
7.5 0.00678219 0.0220626 0.00523193 0.0501132 0.100959 0.0327213 0.0524885 0.107521 0.0355967 0.0643993 0.11623 0.0416931 0.0620613 0.113227 0.0380564 7.4 7.6 576175 418891 157284 25377 21817 13535
7.7 0.00616238 0.0205698 0.0039944 0.0548626 0.0979636 0.0294868 0.0540186 0.105379 0.0300153 0.0678346 0.112219 0.0349257 0.0670429 0.105793 0.0341406 7.6 7.8 469880 335909 133971 22881 19179 11694
7.9 0.00674955 0.0195524 0.00340164 0.0583414 0.100147 0.0214735 0.0606132 0.103823 0.0258086 0.0686217 0.109789 0.023391 0.0608486 0.106968 0.0192896 7.8 8 384666 265351 119315 21101 17152 10370
8.1 0.00702572 0.0190816 0.00211846 0.0590398 0.0955019 0.0107293 0.0571714 0.09956 0.00985296 0.0719351 0.0991894 0.0138685 0.0661453 0.103188 0.0108602 8 8.2 317158 207808 109350 20010 15653 9207
8.3 0.00790816 0.0194214 0.000670777 0.0630743 0.0856754 0.00280942 0.0632165 0.0890519 0.00268852 0.0746062 0.0950451 0.0016231 0.0754132 0.0868545 0.00396483 8.2 8.4 256682 162111 94571 18492 13712 7744
8.5 0.0102368 0.0190502 0.000386831 0.0731302 0.0751471 -0.00317023 0.0684749 0.0766016 -0.000895925 0.0892888 0.0851351 -0.00442623 0.0903084 0.0777683 -0.00400081 8.4 8.6 202299 126407 75892 15743 11558 6356
8.7 0.013382 0.0189934 -0.00039114 0.0896205 0.0685267 -0.00778025 0.0865034 0.0632595 -0.00292174 0.104175 0.0801406 -0.00780634 0.0992158 0.0881193 -0.0143635 8.6 8.8 159539 98939 60600 13433 9676 5483
8.9 0.0184303 0.0192132 -0.000852376 0.109856 0.0744967 -0.0138356 0.103127 0.0670871 -0.00914626 0.124487 0.082465 -0.0193237 0.128205 0.0815401 -0.0145381 8.8 9 126481 78946 47535 11287 8041 4407
9.1 0.0259183 0.0176781 0.000144398 0.143191 0.0697581 -0.0130145 0.124122 0.0585751 -0.00751306 0.16679 0.0728538 -0.00776887 0.167109 0.0729229 -0.0106282 9 9.2 101989 63893 38096 9112 6745 3770
9.3 0.0379832 0.0190958 0.00176863 0.180511 0.0642872 -0.00455932 0.137075 0.0607662 -0.00831649 0.207904 0.0656654 -0.00666185 0.197671 0.0754005 -0.0120066 9.2 9.4 84541 53313 31228 7412 5921 3263
9.5 0.0555628 0.0195706 0.00414828 0.221711 0.062834 -0.000583008 0.157705 0.0571712 0 0.249315 0.0639385 0.000640407 0.242938 0.0698599 -0.00548099 9.4 9.6 72324 46236 26088 5821 5106 2832
9.7 0.0831549 0.018851 0.00785922 0.272562 0.0541709 0.00370008 0.174879 0.0638057 0.00249901 0.310842 0.0496041 0.0112537 0.309623 0.0530923 0.00534451 9.6 9.8 63205 40623 22582 4323 4787 2629
9.9 0.125898 0.0173537 0.0160469 0.335963 0.0408563 0.012964 0.187478 0.0598774 -0.000922203 0.370513 0.0459031 0.00970206 0.396901 0.0294734 0.0259962 9.8 10 57346 37570 19776 2907 4429 2517
10.1 0.183703 0.0153169 0.0186374 0.39736 0.0473659 0.00873613 0.199558 0.0740486 -0.00120601 0.447083 0.0343723 0.0141026 0.456081 0.039361 0.013635 10 10.2 53450 35650 17800 1809 4337 2368
10.3 0.249757 0.0189442 0.0196432 0.479107 0.0374062 0.0116158 0.250272 0.0770007 0.0126483 0.528467 0.0290012 0.0171121 0.529466 0.0361645 0.010965 10.2 10.4 49333 33969 15364 919 4110 2172
10.5 0.313078 0.0224296 0.0141087 0.542373 0.0417919 0.00325966 0.286432 0.0924338 0 0.574615 0.0381091 0.00777006 0.604352 0.0315261 0.0109934 10.4 10.6 44073 31152 12921 398 3766 2022
