#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.95687e-05 0.0219649 1.44143e-05 0 0.128165 -1.81283e-05 0 0.152364 0 0 0.164486 0 0 0.151864 0 7.2 7.4 654449 480178 174271 33354 18276 3285
7.5 8.09999e-06 0.0198197 -4.03163e-06 4.99226e-05 0.128345 1.59995e-05 0 0.144018 0 0.000119261 0.160488 6.01554e-05 0.000331126 0.154626 0.000331126 7.4 7.6 530619 370371 160248 33024 16770 3020
7.7 7.0093e-06 0.0184187 -3.64202e-06 3.3564e-05 0.118256 -1.00515e-06 6.23364e-05 0.132626 1.73214e-06 6.41972e-05 0.14899 -4.06217e-06 0 0.142016 0 7.6 7.8 434304 285335 148969 32084 15577 2734
7.9 9.03404e-06 0.0185503 -5.48868e-06 3.06427e-05 0.110969 -4.96499e-05 3.33511e-05 0.122816 -6.19656e-05 7.10278e-05 0.147349 -6.6609e-05 0 0.135666 -0.000349284 7.8 8 351922 221385 130537 29984 14079 2473
8.1 2.86287e-05 0.018176 -9.36613e-06 0.000257265 0.108843 -4.05073e-05 0.000492126 0.118155 9.2126e-05 0.000328785 0.140855 -0.00010562 0.000955566 0.138671 0.000427583 8 8.2 279600 174650 104950 26416 12166 2093
8.3 5.81907e-05 0.0186875 -3.54803e-05 0.000828248 0.106994 -2.13584e-05 0.000841527 0.111472 3.7525e-05 0.00116629 0.140795 -0.000375858 0.00230947 0.139564 0.000466717 8.2 8.4 219580 137479 82101 22578 10289 1732
8.5 0.000238854 0.0185967 0 0.00199128 0.107834 0 0.00172432 0.105224 6.73173e-05 0.00370028 0.130937 0.000521563 0.00391901 0.123252 -0.000168186 8.4 8.6 172129 108853 63276 19138 8648 1531
8.7 0.000551126 0.0186442 -7.192e-05 0.00459551 0.108607 -0.00044625 0.00300781 0.0974548 -0.000175044 0.00792547 0.137344 -0.000170522 0.0106996 0.125991 0.00203135 8.6 8.8 133588 85280 48308 15626 7192 1215
8.9 0.00159117 0.019421 -8.93247e-05 0.0105897 0.101948 -0.000183149 0.00594452 0.0875929 0 0.0141055 0.13585 -0.00115193 0.0205882 0.104898 0.000434685 8.8 9 103791 67246 36545 12112 6026 1020
9.1 0.0046283 0.0200715 0.00051529 0.0239415 0.102784 0.00202601 0.0112982 0.0838373 0.000217161 0.0393951 0.114337 0.00699688 0.0328068 0.125597 -0.00200712 9 9.2 80063 52287 27776 9205 5026 823
9.3 0.0115485 0.020191 0.00211742 0.044572 0.101751 0.00487484 0.0214229 0.0796739 0.001847 0.0649758 0.122675 0.00957011 0.0656205 0.0939393 0.0140742 9.2 9.4 62474 41564 20910 6255 4140 701
