#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.87296e-05 0.023618 -7.10246e-06 1.13985e-05 0.127412 -2.15361e-05 0 0.151966 -3.22737e-05 4.81556e-05 0.157766 -2.20697e-06 0 0.151845 0 7.2 7.4 662764 487303 175461 32623 20766 5699
7.5 3.16578e-05 0.0210871 5.18873e-06 1.28012e-05 0.127849 -2.46255e-05 0 0.147161 -5.4742e-05 0 0.156261 -5.69379e-05 0 0.151196 0 7.4 7.6 535289 379054 156235 30759 18648 4929
7.7 1.02254e-05 0.0197652 -1.0901e-05 1.37877e-05 0.126584 -2.96214e-05 0 0.137884 -3.5014e-05 5.74152e-05 0.155512 -5.06921e-06 0 0.144623 0 7.6 7.8 438443 293386 145057 29841 17417 4566
7.9 2.17948e-05 0.0193728 -2.57317e-06 3.04955e-05 0.118644 -7.3925e-05 0 0.128742 -0.000106304 0 0.145637 -0.000136491 0.000494193 0.129915 0.000225809 7.8 8 360579 229412 131167 28670 15596 4047
8.1 1.65706e-05 0.0195472 -2.09723e-05 0.000200935 0.111847 -0.000217577 0.00026976 0.117118 -0.00019594 0.000223082 0.144336 -0.000267315 0.000289519 0.1314 -0.000305365 8 8.2 290531 181043 109488 25949 13448 3454
8.3 4.90303e-05 0.0192673 -5.31381e-05 0.000509212 0.111836 -0.000565218 0.000544119 0.114173 -0.000598895 0.000773528 0.14401 -0.000937336 0.00100604 0.136513 -8.72583e-05 8.2 8.4 229177 142769 86408 22054 11635 2982
8.5 0.000142383 0.0195724 -6.73606e-05 0.00156351 0.109724 -0.00115397 0.00123769 0.110457 -0.000488079 0.00303888 0.134221 -0.000775837 0.0020938 0.131325 -0.00218702 8.4 8.6 178890 112373 66517 18583 9543 2388
8.7 0.000588675 0.0191739 -5.82742e-05 0.0041868 0.110465 -0.00112883 0.00226875 0.104332 -0.00126574 0.00754622 0.131791 -0.000731717 0.00920245 0.127209 0 8.6 8.8 139447 88334 51113 15427 7951 1956
8.9 0.00119288 0.0202874 -0.000369687 0.00963758 0.107455 -0.000903883 0.006066 0.0914717 -0.00114165 0.0130298 0.131931 -0.00151345 0.015528 0.12825 -0.00100097 8.8 9 108170 68741 39429 12364 6677 1610
9.1 0.00387991 0.0197069 3.04105e-05 0.0221534 0.103659 -0.000333607 0.0102052 0.0847759 -0.00220412 0.0302427 0.122054 0 0.0355588 0.117825 0.000292324 9 9.2 84143 54125 30018 9309 5522 1378
