#Peak halo mass range: 14.125 < log10(Mh/Msun) < 14.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 10 343
0.994717 0.2 0.341667 0.12 0.988338 0.00876325 0.0122188 10 343
0.987123 0.4 0.231579 0.223529 0.985423 0.0116954 0.0127265 10 343
0.979529 0.4 0.2 0.169231 0.970845 0.020509 0.00858128 10 343
0.971935 0.3 0.325 0.0916667 0.976676 0.0147276 0.0147996 10 343
0.964342 0.5 0.136364 0.227273 0.965015 0.0259764 0.00878561 10 343
0.956748 0.4 0.236364 0.127273 0.96793 0.0205757 0.0115347 10 343
0.949154 0.5 0.214286 0.166667 0.970845 0.0176272 0.0143237 10 343
0.941560 0.7 -0.00769228 0.336364 0.973761 0.0173633 0.0148167 10 343
0.933967 0.5 0.166667 0.166667 0.973761 0.011224 0.0252761 10 343
0.926373 0.7 0.0272728 0.255556 0.970845 0.0147037 0.0140731 10 343
0.918779 0.6 0.0818182 0.2 0.973761 0.0140066 0.0296616 10 343
0.911185 0.6 0.0666667 0.188235 0.970845 0.0145773 0.0256005 10 343
0.903592 0.6 0.15 0.1 0.973761 0.0109951 0.0339329 10 343
0.895998 0.6 0.15 0.1 0.96793 0.0193312 0.0306478 10 343
0.888404 0.7 0.0777778 0.2 0.96793 0.0203053 0.0282748 10 343
0.880810 0.9 0.1 0.263636 0.96793 0.0201652 0.0357766 10 343
0.873217 0.8 0.141176 0.163636 0.985423 0.00467628 0.0500381 10 343
0.865623 0.9 0.1 0.194118 0.982507 0.00526029 0.0551717 10 343
0.858029 0.9 0.1 0.194118 0.976676 0.00853068 0.0411925 10 343
0.850435 0.9 0.1 0.233333 0.973761 0.00889802 0.0369794 10 343
0.842842 0.8 0.2 0.152941 0.970845 0.0114031 0.0371279 10 343
0.835248 0.8 0.2 0.133333 0.976676 0.00895578 0.0341477 10 343
0.827654 0.9 0.1 0.177778 0.973761 0.0116618 0.0303086 10 343
