#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.52265e-05 0.0211418 -2.84764e-06 5.14206e-05 0.123721 1.79413e-05 0 0.149369 -2.48084e-05 0.000117137 0.164595 6.07356e-05 0 0.148805 0 7.2 7.4 650717 475690 175027 34039 17074 2253
7.5 1.9159e-05 0.0197871 2.41577e-06 1.85102e-05 0.121819 -1.72518e-05 0 0.140035 0 0.000128263 0.157158 5.87216e-05 0 0.143543 0 7.4 7.6 527437 365364 162073 33614 15593 2077
7.7 7.11207e-06 0.0184498 -8.01286e-06 1.99776e-05 0.117698 -1.88232e-05 3.03785e-05 0.13148 -3.49797e-06 6.8918e-05 0.154122 -6.61642e-06 0 0.141054 0 7.6 7.8 431380 281212 150168 32918 14510 1934
7.9 9.15667e-06 0.0182059 -1.33387e-05 0.000117342 0.109711 3.24335e-06 0.000164718 0.121402 2.90737e-05 0.000306396 0.145392 -7.45256e-06 0.000591017 0.131459 0.000591017 7.8 8 346251 218420 127831 30355 13055 1692
8.1 7.61267e-05 0.0183061 1.79364e-05 0.000460757 0.108224 9.39404e-05 0.000754774 0.113685 0.000209896 0.000442517 0.144018 -0.000158496 0 0.13872 -0.00069541 8 8.2 272774 170768 102006 26498 11299 1405
8.3 0.000103838 0.0186489 -2.2456e-05 0.00126092 0.108055 0.000390551 0.00142736 0.112686 0.000415069 0.0031783 0.140601 0.0010229 0.00321285 0.135221 0.000460558 8.2 8.4 213340 134826 78514 22419 9439 1245
8.5 0.000338181 0.0187136 0 0.00287152 0.108576 0.000735628 0.00230886 0.107331 0.000412904 0.00485316 0.141697 0.000891196 0.00878049 0.108444 0.00265625 8.4 8.6 167047 106452 60595 19057 8036 1025
8.7 0.000886907 0.0187183 8.52157e-05 0.0055631 0.106958 0.000435832 0.00383436 0.09782 0.000254484 0.00888362 0.139837 0.000504468 0.0131422 0.125245 0.00234304 8.6 8.8 129813 83436 46377 15648 6754 837
8.9 0.00221303 0.0197977 0 0.0119876 0.112119 0.000895804 0.00817621 0.0935337 0.00119085 0.0178698 0.139196 0.000926871 0.0114613 0.138145 -0.00776945 8.8 9 100140 65521 34619 11986 5652 698
9.1 0.00558062 0.0213239 0.000631155 0.027253 0.10164 0.00600761 0.0139436 0.0799321 0.00270455 0.0438651 0.11623 0.00875026 0.0440678 0.0958286 0.014704 9 9.2 77737 51428 26309 8893 4833 590
9.3 0.0125422 0.0220002 0.00230644 0.0518725 0.103895 0.00882411 0.0208921 0.0792582 0.000912726 0.0792779 0.116823 0.0135081 0.0847826 0.0918229 0.0111484 9.2 9.4 59438 40025 19413 6031 3822 460
9.5 0.0251074 0.023417 0.00387053 0.0851163 0.097879 0.0128853 0.033587 0.0746477 0.00408766 0.121845 0.119467 0.0154753 0.110825 0.104862 0.0110741 9.4 9.6 47583 32580 15003 3811 3447 388
9.7 0.0493052 0.0248024 0.00946396 0.136909 0.0909492 0.025863 0.0448216 0.0704327 0.00824106 0.181456 0.0928715 0.0318874 0.231198 0.0587431 0.0584958 9.6 9.8 38754 26914 11840 2298 3009 359
9.9 0.0832115 0.0242349 0.013119 0.195544 0.0885272 0.0316878 0.057571 0.0704423 0.00973499 0.262367 0.0831088 0.0385277 0.278146 0.110743 0.0164007 9.8 10 32679 23254 9425 1268 2729 302
10.1 0.135387 0.0238096 0.0205653 0.271048 0.0759332 0.0412957 0.0816944 0.0730226 0.0228709 0.340937 0.0661355 0.052048 0.369004 0.0754408 0.025938 10 10.2 28529 20844 7685 661 2455 271
10.3 0.200867 0.0207396 0.0237248 0.347681 0.0698068 0.0342845 0.118056 0.0742521 0.0231939 0.427835 0.0702474 0.0360531 0.458484 0.060747 0.0458443 10.2 10.4 25649 19376 6273 288 2328 277
10.5 0.269428 0.0229893 0.0216001 0.409157 0.0787603 0.0218539 0.1875 0.0939815 0.0275 0.458848 0.0794332 0.0203679 0.578947 0.0339559 0.039379 10.4 10.6 21555 16728 4827 128 1944 247
