#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -2.14215e-05 0.103656 -8.90092e-06 -2.71512e-05 0.123768 -7.16884e-06 -2.71512e-05 0.129278 -2.88115e-05 -2.71512e-05 0.125385 1.20985e-06 7.2 7.4 653328 174528 33434 18376 2986
7.5 -9.97346e-07 0.104045 -9.0974e-07 -1.35321e-05 0.119657 -2.22909e-06 -1.35321e-05 0.131726 -1.6512e-05 -1.35321e-05 0.130331 -1.44317e-07 7.4 7.6 529047 159556 32555 16527 2797
7.7 9.84412e-06 0.0983999 -1.03978e-05 2.71214e-05 0.113469 7.591e-06 -3.51398e-06 0.127809 -3.55811e-05 -3.51398e-06 0.123036 0 7.6 7.8 434300 149722 32642 15402 2595
7.9 8.32059e-05 0.089829 -2.43948e-07 0.000157584 0.102684 5.67221e-05 0.00013396 0.125302 -3.19768e-05 0.00042743 0.11274 0.00042743 7.8 8 350794 130058 30004 13984 2291
8.1 0.000266571 0.0890907 0 0.000291229 0.0966288 0 0.000490481 0.121156 -0.000224179 -1.15265e-05 0.120042 -0.000439327 8 8.2 277793 104280 26424 11952 1985
8.3 0.000845036 0.0863513 5.26104e-06 0.000779637 0.0896555 0 0.00181306 0.118354 0.000170551 0.00234267 0.100771 0.000631302 8.2 8.4 218630 81269 22481 10114 1661
8.5 0.00222226 0.0863385 0.000331017 0.00163251 0.0880959 0 0.00441629 0.115606 0.00049159 0.00781746 0.0926207 0.00397161 8.4 8.6 171134 62868 19098 8545 1381
8.7 0.00399561 0.0888725 -0.000228152 0.002841 0.078154 0 0.00628104 0.113285 -0.000420038 0.00802073 0.0959665 -0.000239642 8.6 8.8 133023 47857 15592 7098 1157
8.9 0.00979832 0.080584 0.00136101 0.00453335 0.0666118 0.000192265 0.0163335 0.109995 0.00172253 0.0148796 0.0927495 0 8.8 9 103573 36768 12457 5975 921
9.1 0.0187914 0.0810014 0.00128416 0.00865869 0.0602612 0.0005959 0.0291746 0.0980739 0.00297463 0.0283669 0.0892303 0.00529247 9 9.2 79312 27087 8890 4972 758
