#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0687392 0 0 0.0862153 0 0 0.0982906 0 0 0.0901857 0 0 0.0571429 0 8.625 8.875 34509 32456 2053 234 377 175
9.00 0 0.111196 0 0 0.121703 0 0 0.138924 0 0 0.114951 0 0 0.107492 0 8.875 9.125 62420 56126 6294 799 1331 614
9.25 7.79375e-06 0.0895852 0 0 0.141025 0 0 0.14171 0 0 0.146973 0 0 0.148191 0 9.125 9.375 301140 256616 44524 6224 9267 4366
9.50 1.02374e-05 0.0565292 -2.79203e-06 8.365e-05 0.146836 1.79254e-05 8.31255e-05 0.157232 0 7.46436e-05 0.187318 0 8.89126e-05 0.190006 8.89126e-05 9.375 9.625 1.24185e+06 1.07449e+06 167364 24060 26794 11247
9.75 0.00012086 0.0656822 1.31524e-05 0.000202261 0.160888 6.88955e-05 0.000175165 0.187806 4.77621e-05 0.000259053 0.220859 0.000148034 0.000191874 0.234182 0 9.625 9.875 3.2631e+06 2.81318e+06 449914 62798 54043 20847
10.00 8.05955e-05 0.0517927 2.41786e-05 8.89219e-05 0.150907 1.2263e-05 0.000116011 0.175458 1.05064e-05 9.25118e-05 0.201239 7.20829e-08 0.000108237 0.204741 3.60034e-05 9.875 10.125 4.00232e+06 3.35006e+06 652258 94819 75666 27717
10.25 1.50684e-05 0.0411761 3.19633e-06 2.69472e-05 0.147027 -6.77975e-06 2.19344e-05 0.168528 -1.08923e-05 1.45864e-05 0.188198 -2.96157e-05 0 0.181958 0 10.125 10.375 2.78376e+06 2.19001e+06 593753 91181 68557 24196
10.50 7.87467e-07 0.0338068 -1.57493e-06 1.49795e-05 0.140611 -2.20653e-05 0 0.16006 -3.93484e-05 1.86251e-05 0.178607 -3.82782e-05 0 0.168301 -0.000108249 10.375 10.625 1.7372e+06 1.26989e+06 467306 78879 53691 18538
10.75 1.351e-06 0.0285521 -8.10602e-06 8.29396e-05 0.140415 -0.000255336 1.53015e-05 0.147468 -0.000176578 0.000102588 0.167008 -0.000550876 0.000153069 0.155972 -0.0008557 10.625 10.875 1.07779e+06 740191 337595 65353 38991 13066
11.00 6.92671e-06 0.0272866 -4.38692e-05 0.000810204 0.139217 -0.0020657 0.000334665 0.138048 -0.00154674 0.00199668 0.156893 -0.00377196 0.00177683 0.154789 -0.00422496 10.875 11.125 639227 433106 206121 47809 26544 8442
11.25 0.000137367 0.0276383 -0.000298284 0.00713099 0.140328 -0.00866596 0.0036825 0.131512 -0.00660772 0.010407 0.154853 -0.0137159 0.0161381 0.144425 -0.0124502 11.125 11.375 365575 254791 110784 32315 17296 5329
11.50 0.00125044 0.0292751 -0.00138418 0.0486183 0.133868 -0.00911462 0.0230199 0.123333 -0.00993115 0.0626264 0.143105 -0.00942577 0.0822458 0.130178 -0.00960332 11.375 11.625 208640 149547 59093 17941 11369 3295
11.75 0.0145365 0.0369321 -0.00129647 0.196759 0.119541 0.0087588 0.0976437 0.115733 0.00128712 0.245121 0.121715 0.0251758 0.269811 0.115586 0.0310054 11.625 11.875 118757 87160 31597 5602 7686 2120
12.00 0.111947 0.0587137 0.0173143 0.473796 0.0640451 0.0395001 0.307818 0.0901241 0.0408273 0.512074 0.0605937 0.0372787 0.543182 0.0584686 0.0263197 11.875 12.125 66830 50363 16467 614 5218 1320
12.25 0.396642 0.0545126 0.0444306 0.759625 0.030658 0.0347021 0.786885 0.0840825 0.0232489 0.776137 0.0311496 0.0350708 0.773303 0.0446723 0.0394223 12.125 12.375 37076 28764 8312 61 3386 869
12.50 0.754114 0.0788692 0.107262 0.918056 0.0299863 0.0474876 0.818182 0.181818 0.040404 0.9077 0.0360338 0.0560773 0.938671 0.0233977 0.0332658 12.375 12.625 20364 16166 4198 11 1961 587
12.75 0.930211 0.0305687 0.0863999 0.964904 0.00983638 0.0321093 1 0 0 0.954617 0.0140354 0.0564975 0.953995 0.0175013 0.0153763 12.625 12.875 10692 8669 2023 3 639 413
13.00 0.966525 0.00383794 0.0268657 0.984813 0.00193387 0.0129161 1 0 0 0.982143 0 0.0376984 0.988593 0.00408083 0.00568718 12.875 13.125 5546 4690 856 2 56 263
13.25 0.973595 0.00425893 0.00766611 0.977143 0.00274217 0.00857145 0 0 0 0.75 0 0.25 0.982143 0.000516117 0.00609493 13.125 13.375 2698 2348 350 0 4 168
