#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1 0 0.333333 1 0 1 0 1 0 7.2 7.4 638345 34591 12995 683
7.5 0.8 0.2 0.0205589 1 0 0.416667 0 1 0 7.4 7.6 519382 34715 12351 679
7.7 0.75 0.25 -0.0185632 1 0 0.199718 0 0.974359 0 7.6 7.8 418551 33595 11318 711
7.9 0.8 0.187654 0.00852507 0.944444 0.0555556 0.153853 0 0.923077 0 7.8 8 329397 30077 10287 595
8.1 0.829268 0.129065 0.0414985 0.793103 0.180581 0.0489997 0 1 0 8 8.2 256996 25764 8720 504
8.3 0.802326 0.141336 0.00132227 0.738095 0.202156 0.00476187 0.666667 0.333333 0.166667 8.2 8.4 198808 21875 7227 428
8.5 0.846154 0.106971 0.0362123 0.701299 0.212987 -0.0119088 0.333333 0.666667 -0.166667 8.4 8.6 154525 18667 6165 354
8.7 0.890323 0.0667326 0.0703107 0.709677 0.201613 -0.00492936 0.7 0.241176 0.0333333 8.6 8.8 119674 14838 5240 283
8.9 0.882353 0.0520733 0.0633312 0.760234 0.126671 0.0685673 0.769231 0.119658 0.126374 8.8 9 91544 11425 4352 243
9.1 0.872222 0.0680763 0.0363489 0.704846 0.158791 0.0410714 0.769231 0.130769 0.102564 9 9.2 70600 8122 3782 198
9.3 0.919463 0.0223973 0.0773578 0.733333 0.0899425 0.0937527 0.818182 0.0151515 0.262626 9.2 9.4 53749 5309 3084 128
9.5 0.888889 0.0462963 0.0439522 0.69802 0.102732 0.0536603 0.592593 0.207407 0.0119475 9.4 9.6 41625 3235 2638 136
9.7 0.91954 0.00268197 0.0594004 0.715499 0.0820719 0.0919695 0.708333 0.0916667 0.158333 9.6 9.8 32678 1824 2298 104
9.9 0.796296 0.0837037 0.0059737 0.71519 0.0591834 0.0726367 0.5625 0.161638 0.0625 9.8 10 26205 932 1891 92
10.1 0.884615 0.0201465 0.106838 0.685374 0.0613911 0.0638865 0.666667 -0.0104167 0.218391 10 10.2 22069 420 1729 82
10.3 0.88 0.0290909 0.0905263 0.704293 0.0210161 0.0758522 0.6 0.0785714 0.140541 10.2 10.4 18429 184 1552 90
10.5 0.857143 0.0714285 0.010989 0.669829 0.0549769 0.0281473 0.642857 0.0310559 0.153061 10.4 10.6 15110 77 1215 75
10.7 0.833333 0.166667 0 0.760965 0.00545841 0.0660931 0.52 0.0981818 0.045 10.6 10.8 11671 33 993 78
10.9 1 0 0 0.744898 0.0443997 0.0380917 0.435897 0.0904184 0.0358974 10.8 11 7719 9 612 57
11.1 0 1 0 0.833333 -0.0185185 0.10452 0.48 0.0385185 0.113333 11 11.2 4166 2 315 36
11.3 0 0 0 0.825 0.0142857 0.075 0.416667 0.138889 0.0416667 11.2 11.4 1680 0 92 27
11.5 0 0 0 0.857143 0.142857 0.190476 1 0 1 11.4 11.6 484 0 20 1
11.7 0 0 0 0 0 0 0 0 0 11.6 11.8 81 0 1 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 6 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
