#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00557153 0.00367846 0.00557153 0.00953367 -0.00249924 0.0135753 0.00591785 0.025186 0.00591785 -8.94777e-05 0.0079887 0.00396499 8.625 8.875 29743 2233 236 450 273
9 -0.000501629 0.0119163 -0.000458445 -0.00110455 0.0280058 -0.00106137 0.00079916 0.0157137 0.000842344 -0.00978769 0.00978769 0.000648774 8.875 9.125 53361 7047 820 1458 932
9.25 0.00370982 0.0413016 0.00370982 0.00404423 0.0409421 0.00404903 0.00470192 0.0426208 0.00470192 0.00463349 0.0427872 0.00463349 9.125 9.375 254940 46203 5425 9763 5948
9.5 0.0132276 0.0808505 0.0131978 0.0135861 0.0838702 0.013494 0.0174539 0.107913 0.0173819 0.017454 0.112591 0.0174619 9.375 9.625 1.03199e+06 148830 19763 24667 13576
9.75 0.0154531 0.0847736 0.0154223 0.0191037 0.107758 0.0190481 0.0238087 0.136238 0.0237134 0.0288746 0.150084 0.0287835 9.625 9.875 2.90096e+06 402831 53003 51152 26046
10 0.013689 0.0905206 0.0136488 0.0167892 0.110059 0.0167501 0.0207834 0.127656 0.0207557 0.0228772 0.132886 0.0227294 9.875 10.125 3.8473e+06 630891 87274 78168 38537
10.25 0.0117417 0.0936501 0.0116239 0.0137407 0.111581 0.0136112 0.0182818 0.126064 0.0180668 0.0179666 0.119908 0.0177069 10.125 10.375 2.72155e+06 585857 86208 72548 33929
