#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 1 0 1 0.65 0.35 -0.0365672 0.807692 0.192308 0.0533063 8.625 8.875 31043 116 353 449
9.00 0.85 -0.00151515 0.142453 0.790323 0.209677 0.0276107 0.820513 0.14245 0.0592672 8.875 9.125 51873 359 1094 1319
9.25 0.719858 0.146809 0.0516967 0.784343 0.0956573 0.0581444 0.756649 0.13444 0.0333447 9.125 9.375 227109 2299 5615 6261
9.50 0.65943 0.141257 0.075787 0.71576 0.15461 0.0829056 0.742943 0.139592 0.070017 9.375 9.625 755245 6707 10835 11062
9.75 0.663643 0.176605 0.0969384 0.701536 0.157591 0.104006 0.766725 0.125341 0.0952706 9.625 9.875 2.02522e+06 22322 27234 25514
10.00 0.871664 0.0600852 0.0698071 0.893921 0.0508363 0.0679548 0.913554 0.0363659 0.0668879 9.875 10.125 3.17729e+06 57742 63703 56753
10.25 0.928265 0.0259724 0.0503116 0.939664 0.0183631 0.055217 0.940527 0.0189728 0.0545965 10.125 10.375 2.42329e+06 62474 66383 55406
10.50 0.934254 0.0195624 0.0483674 0.946229 0.0150344 0.0427074 0.947542 0.0132229 0.0465732 10.375 10.625 1.546e+06 50937 52880 42791
10.75 0.937081 0.0141284 0.0442954 0.953273 0.00710946 0.0487848 0.947855 0.011916 0.0420261 10.625 10.875 961923 39083 39015 30858
11.00 0.928255 0.012084 0.042228 0.947201 0.00819176 0.0438085 0.948454 0.00695944 0.0460287 10.875 11.125 595233 30101 27360 21000
11.25 0.909507 0.0116363 0.0418444 0.933297 0.00500625 0.048597 0.93722 0.00814939 0.0416485 11.125 11.375 356238 21954 17588 13417
11.50 0.865869 0.0139936 0.0398373 0.896377 0.0071336 0.0392339 0.917795 0.00493526 0.045399 11.375 11.625 210666 13408 11356 8274
11.75 0.809228 0.00968724 0.0374704 0.833413 0.00284421 0.043018 0.856373 -0.000353456 0.0472172 11.625 11.875 124518 4542 7275 5323
12.00 0.694268 0.0335806 0.0276008 0.677781 0.0194637 0.0417113 0.711239 0.0118375 0.0439523 11.875 12.125 72791 536 4942 3382
12.25 0.630769 0.0510489 0.034278 0.475817 0.020622 0.0341388 0.464066 0.0276943 0.0310056 12.125 12.375 42256 83 3173 2026
12.50 0.466667 0.169697 0.0222222 0.275575 0.0495972 0.0169776 0.271429 0.0384178 0.0262412 12.375 12.625 24575 17 1949 1288
12.75 0 0 0 0.198934 0.0480045 0.0232586 0.162162 0.0426117 0.0179944 12.625 12.875 14246 3 676 874
13.00 0 0 0 0.0862069 0.0689655 0.01158 0.0972222 0.0208179 0.0129085 12.875 13.125 7934 0 65 560
13.25 0 0 0 0 0.111111 0 0.0684932 0.0309044 0.0104821 13.125 13.375 4478 0 11 388
13.50 0 0 0 0 0 0 0.0223214 0.0283698 0.00462231 13.375 13.625 2404 0 1 237
13.75 0 0 0 0 0 0 0.0140845 0.0287726 -0.000201208 13.625 13.875 1234 0 0 74
14.00 0 0 0 0 0 0 0.111111 0.111111 0 13.875 14.125 605 0 0 9
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 287 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 101 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 39 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 3 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
