#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.2795e-05 0.0213947 -3.01581e-06 1.72267e-05 0.123216 -5.3604e-06 5.83686e-05 0.14873 3.28766e-05 6.91228e-05 0.161447 6.91228e-05 0 0.151303 0 7.2 7.4 643081 468933 174148 34265 14467 1448
7.5 1.94271e-05 0.0198129 3.62617e-07 9.13047e-05 0.121805 5.11167e-05 2.88077e-05 0.140922 -1.74816e-06 0.000220167 0.161349 0.000138926 0 0.152632 0 7.4 7.6 524606 360321 164285 34713 13626 1274
7.7 2.17292e-05 0.0186748 3.70832e-06 0.000175331 0.116137 5.68885e-05 0.000298882 0.132479 0.000178484 0.000315532 0.148539 0.000225774 0.000833333 0.13631 0.000833333 7.6 7.8 424417 276126 148291 33458 12677 1200
7.9 3.7615e-05 0.0186295 9.75022e-06 0.000274625 0.114584 2.35299e-05 0.000264953 0.127654 1.80531e-06 0.000780234 0.148315 0.00019484 0.000862069 0.140611 0.000862069 7.8 8 336486 212681 123805 30194 11535 1160
8.1 9.63316e-05 0.0185334 3.0602e-05 0.000744109 0.112068 0.000242875 0.000957708 0.125653 0.000255263 0.00122175 0.141784 0.00040467 0.00108578 0.149837 0.00108578 8 8.2 262853 166093 96760 26104 9822 921
8.3 0.000213049 0.0187039 9.89846e-06 0.00198684 0.112012 0.00065371 0.00222856 0.122049 0.000838863 0.00282868 0.148237 0.00050196 0.00493218 0.129511 0.00230406 8.2 8.4 205915 131425 74490 22436 8131 811
8.5 0.000669558 0.0189533 0.000121149 0.00468081 0.108899 0.00205842 0.00455895 0.107555 0.00133704 0.00721358 0.140314 0.00319503 0.00952381 0.133333 0.00326403 8.4 8.6 160308 103053 57255 18864 7070 630
8.7 0.0015191 0.018982 0.0003549 0.00889655 0.115049 0.00276233 0.00592217 0.105486 0.00177566 0.0144504 0.142176 0.00497469 0.0181159 0.131777 0.00618751 8.6 8.8 123907 80969 42938 15366 5813 552
8.9 0.00314564 0.0206715 0.000513318 0.0173613 0.104918 0.00606207 0.0101334 0.0879256 0.00313811 0.0300199 0.125268 0.00827166 0.0394432 0.124193 0.00981352 8.8 9 96066 63580 32486 11842 5030 431
9.1 0.00690913 0.0221312 0.00104507 0.0335249 0.098985 0.00879315 0.0169992 0.0803327 0.00415885 0.0536058 0.120568 0.0138243 0.0363128 0.116465 -0.00136831 9 9.2 73367 49355 24012 8471 4160 358
9.3 0.013681 0.0246108 0.00239298 0.0581073 0.101357 0.0131576 0.0247507 0.077875 0.00585132 0.0824862 0.121963 0.0125675 0.105072 0.084801 0.0388704 9.2 9.4 56470 38813 17657 5616 3443 276
9.5 0.028268 0.0259059 0.00548301 0.0986827 0.0923859 0.022383 0.0324182 0.0785132 0.00429217 0.144616 0.114274 0.0352575 0.18595 0.0875539 0.0596878 9.4 9.6 43864 30883 12981 3424 2842 242
9.7 0.0526987 0.024919 0.00991268 0.140157 0.10545 0.0226077 0.038404 0.0832627 0.00611529 0.190198 0.109544 0.0304166 0.206573 0.115543 0.0310409 9.6 9.8 35139 25086 10053 2005 2571 213
9.9 0.0855307 0.025352 0.0140217 0.200792 0.0938989 0.0350487 0.0698351 0.0723265 0.0159491 0.26478 0.089662 0.0435966 0.290155 0.0744279 0.0601554 9.8 10 28986 21162 7824 1031 2368 193
10.1 0.128474 0.026825 0.016753 0.263578 0.0816253 0.0374499 0.0761905 0.0674361 0.0168004 0.326699 0.0912877 0.0402869 0.348066 0.0612904 0.0336333 10 10.2 24972 18712 6260 525 2060 181
