#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000543373 0.0207043 0.000558289 -0.00362463 0.00342078 0.0571041 -0.00362463 0.00342078 0.0571041 -0.00362463 0.00342078 0.0571041 8.625 8.875 204243 3119 0 0 0
9 0.00044003 0.0183931 0.000466526 -0.00512203 0.00490729 0.0720816 -0.00512203 0.00490729 0.0720816 -0.00512203 0.00490729 0.0720816 8.875 9.125 287483 3416 0 0 0
9.25 0.00556604 0.0204458 0.00484286 -0.00508255 0.172642 0.00255496 -0.00508255 0.0047657 0.0627463 -0.00508255 0.0047657 0.0627463 9.125 9.375 701567 7231 9 0 0
9.5 0.00695483 0.0305468 0.00649813 0.0251959 0.0959657 0.0252481 -0.00777115 0.00708063 0.0710773 -0.00777115 0.00708063 0.0710773 9.375 9.625 1.25152e+06 26348 91 0 0
9.75 0.0187445 0.0563053 0.0170555 0.0444551 0.170262 0.0444855 -0.0117247 0.0105403 0.0883874 -0.0117247 0.0105403 0.0883874 9.625 9.875 1.12942e+06 45390 178 0 0
10 0.0484571 0.111361 0.0412884 0.0972318 0.196942 0.0700601 -0.0112019 0.010177 0.0866304 -0.0112019 0.010177 0.0866304 9.875 10.125 620382 41821 249 0 0
10.25 0.0783515 0.136556 0.0637477 0.153749 0.243241 0.113889 -0.0136328 0.0121315 0.0873624 -0.0136328 0.0121315 0.0873624 10.125 10.375 273147 25363 233 0 0
10.5 0.0915084 0.126685 0.0712932 0.173455 0.187958 0.155829 -0.0200933 0.0180283 0.0909818 -0.0200933 0.0180283 0.0909818 10.375 10.625 107848 9059 124 0 0
10.75 0.0992768 0.0898925 0.0729658 0.204262 0.176697 0.152043 -0.0278807 0.0241488 0.101138 -0.0278807 0.0241488 0.101138 10.625 10.875 39818 2839 112 0 0
11 0.104937 0.0494484 0.0742358 0.27606 0.142907 0.179536 -0.0421221 0.0336657 0.106183 -0.0421221 0.0336657 0.106183 10.875 11.125 13385 850 66 0 0
11.25 0.124419 0.0373946 0.0656955 0.204639 0.0277417 0.104115 -0.0517711 0.039782 0.121253 -0.0517711 0.039782 0.121253 11.125 11.375 3880 210 39 0 0
11.5 0.0660541 0.0234836 0.0292763 0.128799 0.0166206 0.0887992 -0.0712008 0.0563231 0.12221 -0.0712008 0.0563231 0.12221 11.375 11.625 992 51 25 0 0
11.75 -0.103093 0.069874 0.0618557 -0.103093 0.056701 0.0876289 -0.103093 0.056701 0.123711 -0.103093 0.056701 0.123711 11.625 11.875 203 9 7 0 0
12 -0.16129 0.129032 0.0645161 -0.16129 0.129032 0.0645161 -0.16129 0.129032 0.0645161 -0.16129 0.129032 0.0645161 11.875 12.125 33 2 1 0 0
12.25 0 0 0.2 0 0 0.2 0 0 0.2 0 0 0.2 12.125 12.375 5 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 1 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
